snapshot_id,match_id,hand_id,agent_name,snapshot_type,limit_micros,usage_micros,limit_remaining_micros,timestamp,hand_number
01KRHBZN6M8SC1FPXZDYC5E8DZ,01KRHBZMWMJPFG0GNTB0G09MVV,,hermes,match_start,5000000,0,5000000,2026-05-13T19:10:57.748461+00:00,
01KRHBZNCC19FW2W2YMHM94TRF,01KRHBZMWMJPFG0GNTB0G09MVV,,openclaw,match_start,5000000,0,5000000,2026-05-13T19:10:57.932779+00:00,
01KRHBZPD6E8TGP241EAWTDT6P,01KRHBZMWMJPFG0GNTB0G09MVV,01KRHBZPD2A26PCTEYVDERSPDY,hermes,hand_start,5000000,0,5000000,2026-05-13T19:10:58.982357+00:00,1
01KRHBZPD657JVXZAQ4877S25W,01KRHBZMWMJPFG0GNTB0G09MVV,01KRHBZPD2A26PCTEYVDERSPDY,openclaw,hand_start,5000000,0,5000000,2026-05-13T19:10:58.982827+00:00,1
01KRHBZV6NM8AN3WMPMVA60J43,01KRHBZMWMJPFG0GNTB0G09MVV,01KRHBZPD2A26PCTEYVDERSPDY,hermes,hand_end,5050000,0,5050000,2026-05-13T19:11:03.893377+00:00,1
01KRHBZV6Q54C0WBMTMEQJEXXH,01KRHBZMWMJPFG0GNTB0G09MVV,01KRHBZPD2A26PCTEYVDERSPDY,openclaw,hand_end,4950000,0,4950000,2026-05-13T19:11:03.895343+00:00,1
01KRHBZWJ48MGBG4NQ50TM4ETC,01KRHBZMWMJPFG0GNTB0G09MVV,01KRHBZWJ2MRWBBKN6H9P07SBW,hermes,hand_start,5050000,0,5050000,2026-05-13T19:11:05.284662+00:00,2
01KRHBZWJ5TA4B4SEB0Z6ZKFR3,01KRHBZMWMJPFG0GNTB0G09MVV,01KRHBZWJ2MRWBBKN6H9P07SBW,openclaw,hand_start,4950000,0,4950000,2026-05-13T19:11:05.285238+00:00,2
01KRHC09W7VVH3EX7WZA4E8XEG,01KRHBZMWMJPFG0GNTB0G09MVV,01KRHBZWJ2MRWBBKN6H9P07SBW,hermes,hand_end,5000000,0,5000000,2026-05-13T19:11:18.919262+00:00,2
01KRHC09WAMEXE9A7V3D6C0BNR,01KRHBZMWMJPFG0GNTB0G09MVV,01KRHBZWJ2MRWBBKN6H9P07SBW,openclaw,hand_end,5000000,0,5000000,2026-05-13T19:11:18.922368+00:00,2
