match_id,snapshot_id,hand_id,hand_number,agent_name,snapshot_type,limit_micros,usage_micros,limit_remaining_micros,timestamp
01KRBVXESRWWVGTT97PW0KY4G1,01KRBVXF2Q4H59NTV8P2HFKCRP,,,hermes,match_start,5000000,0,5000000,2026-05-11T15:53:56.567719+00:00
01KRBVXESRWWVGTT97PW0KY4G1,01KRBVXFGS13TX7V56BJHVZH1J,,,openclaw,match_start,5000000,0,5000000,2026-05-11T15:53:57.017497+00:00
01KRBVXESRWWVGTT97PW0KY4G1,01KRBVXGJ64HBNTJDGP1V5VFD0,01KRBVXGJ2F9ZTED14R8ECD8V2,1,hermes,hand_start,5000000,0,5000000,2026-05-11T15:53:58.086351+00:00
01KRBVXESRWWVGTT97PW0KY4G1,01KRBVXGJ7H0RH3FGQENNEAXCT,01KRBVXGJ2F9ZTED14R8ECD8V2,1,openclaw,hand_start,5000000,0,5000000,2026-05-11T15:53:58.087038+00:00
01KRBVXESRWWVGTT97PW0KY4G1,01KRBVXMC51XH2TKSYY3FW575W,01KRBVXGJ2F9ZTED14R8ECD8V2,1,hermes,hand_end,5050000,0,5050000,2026-05-11T15:54:01.989218+00:00
01KRBVXESRWWVGTT97PW0KY4G1,01KRBVXMC8KB154FWV8WWR1TKK,01KRBVXGJ2F9ZTED14R8ECD8V2,1,openclaw,hand_end,4950000,0,4950000,2026-05-11T15:54:01.992550+00:00
01KRBVXESRWWVGTT97PW0KY4G1,01KRBVXNQN9Z2ECNAR09KZBKQD,01KRBVXNQJ88VQ4WAYMF61SR70,2,hermes,hand_start,5050000,0,5050000,2026-05-11T15:54:03.381415+00:00
01KRBVXESRWWVGTT97PW0KY4G1,01KRBVXNQPATJTAPAYE47JN2S4,01KRBVXNQJ88VQ4WAYMF61SR70,2,openclaw,hand_start,4950000,0,4950000,2026-05-11T15:54:03.382307+00:00
01KRBVXESRWWVGTT97PW0KY4G1,01KRBVXVNP0JEK34AZA1S7WFZ3,01KRBVXNQJ88VQ4WAYMF61SR70,2,hermes,hand_end,5000000,0,5000000,2026-05-11T15:54:09.462180+00:00
01KRBVXESRWWVGTT97PW0KY4G1,01KRBVXVNT3JSN43BQ6KNZ1P5B,01KRBVXNQJ88VQ4WAYMF61SR70,2,openclaw,hand_end,5000000,696,4999304,2026-05-11T15:54:09.466064+00:00
01KRBVXESRWWVGTT97PW0KY4G1,01KRBVXX143CTZSFAE9W4YGWC7,01KRBVXX12QNAZP4K026PNHAA1,3,hermes,hand_start,5000000,0,5000000,2026-05-11T15:54:10.852187+00:00
01KRBVXESRWWVGTT97PW0KY4G1,01KRBVXX14YB5K0JH522M6HMHF,01KRBVXX12QNAZP4K026PNHAA1,3,openclaw,hand_start,5000000,696,4999304,2026-05-11T15:54:10.852919+00:00
01KRBVXESRWWVGTT97PW0KY4G1,01KRBVY05F3GQYS73ADB5MAX4A,01KRBVXX12QNAZP4K026PNHAA1,3,hermes,hand_end,5050000,2846,5047154,2026-05-11T15:54:14.063299+00:00
01KRBVXESRWWVGTT97PW0KY4G1,01KRBVY05HM74FN091ZMA2FYQN,01KRBVXX12QNAZP4K026PNHAA1,3,openclaw,hand_end,4950000,696,4949304,2026-05-11T15:54:14.065730+00:00
01KRBVXESRWWVGTT97PW0KY4G1,01KRBVY1GG1QH3H1EPC932C1ZX,01KRBVY1GDRK2G73KKFP6YR1B6,4,hermes,hand_start,5050000,2846,5047154,2026-05-11T15:54:15.440294+00:00
01KRBVXESRWWVGTT97PW0KY4G1,01KRBVY1GHDDSGNWJY1W2FBBEX,01KRBVY1GDRK2G73KKFP6YR1B6,4,openclaw,hand_start,4950000,696,4949304,2026-05-11T15:54:15.441115+00:00
01KRBVXESRWWVGTT97PW0KY4G1,01KRBVY766DPNV6RDRS7R4TFB3,01KRBVY1GDRK2G73KKFP6YR1B6,4,hermes,hand_end,5000000,2846,4997154,2026-05-11T15:54:21.254999+00:00
01KRBVXESRWWVGTT97PW0KY4G1,01KRBVY769HQS07HKZYAHBV185,01KRBVY1GDRK2G73KKFP6YR1B6,4,openclaw,hand_end,5000000,696,4999304,2026-05-11T15:54:21.257167+00:00
01KRBVXESRWWVGTT97PW0KY4G1,01KRBVY8HSRV4011CFADRVTQYP,01KRBVY8HN56JWZBMCRNT6PP8E,5,hermes,hand_start,5000000,2846,4997154,2026-05-11T15:54:22.649096+00:00
01KRBVXESRWWVGTT97PW0KY4G1,01KRBVY8HSCNB3SG8WFFCHQ4CY,01KRBVY8HN56JWZBMCRNT6PP8E,5,openclaw,hand_start,5000000,696,4999304,2026-05-11T15:54:22.649782+00:00
01KRBVXESRWWVGTT97PW0KY4G1,01KRBVYKQ751EN4XAKX31MK39N,01KRBVY8HN56JWZBMCRNT6PP8E,5,hermes,hand_end,4900000,5368,4894632,2026-05-11T15:54:34.087059+00:00
01KRBVXESRWWVGTT97PW0KY4G1,01KRBVYKQ91AB9BKM7B7JCT2CY,01KRBVY8HN56JWZBMCRNT6PP8E,5,openclaw,hand_end,5100000,2112,5097888,2026-05-11T15:54:34.089298+00:00
01KRBVXESRWWVGTT97PW0KY4G1,01KRBVYN2MZZX4EG2F8NNG5TD3,01KRBVYN2JVS5TB9MKG7D51QNT,6,hermes,hand_start,4900000,5368,4894632,2026-05-11T15:54:35.476195+00:00
01KRBVXESRWWVGTT97PW0KY4G1,01KRBVYN2MN5T0ZGEF5SWK483M,01KRBVYN2JVS5TB9MKG7D51QNT,6,openclaw,hand_start,5100000,2112,5097888,2026-05-11T15:54:35.476757+00:00
01KRBVXESRWWVGTT97PW0KY4G1,01KRBVZ8YFF9FP2Y6JZBV4NYHX,01KRBVYN2JVS5TB9MKG7D51QNT,6,hermes,hand_end,4700000,16394,4683606,2026-05-11T15:54:55.823880+00:00
01KRBVXESRWWVGTT97PW0KY4G1,01KRBVZ8YJ91SAEG13ADGGGK0M,01KRBVYN2JVS5TB9MKG7D51QNT,6,openclaw,hand_end,5300000,2839,5297161,2026-05-11T15:54:55.826911+00:00
01KRBVXESRWWVGTT97PW0KY4G1,01KRBVZAAN6ZKMC5748HASKWJV,01KRBVZAAHMREJTEJ330V80DCC,7,hermes,hand_start,4700000,16394,4683606,2026-05-11T15:54:57.237117+00:00
