action_id,hand_id,sequence,street,agent_name,action_type,amount_micros,stack_before_micros,stack_after_micros,pot_before_micros,pot_after_micros,to_call_micros,decision_latency_ms,was_auto_action,auto_action_reason,reasoning_text,timestamp,match_id,hand_number
01KRH9F385QTK849YPECXGZ4M8,01KRH9F14E2BHPQMT8QD17QRZR,2,preflop,openclaw,fold,0,4950000,4950000,150000,0,50000,2153,0,,,2026-05-13T18:26:57.925720+00:00,01KRH9EZMAMAM1ASGA5XA6CKM9,1
01KRH9F8B6MJY34RPPK12CVSS0,01KRH9F6CS9MXFXPH8XCWNYK5Q,2,preflop,hermes,fold,0,5000000,5000000,150000,0,50000,1985,0,,,2026-05-13T18:27:03.142993+00:00,01KRH9EZMAMAM1ASGA5XA6CKM9,2
01KRH9FE4RFA51F45HEQW58WK0,01KRH9FBD5KSPEHX4TVVPK1DGJ,2,preflop,openclaw,fold,0,4950000,4950000,150000,0,50000,2790,0,,,2026-05-13T18:27:09.080401+00:00,01KRH9EZMAMAM1ASGA5XA6CKM9,3
01KRH9FMEJYZRERDXNDPEVFJNE,01KRH9FH67RACEXE78FYBC3YZR,2,preflop,hermes,raise,200000,5000000,4850000,150000,300000,50000,3324,0,,repaired-action: illegal_action_for_state,2026-05-13T18:27:15.538060+00:00,01KRH9EZMAMAM1ASGA5XA6CKM9,4
01KRH9FQ603WPKXDV4D373RC1K,01KRH9FH67RACEXE78FYBC3YZR,3,preflop,openclaw,raise,700000,4846755,4246755,300000,900000,100000,2782,0,,,2026-05-13T18:27:18.336080+00:00,01KRH9EZMAMAM1ASGA5XA6CKM9,4
01KRH9FRPJ79VWKP1HNF3QG4SA,01KRH9FH67RACEXE78FYBC3YZR,4,preflop,hermes,raise,1200000,4850000,3850000,900000,1900000,500000,1537,0,,,2026-05-13T18:27:19.890403+00:00,01KRH9EZMAMAM1ASGA5XA6CKM9,4
01KRH9FVEH03Q9PNZ0RTGA68NN,01KRH9FH67RACEXE78FYBC3YZR,5,preflop,openclaw,raise,2400000,4246755,2546755,1900000,3600000,500000,2804,0,,,2026-05-13T18:27:22.705574+00:00,01KRH9EZMAMAM1ASGA5XA6CKM9,4
01KRH9G2G4SXTAY8TNFR3BCMR9,01KRH9FH67RACEXE78FYBC3YZR,6,preflop,hermes,raise,3850000,3850000,1200000,3600000,6250000,1200000,7205,0,,,2026-05-13T18:27:29.924864+00:00,01KRH9EZMAMAM1ASGA5XA6CKM9,4
01KRH9G5DEAB0FW6T2X7R57DV9,01KRH9FH67RACEXE78FYBC3YZR,7,preflop,openclaw,raise,4946755,2546755,0,6250000,8796755,1450000,2968,0,,,2026-05-13T18:27:32.910239+00:00,01KRH9EZMAMAM1ASGA5XA6CKM9,4
01KRH9G73WKFZQ9QJ1CCJ3GETE,01KRH9FH67RACEXE78FYBC3YZR,8,preflop,hermes,call,1096755,1200000,103245,8796755,0,1096755,1723,0,,,2026-05-13T18:27:34.652145+00:00,01KRH9EZMAMAM1ASGA5XA6CKM9,4
