settlement_id,match_id,hand_id,agent_name,limit_before_micros,limit_delta_micros,limit_after_micros,reason,status,timestamp,hand_number
01KRC0CZNW3J75FN3SK4D9E3J9,01KRC0CTG6230V57M0CWC3MKR5,01KRC0CW4YVR8P5FNFXAPMX2X6,hermes,5000000,50000,5050000,hand_win,confirmed,2026-05-11T17:12:19.388152+00:00,1
01KRC0CZNX6EP3CXC6R2DC2Q47,01KRC0CTG6230V57M0CWC3MKR5,01KRC0CW4YVR8P5FNFXAPMX2X6,openclaw,5000000,-50000,4950000,hand_loss,confirmed,2026-05-11T17:12:19.389662+00:00,1
01KRC0DC9E52C9H1TDXQKA5DG4,01KRC0CTG6230V57M0CWC3MKR5,01KRC0D2CXD2AVPMPT08JZT6QH,hermes,5050000,-100000,4950000,hand_loss,confirmed,2026-05-11T17:12:32.302350+00:00,2
01KRC0DC9E6AB6B9AW1VT1HJ8P,01KRC0CTG6230V57M0CWC3MKR5,01KRC0D2CXD2AVPMPT08JZT6QH,openclaw,4950000,100000,5050000,hand_win,confirmed,2026-05-11T17:12:32.302028+00:00,2
01KRC0DHE3R09D54Y0G0Z0NGCB,01KRC0CTG6230V57M0CWC3MKR5,01KRC0DFX44D8XD97WFNMMF9FR,hermes,4950000,50000,5000000,hand_win,confirmed,2026-05-11T17:12:37.571141+00:00,3
01KRC0DHE3XZEG2JNG898ZRCEF,01KRC0CTG6230V57M0CWC3MKR5,01KRC0DFX44D8XD97WFNMMF9FR,openclaw,5050000,-50000,5000000,hand_loss,confirmed,2026-05-11T17:12:37.571473+00:00,3
01KRC0DNS5WGWE299QXXXDDAJB,01KRC0CTG6230V57M0CWC3MKR5,01KRC0DM398N1Q3882RJ46BT5B,hermes,5000000,-50000,4950000,hand_loss,confirmed,2026-05-11T17:12:42.021107+00:00,4
01KRC0DNS3AD595J8X9BBC1NGC,01KRC0CTG6230V57M0CWC3MKR5,01KRC0DM398N1Q3882RJ46BT5B,openclaw,5000000,50000,5050000,hand_win,confirmed,2026-05-11T17:12:42.019445+00:00,4
01KRC0DVAAMA9X9CX1E9K1QCDC,01KRC0CTG6230V57M0CWC3MKR5,01KRC0DRDVZMAPMD8TFQWTTQVA,hermes,4950000,50000,5000000,hand_win,confirmed,2026-05-11T17:12:47.690283+00:00,5
01KRC0DVAARBGHMKV8P0R6M62J,01KRC0CTG6230V57M0CWC3MKR5,01KRC0DRDVZMAPMD8TFQWTTQVA,openclaw,5050000,-50000,5000000,hand_loss,confirmed,2026-05-11T17:12:47.690691+00:00,5
01KRC0ENGEHXFW7Y00567PVD7W,01KRC0CTG6230V57M0CWC3MKR5,01KRC0DY114D4TBB55ABFQPCC0,hermes,5000000,100000,5100000,hand_win,confirmed,2026-05-11T17:13:14.510230+00:00,6
01KRC0ENGD2710888QZTK290XM,01KRC0CTG6230V57M0CWC3MKR5,01KRC0DY114D4TBB55ABFQPCC0,openclaw,5000000,-100000,4900000,hand_loss,confirmed,2026-05-11T17:13:14.509883+00:00,6
01KRC0ET9GP23DM3BW5E2Y784A,01KRC0CTG6230V57M0CWC3MKR5,01KRC0ERC88BTTFV96FSY07XF7,hermes,5100000,50000,5150000,hand_win,confirmed,2026-05-11T17:13:19.408390+00:00,7
01KRC0ET9GV6B7Y672ZFWR8DDY,01KRC0CTG6230V57M0CWC3MKR5,01KRC0ERC88BTTFV96FSY07XF7,openclaw,4900000,-50000,4850000,hand_loss,confirmed,2026-05-11T17:13:19.408693+00:00,7
01KRC0FBM84JJYTZJ8MA7FRCBT,01KRC0CTG6230V57M0CWC3MKR5,01KRC0EWVCKE5CY6MS484SZZWQ,hermes,5150000,100000,5250000,hand_win,confirmed,2026-05-11T17:13:37.160327+00:00,8
01KRC0FBM7S3VCFTH5F1ZXCGSZ,01KRC0CTG6230V57M0CWC3MKR5,01KRC0EWVCKE5CY6MS484SZZWQ,openclaw,4850000,-100000,4750000,hand_loss,confirmed,2026-05-11T17:13:37.159992+00:00,8
01KRC0FWVRT785SZKFWE5XMABT,01KRC0CTG6230V57M0CWC3MKR5,01KRC0FE83QX2MQYK7FTV8QTPA,hermes,5250000,200000,5450000,hand_win,confirmed,2026-05-11T17:13:54.808057+00:00,9
01KRC0FWVRTPRDEY112PPJVA5H,01KRC0CTG6230V57M0CWC3MKR5,01KRC0FE83QX2MQYK7FTV8QTPA,openclaw,4750000,-200000,4550000,hand_loss,confirmed,2026-05-11T17:13:54.808390+00:00,9
01KRC0G1CTVJRMZBTFG6DA0Y5J,01KRC0CTG6230V57M0CWC3MKR5,01KRC0FZPWCJVP3KWT5BFES4PR,hermes,5450000,-50000,5400000,hand_loss,confirmed,2026-05-11T17:13:59.450455+00:00,10
01KRC0G1CTSZZ63BV67VSMQ8A1,01KRC0CTG6230V57M0CWC3MKR5,01KRC0FZPWCJVP3KWT5BFES4PR,openclaw,4550000,50000,4600000,hand_win,confirmed,2026-05-11T17:13:59.450127+00:00,10
01KRC0GG7VW2ZYHGP9NEKSAQ6P,01KRC0CTG6230V57M0CWC3MKR5,01KRC0G49V8CRT1XDBM10Z91KD,hermes,5400000,-100000,5300000,hand_loss,confirmed,2026-05-11T17:14:14.651317+00:00,11
01KRC0GG7VRKDY8JB95HP3MC27,01KRC0CTG6230V57M0CWC3MKR5,01KRC0G49V8CRT1XDBM10Z91KD,openclaw,4600000,100000,4700000,hand_win,confirmed,2026-05-11T17:14:14.651716+00:00,11
01KRC0GYATF9GX0HPB3ZVNJMZJ,01KRC0CTG6230V57M0CWC3MKR5,01KRC0GJWZN2ZBB676ZCVJJYZ4,hermes,5300000,100000,5400000,hand_win,confirmed,2026-05-11T17:14:29.082869+00:00,12
01KRC0GYATVNPHMZBSZSQ42N96,01KRC0CTG6230V57M0CWC3MKR5,01KRC0GJWZN2ZBB676ZCVJJYZ4,openclaw,4700000,-100000,4600000,hand_loss,confirmed,2026-05-11T17:14:29.082245+00:00,12
01KRC0HDZ8505P7DHVYS5H7F1M,01KRC0CTG6230V57M0CWC3MKR5,01KRC0H0XR29XG3348X6AEDX91,hermes,5400000,200000,5600000,hand_win,confirmed,2026-05-11T17:14:45.096397+00:00,13
01KRC0HDZ8HE1N2HW8B08NVWGG,01KRC0CTG6230V57M0CWC3MKR5,01KRC0H0XR29XG3348X6AEDX91,openclaw,4600000,-200000,4400000,hand_loss,confirmed,2026-05-11T17:14:45.096721+00:00,13
01KRC0HWJ4TW12NJFEKWZRQWJ0,01KRC0CTG6230V57M0CWC3MKR5,01KRC0HGH2PF2ZSNCXVB3WQJG3,hermes,5600000,100000,5700000,hand_win,confirmed,2026-05-11T17:15:00.036378+00:00,14
01KRC0HWJ31VPEAFXCDVMFKKT2,01KRC0CTG6230V57M0CWC3MKR5,01KRC0HGH2PF2ZSNCXVB3WQJG3,openclaw,4400000,-100000,4300000,hand_loss,confirmed,2026-05-11T17:15:00.035392+00:00,14
01KRC0J0NVS8PQ2AVQTD1BVPBD,01KRC0CTG6230V57M0CWC3MKR5,01KRC0HZ6SMVHEEYDY7DJKT327,hermes,5700000,50000,5750000,hand_win,confirmed,2026-05-11T17:15:04.251517+00:00,15
01KRC0J0NV954VKZMHYQNX8A41,01KRC0CTG6230V57M0CWC3MKR5,01KRC0HZ6SMVHEEYDY7DJKT327,openclaw,4300000,-50000,4250000,hand_loss,confirmed,2026-05-11T17:15:04.251871+00:00,15
01KRC0J54JZT6Y9DCMMMDRY5NA,01KRC0CTG6230V57M0CWC3MKR5,01KRC0J38M022E0VDA333QS4FR,hermes,5750000,-50000,5700000,hand_loss,confirmed,2026-05-11T17:15:08.818144+00:00,16
