settlement_id,match_id,hand_id,agent_name,limit_before_micros,limit_delta_micros,limit_after_micros,reason,status,timestamp,hand_number
01KRBV9703EW6N4AZGMF990JA4,01KRBV91YZKT54Q4JEXYEKN33B,01KRBV93EKEN18M12NKXFHZ7N0,hermes,5000000,50000,5050000,hand_win,confirmed,2026-05-11T15:42:52.931231+00:00,1
01KRBV97047XYD8EXKX98GDKWH,01KRBV91YZKT54Q4JEXYEKN33B,01KRBV93EKEN18M12NKXFHZ7N0,openclaw,5000000,-50000,4950000,hand_loss,confirmed,2026-05-11T15:42:52.932415+00:00,1
01KRBV9FQMDY23SH71H5T2TDD1,01KRBV91YZKT54Q4JEXYEKN33B,01KRBV99JPHP1F02H854QY7JXK,hermes,5050000,100000,5150000,hand_win,confirmed,2026-05-11T15:43:01.876961+00:00,2
01KRBV9FQK9X8H29JNQRMWYW71,01KRBV91YZKT54Q4JEXYEKN33B,01KRBV99JPHP1F02H854QY7JXK,openclaw,4950000,-100000,4850000,hand_loss,confirmed,2026-05-11T15:43:01.875659+00:00,2
01KRBV9P327QPMJ269269QS4EV,01KRBV91YZKT54Q4JEXYEKN33B,01KRBV9JDK74082F9X9FT2JRTQ,hermes,5150000,50000,5200000,hand_win,confirmed,2026-05-11T15:43:08.386532+00:00,3
01KRBV9P33CDZ87N04879AERF4,01KRBV91YZKT54Q4JEXYEKN33B,01KRBV9JDK74082F9X9FT2JRTQ,openclaw,4850000,-50000,4800000,hand_loss,confirmed,2026-05-11T15:43:08.387036+00:00,3
01KRBVABB3GBJAD6XT8D1JRXKP,01KRBV91YZKT54Q4JEXYEKN33B,01KRBV9SVMFYJB0M1ABHHW8VY6,hermes,5200000,-50000,5150000,hand_loss,confirmed,2026-05-11T15:43:30.147039+00:00,4
01KRBVABB2YTA39PYM5SN190KB,01KRBV91YZKT54Q4JEXYEKN33B,01KRBV9SVMFYJB0M1ABHHW8VY6,openclaw,4800000,50000,4850000,hand_win,confirmed,2026-05-11T15:43:30.146225+00:00,4
01KRBVAJPQMB0M00RES5ZAFCVN,01KRBV91YZKT54Q4JEXYEKN33B,01KRBVADYWWSDS25H8X2GTT2PY,hermes,5150000,50000,5200000,hand_win,confirmed,2026-05-11T15:43:37.687091+00:00,5
01KRBVAJPQHXVFQQGTPJGYJJ44,01KRBV91YZKT54Q4JEXYEKN33B,01KRBVADYWWSDS25H8X2GTT2PY,openclaw,4850000,-50000,4800000,hand_loss,confirmed,2026-05-11T15:43:37.687578+00:00,5
01KRBVAQCF9ZJAEYJZ3TWQZB9P,01KRBV91YZKT54Q4JEXYEKN33B,01KRBVAN996G2VHX2FKXP49GX6,hermes,5200000,-50000,5150000,hand_loss,confirmed,2026-05-11T15:43:42.479722+00:00,6
01KRBVAQCEVGV96KBPBD9H3RQH,01KRBV91YZKT54Q4JEXYEKN33B,01KRBVAN996G2VHX2FKXP49GX6,openclaw,4800000,50000,4850000,hand_win,confirmed,2026-05-11T15:43:42.478636+00:00,6
01KRBVB241Y8AX59H47RSFRPVM,01KRBV91YZKT54Q4JEXYEKN33B,01KRBVASZ4FAXESNBFX25HXRVS,hermes,5150000,-100000,5050000,hand_loss,confirmed,2026-05-11T15:43:53.473539+00:00,7
01KRBVB242S3WP079748TBR206,01KRBV91YZKT54Q4JEXYEKN33B,01KRBVASZ4FAXESNBFX25HXRVS,openclaw,4850000,100000,4950000,hand_win,confirmed,2026-05-11T15:43:53.474323+00:00,7
01KRBVB6CJSXB3E5XYVTZK3620,01KRBV91YZKT54Q4JEXYEKN33B,01KRBVB4RGGHKYWG0Y0XPND852,hermes,5050000,-50000,5000000,hand_loss,confirmed,2026-05-11T15:43:57.842223+00:00,8
01KRBVB6CH723AR6CB6WMZZ6NH,01KRBV91YZKT54Q4JEXYEKN33B,01KRBVB4RGGHKYWG0Y0XPND852,openclaw,4950000,50000,5000000,hand_win,confirmed,2026-05-11T15:43:57.841614+00:00,8
01KRBVBD10Y4BVBPG6DHHY7RR5,01KRBV91YZKT54Q4JEXYEKN33B,01KRBVB8ZMPQZMNNW4SB4BVNDK,hermes,5000000,50000,5050000,hand_win,confirmed,2026-05-11T15:44:04.640245+00:00,9
01KRBVBD106B1RPR088KXH542H,01KRBV91YZKT54Q4JEXYEKN33B,01KRBVB8ZMPQZMNNW4SB4BVNDK,openclaw,5000000,-50000,4950000,hand_loss,confirmed,2026-05-11T15:44:04.640791+00:00,9
01KRBVBJ26GVFQ1208AKJDK8SD,01KRBV91YZKT54Q4JEXYEKN33B,01KRBVBFKJPVYSDSJDA46NP6XZ,hermes,5050000,-50000,5000000,hand_loss,confirmed,2026-05-11T15:44:09.798721+00:00,10
01KRBVBJ26F26VV8QMBKW0G16S,01KRBV91YZKT54Q4JEXYEKN33B,01KRBVBFKJPVYSDSJDA46NP6XZ,openclaw,4950000,50000,5000000,hand_win,confirmed,2026-05-11T15:44:09.798203+00:00,10
01KRBVBS462W3KGMDMVW4W1XV7,01KRBV91YZKT54Q4JEXYEKN33B,01KRBVBMNDP08SVZK4JSHZ1TRS,hermes,5000000,50000,5050000,hand_win,confirmed,2026-05-11T15:44:17.030906+00:00,11
01KRBVBS470WS4693W16N2QNXZ,01KRBV91YZKT54Q4JEXYEKN33B,01KRBVBMNDP08SVZK4JSHZ1TRS,openclaw,5000000,-50000,4950000,hand_loss,confirmed,2026-05-11T15:44:17.031509+00:00,11
01KRBVBXGZGJCCBAQREBZZCN0W,01KRBV91YZKT54Q4JEXYEKN33B,01KRBVBVQFH3KFVYZV5FG80GR8,hermes,5050000,-50000,5000000,hand_loss,confirmed,2026-05-11T15:44:21.535818+00:00,12
01KRBVBXGYGQC479HJ6BN71HK8,01KRBV91YZKT54Q4JEXYEKN33B,01KRBVBVQFH3KFVYZV5FG80GR8,openclaw,4950000,50000,5000000,hand_win,confirmed,2026-05-11T15:44:21.534642+00:00,12
01KRBVC46SGY0FNDA9KQBC6598,01KRBV91YZKT54Q4JEXYEKN33B,01KRBVC05QK98J12EAY3CNH08H,hermes,5000000,50000,5050000,hand_win,confirmed,2026-05-11T15:44:28.377578+00:00,13
01KRBVC46S4D2XDWD0V1J9WQW8,01KRBV91YZKT54Q4JEXYEKN33B,01KRBVC05QK98J12EAY3CNH08H,openclaw,5000000,-50000,4950000,hand_loss,confirmed,2026-05-11T15:44:28.377989+00:00,13
01KRBVD9WAS3R1B9Y6VF7EE76A,01KRBV91YZKT54Q4JEXYEKN33B,01KRBVC6TNBQVFX78F4R0CNP9S,hermes,5050000,200000,5250000,hand_win,confirmed,2026-05-11T15:45:06.954626+00:00,14
01KRBVD9W9QNRZR90EWWVZ1TPK,01KRBV91YZKT54Q4JEXYEKN33B,01KRBVC6TNBQVFX78F4R0CNP9S,openclaw,4950000,-200000,4750000,hand_loss,confirmed,2026-05-11T15:45:06.953572+00:00,14
01KRBVDK6PGDW7C96VF1AQ0PJ0,01KRBV91YZKT54Q4JEXYEKN33B,01KRBVDCN3YNEAHW6X5G6K6GNS,hermes,5250000,-100000,5150000,hand_loss,confirmed,2026-05-11T15:45:16.502882+00:00,15
01KRBVDK6Q0FRZCS3S0A1XNTFS,01KRBV91YZKT54Q4JEXYEKN33B,01KRBVDCN3YNEAHW6X5G6K6GNS,openclaw,4750000,100000,4850000,hand_win,confirmed,2026-05-11T15:45:16.503414+00:00,15
01KRBVDQTKJ7HNHCGETTW00XCQ,01KRBV91YZKT54Q4JEXYEKN33B,01KRBVDNVZJ7RRV683QGP59J79,hermes,5150000,-50000,5100000,hand_loss,confirmed,2026-05-11T15:45:21.235310+00:00,16
