action_id,hand_id,sequence,street,agent_name,action_type,amount_micros,stack_before_micros,stack_after_micros,pot_before_micros,pot_after_micros,to_call_micros,decision_latency_ms,was_auto_action,auto_action_reason,reasoning_text,timestamp,match_id,hand_number
01KRH1Z5CW74C4VT7EP63B1S19,01KRH1Z36GFNMXB2W659JDHTMF,2,preflop,openclaw,raise,250000,4950000,4750000,150000,350000,50000,2245,0,,,2026-05-13T16:15:55.804498+00:00,01KRH1Z1C1WG2QAPJ3Q1G85W38,1
01KRH1ZR3WTBZCDPXDDYEHNAJY,01KRH1Z36GFNMXB2W659JDHTMF,3,preflop,hermes,fold,0,4900000,4900000,350000,0,150000,19148,0,,,2026-05-13T16:16:14.972688+00:00,01KRH1Z1C1WG2QAPJ3Q1G85W38,1
01KRH200N3JTRC74VXDVRKTSNF,01KRH1ZVS2WEHH62SR4J08103Q,2,preflop,hermes,fold,0,4850000,4850000,150000,0,50000,4983,0,,,2026-05-13T16:16:23.715061+00:00,01KRH1Z1C1WG2QAPJ3Q1G85W38,2
01KRH2063H6TJYAMD7HRDEREQK,01KRH2040PCDJDNNSKMFMKC29E,2,preflop,openclaw,raise,250000,5097455,4897455,150000,350000,50000,2126,0,,,2026-05-13T16:16:29.297388+00:00,01KRH1Z1C1WG2QAPJ3Q1G85W38,3
01KRH20C0DHDA2EE13ZP4BCNVP,01KRH2040PCDJDNNSKMFMKC29E,3,preflop,hermes,fold,0,4750000,4750000,350000,0,150000,6027,0,,,2026-05-13T16:16:35.341339+00:00,01KRH1Z1C1WG2QAPJ3Q1G85W38,3
01KRH20KDMJ05ETQ4CMFKV8JHK,01KRH20F8DZC0D15WGEB4635TG,2,preflop,hermes,fold,0,4697632,4697632,150000,0,50000,4246,0,,,2026-05-13T16:16:42.932587+00:00,01KRH1Z1C1WG2QAPJ3Q1G85W38,4
01KRH20R6GVTS5Y22675KQ67YD,01KRH20PF50NATRPB4MFFN9V4G,2,preflop,openclaw,raise,200000,5244920,5094920,150000,300000,50000,1758,0,,,2026-05-13T16:16:47.824143+00:00,01KRH1Z1C1WG2QAPJ3Q1G85W38,5
01KRH21136NF8C1SPWXFXXFZ0G,01KRH20PF50NATRPB4MFFN9V4G,3,preflop,hermes,fold,0,4597632,4597632,300000,0,100000,9097,0,,repaired-action: schema_validation_failed,2026-05-13T16:16:56.934874+00:00,01KRH1Z1C1WG2QAPJ3Q1G85W38,5
01KRH21AFG4VF3A77H48CZZS59,01KRH2149QEM4AY37Q59MSVNYZ,2,preflop,hermes,fold,0,4542762,4542762,150000,0,50000,6318,0,,,2026-05-13T16:17:06.544994+00:00,01KRH1Z1C1WG2QAPJ3Q1G85W38,6
01KRH21H65CRTZ95YJZZF1Y9PA,01KRH21E04SM8SJMX2VNX7JNPE,2,preflop,openclaw,call,50000,5392380,5342380,150000,200000,50000,3254,0,,,2026-05-13T16:17:13.413889+00:00,01KRH1Z1C1WG2QAPJ3Q1G85W38,7
01KRH21MRVXA8VQP0HWD0TMKJ6,01KRH21E04SM8SJMX2VNX7JNPE,3,preflop,hermes,check,0,4441138,4441138,200000,200000,0,3658,0,,,2026-05-13T16:17:17.083447+00:00,01KRH1Z1C1WG2QAPJ3Q1G85W38,7
01KRH21Y419FEMVGPZF6YFW6CR,01KRH21E04SM8SJMX2VNX7JNPE,4,flop,hermes,check,0,4441138,4441138,200000,200000,0,9562,0,,,2026-05-13T16:17:26.657153+00:00,01KRH1Z1C1WG2QAPJ3Q1G85W38,7
