settlement_id,match_id,hand_id,agent_name,limit_before_micros,limit_delta_micros,limit_after_micros,reason,status,timestamp,hand_number
01KRBW39WHSRYEXGR87ZHMBJWC,01KRBW350SJSXD3WFP768NDXB3,01KRBW36F87THP1ZP636YAZ6XJ,hermes,5000000,50000,5050000,hand_win,confirmed,2026-05-11T15:57:07.858014+00:00,1
01KRBW39WMMAN749C1WYNYHJAX,01KRBW350SJSXD3WFP768NDXB3,01KRBW36F87THP1ZP636YAZ6XJ,openclaw,5000000,-50000,4950000,hand_loss,confirmed,2026-05-11T15:57:07.860113+00:00,1
01KRBW3RK5HV3PG4YNVGT89AA0,01KRBW350SJSXD3WFP768NDXB3,01KRBW3CFEYS79YTY66KXBGK23,hermes,5050000,100000,5150000,hand_win,confirmed,2026-05-11T15:57:22.917815+00:00,2
01KRBW3RK4X8FWK13GS4P4CT8D,01KRBW350SJSXD3WFP768NDXB3,01KRBW3CFEYS79YTY66KXBGK23,openclaw,4950000,-100000,4850000,hand_loss,confirmed,2026-05-11T15:57:22.916752+00:00,2
01KRBW3Z468HCM47MYM9EK4NWN,01KRBW350SJSXD3WFP768NDXB3,01KRBW3V9MB9S9BMYXT00BNEYF,hermes,5150000,50000,5200000,hand_win,confirmed,2026-05-11T15:57:29.606085+00:00,3
01KRBW3Z46RFKFNGBNQ55SCWNK,01KRBW350SJSXD3WFP768NDXB3,01KRBW3V9MB9S9BMYXT00BNEYF,openclaw,4850000,-50000,4800000,hand_loss,confirmed,2026-05-11T15:57:29.606917+00:00,3
01KRBW4ZYGDQGT4EGZZN04VSCB,01KRBW350SJSXD3WFP768NDXB3,01KRBW41T3F11PM30W3Z1EZ5NW,hermes,5200000,400000,5600000,hand_win,confirmed,2026-05-11T15:58:03.216461+00:00,4
01KRBW4ZYFPJZPM3QT6SFSHTHZ,01KRBW350SJSXD3WFP768NDXB3,01KRBW41T3F11PM30W3Z1EZ5NW,openclaw,4800000,-400000,4400000,hand_loss,confirmed,2026-05-11T15:58:03.215499+00:00,4
01KRBW58PP8KYVNTVXWHP5ADDJ,01KRBW350SJSXD3WFP768NDXB3,01KRBW52J1TPZ6271FZ65KKP9D,hermes,5600000,-100000,5500000,hand_loss,confirmed,2026-05-11T15:58:12.182594+00:00,5
01KRBW58PRJW0RY00Q2PYM4CS1,01KRBW350SJSXD3WFP768NDXB3,01KRBW52J1TPZ6271FZ65KKP9D,openclaw,4400000,100000,4500000,hand_win,confirmed,2026-05-11T15:58:12.184098+00:00,5
01KRBW5JWQ9GWYM9ZKHKC0BQ41,01KRBW350SJSXD3WFP768NDXB3,01KRBW5BC8GZP8WN8MA6A775YM,hermes,5500000,100000,5600000,hand_win,confirmed,2026-05-11T15:58:22.615063+00:00,6
01KRBW5JWP5G9C9CB7Y3Q0DABT,01KRBW350SJSXD3WFP768NDXB3,01KRBW5BC8GZP8WN8MA6A775YM,openclaw,4500000,-100000,4400000,hand_loss,confirmed,2026-05-11T15:58:22.614302+00:00,6
01KRBW5VS62Y1R81GZNWBF316Q,01KRBW350SJSXD3WFP768NDXB3,01KRBW5NFQFVGZ26059HVNARXV,hermes,5600000,50000,5650000,hand_win,confirmed,2026-05-11T15:58:31.718698+00:00,7
01KRBW5VS78CYYRPFK35FZ9PNR,01KRBW350SJSXD3WFP768NDXB3,01KRBW5NFQFVGZ26059HVNARXV,openclaw,4400000,-50000,4350000,hand_loss,confirmed,2026-05-11T15:58:31.719526+00:00,7
01KRBW606ZXKT2T1TRZFT1NGXH,01KRBW350SJSXD3WFP768NDXB3,01KRBW5YEHPSHGS2403CM4RZ6C,hermes,5650000,-50000,5600000,hand_loss,confirmed,2026-05-11T15:58:36.255432+00:00,8
01KRBW606XY2S2MHQ1RDH7S4GE,01KRBW350SJSXD3WFP768NDXB3,01KRBW5YEHPSHGS2403CM4RZ6C,openclaw,4350000,50000,4400000,hand_win,confirmed,2026-05-11T15:58:36.253941+00:00,8
01KRBW66M19MTDBT6K9RDHWEQP,01KRBW350SJSXD3WFP768NDXB3,01KRBW62S9R4ZAFTKX0QF3NWEJ,hermes,5600000,50000,5650000,hand_win,confirmed,2026-05-11T15:58:42.817841+00:00,9
01KRBW66M25QQ0CZGBV55A7RMX,01KRBW350SJSXD3WFP768NDXB3,01KRBW62S9R4ZAFTKX0QF3NWEJ,openclaw,4400000,-50000,4350000,hand_loss,confirmed,2026-05-11T15:58:42.818678+00:00,9
01KRBW6N78V8GXDW15M4BDSY60,01KRBW350SJSXD3WFP768NDXB3,01KRBW69BEHHAYHQEZKXAGTC0P,hermes,5650000,-50000,5600000,hand_loss,confirmed,2026-05-11T15:58:57.768368+00:00,10
01KRBW6N77JP8VB4B13VEAKTFE,01KRBW350SJSXD3WFP768NDXB3,01KRBW69BEHHAYHQEZKXAGTC0P,openclaw,4350000,50000,4400000,hand_win,confirmed,2026-05-11T15:58:57.767624+00:00,10
01KRBW6WX43YE6SP9M8V79WS6F,01KRBW350SJSXD3WFP768NDXB3,01KRBW6QTA9BC61DQB50N2HZQS,hermes,5600000,50000,5650000,hand_win,confirmed,2026-05-11T15:59:05.636465+00:00,11
01KRBW6WX5B1TY3AFRQWAWTF1A,01KRBW350SJSXD3WFP768NDXB3,01KRBW6QTA9BC61DQB50N2HZQS,openclaw,4400000,-50000,4350000,hand_loss,confirmed,2026-05-11T15:59:05.637602+00:00,11
01KRBW7SV9H9FDRYX13P1P2515,01KRBW350SJSXD3WFP768NDXB3,01KRBW6ZFAG6SWQEY1VC1NZ5BC,hermes,5650000,-2400000,3250000,hand_loss,confirmed,2026-05-11T15:59:35.273652+00:00,12
01KRBW7SV8W61MNYJFNXR3R71R,01KRBW350SJSXD3WFP768NDXB3,01KRBW6ZFAG6SWQEY1VC1NZ5BC,openclaw,4350000,2400000,6750000,hand_win,confirmed,2026-05-11T15:59:35.272490+00:00,12
01KRBW80ZM55CRNXF2YNG55P2C,01KRBW350SJSXD3WFP768NDXB3,01KRBW7WE7GTDHHJCC4KDR6N4C,hermes,3250000,50000,3300000,hand_win,confirmed,2026-05-11T15:59:42.580773+00:00,13
01KRBW80ZNB53N0R13TBQ9S29Z,01KRBW350SJSXD3WFP768NDXB3,01KRBW7WE7GTDHHJCC4KDR6N4C,openclaw,6750000,-50000,6700000,hand_loss,confirmed,2026-05-11T15:59:42.581445+00:00,13
01KRBW85Z3H5MDSNYRN2VRTFNG,01KRBW350SJSXD3WFP768NDXB3,01KRBW83H7EQSHDMD90JMMCE1N,hermes,3300000,-50000,3250000,hand_loss,confirmed,2026-05-11T15:59:47.683659+00:00,14
01KRBW85Z3GJTEP1VNG169VQ5B,01KRBW350SJSXD3WFP768NDXB3,01KRBW83H7EQSHDMD90JMMCE1N,openclaw,6700000,50000,6750000,hand_win,confirmed,2026-05-11T15:59:47.683060+00:00,14
