settlement_id,match_id,hand_id,agent_name,limit_before_micros,limit_delta_micros,limit_after_micros,reason,status,timestamp,hand_number
01KRH9J8X30X8D1FJFMDQMFJ60,01KRH9HP113V6RDN7YBRWKM9SQ,01KRH9HQHMYJ6PW1S2F1E0J28B,hermes,5000000,-200000,4800000,hand_loss,confirmed,2026-05-13T18:28:42.019897+00:00,1
01KRH9J8XJAVF2DJNYQ0W0C810,01KRH9HP113V6RDN7YBRWKM9SQ,01KRH9HQHMYJ6PW1S2F1E0J28B,openclaw,5000000,200000,5200000,hand_win,confirmed,2026-05-13T18:28:42.034416+00:00,1
01KRH9JDT1D5Z6W742BAFB07PQ,01KRH9HP113V6RDN7YBRWKM9SQ,01KRH9JBGEMBGGAW98RHRBVRNH,hermes,4800000,-50000,4750000,hand_loss,confirmed,2026-05-13T18:28:47.041931+00:00,2
01KRH9JDT087GYX551GG157AX9,01KRH9HP113V6RDN7YBRWKM9SQ,01KRH9JBGEMBGGAW98RHRBVRNH,openclaw,5200000,50000,5250000,hand_win,confirmed,2026-05-13T18:28:47.040788+00:00,2
01KRH9JKDZ0ZZCJH4V35N8F6Z3,01KRH9HP113V6RDN7YBRWKM9SQ,01KRH9JGCZAW0QDHX63N37BAPA,hermes,4750000,50000,4800000,hand_win,confirmed,2026-05-13T18:28:52.799598+00:00,3
01KRH9JKE09QP1M0FMT7YRZ2HM,01KRH9HP113V6RDN7YBRWKM9SQ,01KRH9JGCZAW0QDHX63N37BAPA,openclaw,5250000,-50000,5200000,hand_loss,confirmed,2026-05-13T18:28:52.800791+00:00,3
01KRH9JRB9QN0VAGRM5T28PCQQ,01KRH9HP113V6RDN7YBRWKM9SQ,01KRH9JP0Y12WY5M0AEGXKF5CR,hermes,4800000,-50000,4750000,hand_loss,confirmed,2026-05-13T18:28:57.833141+00:00,4
01KRH9JRB8N9RFQ65CYWAC27XH,01KRH9HP113V6RDN7YBRWKM9SQ,01KRH9JP0Y12WY5M0AEGXKF5CR,openclaw,5200000,50000,5250000,hand_win,confirmed,2026-05-13T18:28:57.832339+00:00,4
01KRH9JZB9S094X7MR45CRN5GK,01KRH9HP113V6RDN7YBRWKM9SQ,01KRH9JTXCHPB9619J3Q65EKGR,hermes,4750000,-100000,4650000,hand_loss,confirmed,2026-05-13T18:29:05.001303+00:00,5
01KRH9JZBAJ3KVRT059ER956CS,01KRH9HP113V6RDN7YBRWKM9SQ,01KRH9JTXCHPB9619J3Q65EKGR,openclaw,5250000,100000,5350000,hand_win,confirmed,2026-05-13T18:29:05.002302+00:00,5
01KRH9KPPHZ0CBMJBRX6JFFZRC,01KRH9HP113V6RDN7YBRWKM9SQ,01KRH9K1Y2BMEH5PKHMPGGKQ9S,hermes,4650000,200000,4850000,hand_win,confirmed,2026-05-13T18:29:28.913991+00:00,6
