action_id,hand_id,sequence,street,agent_name,action_type,amount_micros,stack_before_micros,stack_after_micros,pot_before_micros,pot_after_micros,to_call_micros,decision_latency_ms,was_auto_action,auto_action_reason,reasoning_text,timestamp,match_id,hand_number
01KRBZ96YK3DDXGH8DBBEJFRVP,01KRBZ92G81ADGES90DBMBH8E8,2,preflop,openclaw,raise,200000,4950000,4800000,150000,300000,50000,4541,0,,,2026-05-11T16:52:47.187187+00:00,01KRBZ911K38627MSP5YNFD6N6,1
01KRBZ990TMJBB1DX9Y7KE2MVM,01KRBZ92G81ADGES90DBMBH8E8,3,preflop,hermes,fold,0,4900000,4900000,300000,0,100000,2097,0,,,2026-05-11T16:52:49.306792+00:00,01KRBZ911K38627MSP5YNFD6N6,1
01KRBZ9K9HMZX70QC09MV7P8TN,01KRBZ9C1YN20N3WPEWVVG2S0W,2,preflop,hermes,fold,0,4850000,4850000,150000,0,50000,7397,0,,,2026-05-11T16:52:59.825865+00:00,01KRBZ911K38627MSP5YNFD6N6,2
01KRBZ9TXKR0C6P1J7A8PP8295,01KRBZ9PF98AAJEYSW5SFAEMW7,2,preflop,openclaw,fold,0,5097414,5097414,150000,0,50000,4539,0,,,2026-05-11T16:53:07.635988+00:00,01KRBZ911K38627MSP5YNFD6N6,3
01KRBZA3D0DTG5FEX7DMPSTZMJ,01KRBZ9XVHFZV41HCZ31BX6XA9,2,preflop,hermes,raise,200000,4848608,4698608,150000,300000,50000,5668,0,,,2026-05-11T16:53:16.320166+00:00,01KRBZ911K38627MSP5YNFD6N6,4
01KRBZA7PQ6RA4XJGVSBY0K87B,01KRBZ9XVHFZV41HCZ31BX6XA9,3,preflop,openclaw,call,100000,4997414,4897414,300000,400000,100000,4395,0,,,2026-05-11T16:53:20.727604+00:00,01KRBZ911K38627MSP5YNFD6N6,4
01KRBZAC8YB3RN219F5TSHEEHG,01KRBZ9XVHFZV41HCZ31BX6XA9,4,flop,openclaw,raise,200000,4897414,4697414,400000,600000,0,4666,0,,,2026-05-11T16:53:25.406243+00:00,01KRBZ911K38627MSP5YNFD6N6,4
01KRBZAETDZXSNY3GKPMFRV922,01KRBZ9XVHFZV41HCZ31BX6XA9,5,flop,hermes,call,200000,4698608,4498608,600000,800000,200000,2596,0,,,2026-05-11T16:53:28.013369+00:00,01KRBZ911K38627MSP5YNFD6N6,4
01KRBZAKBC7BBQRNRCC55MTK19,01KRBZ9XVHFZV41HCZ31BX6XA9,6,turn,openclaw,check,0,4697414,4697414,800000,800000,0,4627,0,,,2026-05-11T16:53:32.652282+00:00,01KRBZ911K38627MSP5YNFD6N6,4
01KRBZASHQKB4KQ9JJN3H900Y6,01KRBZ9XVHFZV41HCZ31BX6XA9,7,turn,hermes,check,0,4498608,4498608,800000,800000,0,6337,0,,,2026-05-11T16:53:38.999126+00:00,01KRBZ911K38627MSP5YNFD6N6,4
