settlement_id,match_id,hand_id,agent_name,limit_before_micros,limit_delta_micros,limit_after_micros,reason,status,timestamp,hand_number
01KRC23E1G7VJWTFCENQNJBDAK,01KRC22WBCVCJK8M78AK74D63Q,01KRC22XSZDQC4VSRA1JVYRZWG,hermes,5000000,2750000,7750000,hand_win,confirmed,2026-05-11T17:42:03.568150+00:00,1
01KRC23E1HKRCSMM6TV09JKE0Q,01KRC22WBCVCJK8M78AK74D63Q,01KRC22XSZDQC4VSRA1JVYRZWG,openclaw,5000000,-2750000,2250000,hand_loss,confirmed,2026-05-11T17:42:03.569422+00:00,1
01KRC23X4C2CF5XJ04WVZP62TW,01KRC22WBCVCJK8M78AK74D63Q,01KRC23GK9F79MSVZY8611M7C7,hermes,7750000,-100000,7650000,hand_loss,confirmed,2026-05-11T17:42:19.020861+00:00,2
01KRC23X4CQ9FXVV08CNAA60JW,01KRC22WBCVCJK8M78AK74D63Q,01KRC23GK9F79MSVZY8611M7C7,openclaw,2250000,100000,2350000,hand_win,confirmed,2026-05-11T17:42:19.020475+00:00,2
01KRC241PRDJ590QGBK2EC95RW,01KRC22WBCVCJK8M78AK74D63Q,01KRC23ZNSD6AFV8A0KN0E04RW,hermes,7650000,50000,7700000,hand_win,confirmed,2026-05-11T17:42:23.704033+00:00,3
01KRC241PR69333EKF53W0GX96,01KRC22WBCVCJK8M78AK74D63Q,01KRC23ZNSD6AFV8A0KN0E04RW,openclaw,2350000,-50000,2300000,hand_loss,confirmed,2026-05-11T17:42:23.704692+00:00,3
01KRC24600RNY9X6DVTH8DGZ2P,01KRC22WBCVCJK8M78AK74D63Q,01KRC2447BZ5NHGSRW77CCC9AJ,hermes,7700000,-50000,7650000,hand_loss,confirmed,2026-05-11T17:42:28.096057+00:00,4
01KRC245ZY3JSMTRDSDDSVGKC5,01KRC22WBCVCJK8M78AK74D63Q,01KRC2447BZ5NHGSRW77CCC9AJ,openclaw,2300000,50000,2350000,hand_win,confirmed,2026-05-11T17:42:28.094751+00:00,4
01KRC24A8K03J9YFJP71MX6ZQ4,01KRC22WBCVCJK8M78AK74D63Q,01KRC248K5MVX5E06DRP74K4RF,hermes,7650000,50000,7700000,hand_win,confirmed,2026-05-11T17:42:32.467169+00:00,5
01KRC24A8KZ9AE2TJTYS5VCVWQ,01KRC22WBCVCJK8M78AK74D63Q,01KRC248K5MVX5E06DRP74K4RF,openclaw,2350000,-50000,2300000,hand_loss,confirmed,2026-05-11T17:42:32.467551+00:00,5
01KRC24Y9FY6JBRR3GTSZJZMB3,01KRC22WBCVCJK8M78AK74D63Q,01KRC24CYF8K4T8SMASPFJB19W,hermes,7700000,100000,7800000,hand_win,confirmed,2026-05-11T17:42:52.975482+00:00,6
01KRC24Y9EWWCBA99NA3TTDR35,01KRC22WBCVCJK8M78AK74D63Q,01KRC24CYF8K4T8SMASPFJB19W,openclaw,2300000,-100000,2200000,hand_loss,confirmed,2026-05-11T17:42:52.974748+00:00,6
01KRC252YV0T298T84AGB50MR8,01KRC22WBCVCJK8M78AK74D63Q,01KRC250YM3VD7MVYY5D0MDF5C,hermes,7800000,50000,7850000,hand_win,confirmed,2026-05-11T17:42:57.755326+00:00,7
01KRC252YVVGR1D0FQNCKWKQ85,01KRC22WBCVCJK8M78AK74D63Q,01KRC250YM3VD7MVYY5D0MDF5C,openclaw,2200000,-50000,2150000,hand_loss,confirmed,2026-05-11T17:42:57.755827+00:00,7
01KRC25M7J2R5HAYD951RA7YWK,01KRC22WBCVCJK8M78AK74D63Q,01KRC255KF9J3DBRZ6X3T09FHX,hermes,7850000,100000,7950000,hand_win,confirmed,2026-05-11T17:43:15.442993+00:00,8
01KRC25M7JKSS77M138CP10FJ9,01KRC22WBCVCJK8M78AK74D63Q,01KRC255KF9J3DBRZ6X3T09FHX,openclaw,2150000,-100000,2050000,hand_loss,confirmed,2026-05-11T17:43:15.442659+00:00,8
01KRC263PHVDXXTJGQNQPZSTHF,01KRC22WBCVCJK8M78AK74D63Q,01KRC25PRT9QQT109QFBHT2MA5,hermes,7950000,-450000,7500000,hand_loss,confirmed,2026-05-11T17:43:31.281085+00:00,9
01KRC263PJAQ5NYW9GC06F0X0Q,01KRC22WBCVCJK8M78AK74D63Q,01KRC25PRT9QQT109QFBHT2MA5,openclaw,2050000,450000,2500000,hand_win,confirmed,2026-05-11T17:43:31.282137+00:00,9
01KRC26842QPD7G2JJ9T2EYMP3,01KRC22WBCVCJK8M78AK74D63Q,01KRC266851BCSV1R5CXVPW687,hermes,7500000,-50000,7450000,hand_loss,confirmed,2026-05-11T17:43:35.810134+00:00,10
01KRC26840T9S2H5GNH86VA4Y4,01KRC22WBCVCJK8M78AK74D63Q,01KRC266851BCSV1R5CXVPW687,openclaw,2500000,50000,2550000,hand_win,confirmed,2026-05-11T17:43:35.808987+00:00,10
01KRC26CR5A9YM5BK8DPP47B9V,01KRC22WBCVCJK8M78AK74D63Q,01KRC26AN4P8Y3E8FJY4A4S85J,hermes,7450000,50000,7500000,hand_win,confirmed,2026-05-11T17:43:40.549628+00:00,11
01KRC26CR6J7A0K3X0VYBKC1PA,01KRC22WBCVCJK8M78AK74D63Q,01KRC26AN4P8Y3E8FJY4A4S85J,openclaw,2550000,-50000,2500000,hand_loss,confirmed,2026-05-11T17:43:40.550255+00:00,11
01KRC26WF4PAQFDWFSW3M5BSXP,01KRC22WBCVCJK8M78AK74D63Q,01KRC26F8F0VQAYWSN0BKGZJJN,hermes,7500000,0,7500000,hand_loss,confirmed,2026-05-11T17:43:56.644478+00:00,12
01KRC26WF4Z57P2QC1BJ8C4T1A,01KRC22WBCVCJK8M78AK74D63Q,01KRC26F8F0VQAYWSN0BKGZJJN,openclaw,2500000,0,2500000,hand_loss,confirmed,2026-05-11T17:43:56.644119+00:00,12
01KRC271MHA1A15SA8DV5K44R7,01KRC22WBCVCJK8M78AK74D63Q,01KRC26Z1HP373MH0F7AF41HR4,hermes,7500000,50000,7550000,hand_win,confirmed,2026-05-11T17:44:01.937114+00:00,13
01KRC271MHY1CWNZHTY4ZYN2ET,01KRC22WBCVCJK8M78AK74D63Q,01KRC26Z1HP373MH0F7AF41HR4,openclaw,2500000,-50000,2450000,hand_loss,confirmed,2026-05-11T17:44:01.937510+00:00,13
01KRC275WJ95WQ9BW1E6BEE3K1,01KRC22WBCVCJK8M78AK74D63Q,01KRC274655K6XJMZW7D0R6HYK,hermes,7550000,-50000,7500000,hand_loss,confirmed,2026-05-11T17:44:06.290285+00:00,14
01KRC275WHBXJKJ08PVE7VK9J3,01KRC22WBCVCJK8M78AK74D63Q,01KRC274655K6XJMZW7D0R6HYK,openclaw,2450000,50000,2500000,hand_win,confirmed,2026-05-11T17:44:06.289905+00:00,14
01KRC27B4XEV1BRJR7SBV58MV5,01KRC22WBCVCJK8M78AK74D63Q,01KRC278E3KXCZEJ4GBJCD2KWK,hermes,7500000,50000,7550000,hand_win,confirmed,2026-05-11T17:44:11.677312+00:00,15
01KRC27B4YE709KQJCTRVM19BF,01KRC22WBCVCJK8M78AK74D63Q,01KRC278E3KXCZEJ4GBJCD2KWK,openclaw,2500000,-50000,2450000,hand_loss,confirmed,2026-05-11T17:44:11.678569+00:00,15
01KRC27FBYHA94JR5AYYKMR75A,01KRC22WBCVCJK8M78AK74D63Q,01KRC27DP48C596JF09HQB04K0,hermes,7550000,-50000,7500000,hand_loss,confirmed,2026-05-11T17:44:15.998765+00:00,16
01KRC27FBXNXQQWFVZ2NAWB1N9,01KRC22WBCVCJK8M78AK74D63Q,01KRC27DP48C596JF09HQB04K0,openclaw,2450000,50000,2500000,hand_win,confirmed,2026-05-11T17:44:15.997474+00:00,16
