settlement_id,match_id,hand_id,agent_name,limit_before_micros,limit_delta_micros,limit_after_micros,reason,status,timestamp,hand_number
01KRC9SMSB20T9VEZYN7YWR563,01KRC9RJ6FYT3M6DVV89SAWN4M,01KRC9RKQ0KQ86K1XJB7N5VYG4,hermes,5000000,500000,5500000,hand_win,confirmed,2026-05-11T19:56:31.403794+00:00,1
01KRC9SMSDDT5DAVYQEWDC16B5,01KRC9RJ6FYT3M6DVV89SAWN4M,01KRC9RKQ0KQ86K1XJB7N5VYG4,openclaw,5000000,-500000,4500000,hand_loss,confirmed,2026-05-11T19:56:31.405217+00:00,1
01KRC9T0V3Z1AAWXB9HZNGZR7M,01KRC9RJ6FYT3M6DVV89SAWN4M,01KRC9SQF76T9814C85FCPFG45,hermes,5500000,-50000,5450000,hand_loss,confirmed,2026-05-11T19:56:43.747623+00:00,2
01KRC9T0V34QVB6NFCQ4ZYGTY1,01KRC9RJ6FYT3M6DVV89SAWN4M,01KRC9SQF76T9814C85FCPFG45,openclaw,4500000,50000,4550000,hand_win,confirmed,2026-05-11T19:56:43.747135+00:00,2
01KRC9T8SNKS7WNHEH170JV6GK,01KRC9RJ6FYT3M6DVV89SAWN4M,01KRC9T744Z7CDR7TSPAKYQECB,hermes,5450000,50000,5500000,hand_win,confirmed,2026-05-11T19:56:51.893639+00:00,3
01KRC9T8SPYVZHP9EQD3CKYYGB,01KRC9RJ6FYT3M6DVV89SAWN4M,01KRC9T744Z7CDR7TSPAKYQECB,openclaw,4550000,-50000,4500000,hand_loss,confirmed,2026-05-11T19:56:51.894196+00:00,3
01KRC9TEZAH9Y253VHKKVX1RPD,01KRC9RJ6FYT3M6DVV89SAWN4M,01KRC9TBG5FKNDFXZ381Z3SXKE,hermes,5500000,-50000,5450000,hand_loss,confirmed,2026-05-11T19:56:58.218038+00:00,4
01KRC9TEZ9R1NK5Z0RGX671FMV,01KRC9RJ6FYT3M6DVV89SAWN4M,01KRC9TBG5FKNDFXZ381Z3SXKE,openclaw,4500000,50000,4550000,hand_win,confirmed,2026-05-11T19:56:58.217205+00:00,4
01KRC9TKBTRNCWNZ1GFBP5MPJB,01KRC9RJ6FYT3M6DVV89SAWN4M,01KRC9THP1JBRRZGWTQZ6M4QYX,hermes,5450000,50000,5500000,hand_win,confirmed,2026-05-11T19:57:02.714642+00:00,5
01KRC9TKBVY4PB3AR55PS21HYS,01KRC9RJ6FYT3M6DVV89SAWN4M,01KRC9THP1JBRRZGWTQZ6M4QYX,openclaw,4550000,-50000,4500000,hand_loss,confirmed,2026-05-11T19:57:02.715372+00:00,5
01KRC9TQVTSFYTR0MEV8Z89Y5N,01KRC9RJ6FYT3M6DVV89SAWN4M,01KRC9TP3WJX4K0Q58FSK5B987,hermes,5500000,-50000,5450000,hand_loss,confirmed,2026-05-11T19:57:07.322965+00:00,6
01KRC9TQVTAKGQ0ZSFMXCV5S3N,01KRC9RJ6FYT3M6DVV89SAWN4M,01KRC9TP3WJX4K0Q58FSK5B987,openclaw,4500000,50000,4550000,hand_win,confirmed,2026-05-11T19:57:07.322538+00:00,6
01KRC9TW841EYT7RAJKXX254M6,01KRC9RJ6FYT3M6DVV89SAWN4M,01KRC9TTJ9RMN0J2H5HB7BJ0GT,hermes,5450000,50000,5500000,hand_win,confirmed,2026-05-11T19:57:11.812816+00:00,7
01KRC9TW85QFER17Z36TYNTHTP,01KRC9RJ6FYT3M6DVV89SAWN4M,01KRC9TTJ9RMN0J2H5HB7BJ0GT,openclaw,4550000,-50000,4500000,hand_loss,confirmed,2026-05-11T19:57:11.813355+00:00,7
01KRC9WJH3RZ3449WP3AKEKCDQ,01KRC9RJ6FYT3M6DVV89SAWN4M,01KRC9TZF1GX2S7PWXE1F997VE,hermes,5500000,-220000,5280000,hand_loss,confirmed,2026-05-11T19:58:07.395122+00:00,8
01KRC9WJH2GPF3EECAHPZMDP6W,01KRC9RJ6FYT3M6DVV89SAWN4M,01KRC9TZF1GX2S7PWXE1F997VE,openclaw,4500000,220000,4720000,hand_win,confirmed,2026-05-11T19:58:07.394705+00:00,8
01KRC9XB0BDMF035EXNT3J0VV9,01KRC9RJ6FYT3M6DVV89SAWN4M,01KRC9WNFBA2ZEMWD5W7DEK56J,hermes,5280000,-100000,5180000,hand_loss,confirmed,2026-05-11T19:58:32.459211+00:00,9
01KRC9XB0CD288GWEZV4RYWWTN,01KRC9RJ6FYT3M6DVV89SAWN4M,01KRC9WNFBA2ZEMWD5W7DEK56J,openclaw,4720000,100000,4820000,hand_win,confirmed,2026-05-11T19:58:32.460388+00:00,9
01KRC9XXJ62629XKQW5AXHRK9Z,01KRC9RJ6FYT3M6DVV89SAWN4M,01KRC9XDQCRN9PN2QZXD7VYFSC,hermes,5180000,100000,5280000,hand_win,confirmed,2026-05-11T19:58:51.462491+00:00,10
01KRC9XXJ531Y1V3BBJ0J3SY15,01KRC9RJ6FYT3M6DVV89SAWN4M,01KRC9XDQCRN9PN2QZXD7VYFSC,openclaw,4820000,-100000,4720000,hand_loss,confirmed,2026-05-11T19:58:51.461975+00:00,10
01KRC9Y2HQ0TMT8VQ1H1V3Q63N,01KRC9RJ6FYT3M6DVV89SAWN4M,01KRC9Y07DY4YW29JDBG7XGPKZ,hermes,5280000,50000,5330000,hand_win,confirmed,2026-05-11T19:58:56.567183+00:00,11
01KRC9Y2HRZMJW71QYMV51S17Q,01KRC9RJ6FYT3M6DVV89SAWN4M,01KRC9Y07DY4YW29JDBG7XGPKZ,openclaw,4720000,-50000,4670000,hand_loss,confirmed,2026-05-11T19:58:56.568298+00:00,11
01KRC9YVQQRTYH8V2ZV4HGK8YR,01KRC9RJ6FYT3M6DVV89SAWN4M,01KRC9Y5B0XGGQ6751NCXGZKZJ,hermes,5330000,-400000,4930000,hand_loss,confirmed,2026-05-11T19:59:22.359248+00:00,12
01KRC9YVQNMWWN8H6YDQA57Z3Y,01KRC9RJ6FYT3M6DVV89SAWN4M,01KRC9Y5B0XGGQ6751NCXGZKZJ,openclaw,4670000,400000,5070000,hand_win,confirmed,2026-05-11T19:59:22.357642+00:00,12
01KRC9Z3NFXMXJAJ9G15S5WTH6,01KRC9RJ6FYT3M6DVV89SAWN4M,01KRC9YYF1BMD13R014VP5FQSQ,hermes,4930000,-100000,4830000,hand_loss,confirmed,2026-05-11T19:59:30.479840+00:00,13
01KRC9Z3NH4RMZV39P7R8QWD93,01KRC9RJ6FYT3M6DVV89SAWN4M,01KRC9YYF1BMD13R014VP5FQSQ,openclaw,5070000,100000,5170000,hand_win,confirmed,2026-05-11T19:59:30.481352+00:00,13
01KRC9Z8RMYK0A78ZFA9B83J7D,01KRC9RJ6FYT3M6DVV89SAWN4M,01KRC9Z6DRT4N51D8N2YKWPR4Y,hermes,4830000,-50000,4780000,hand_loss,confirmed,2026-05-11T19:59:35.700985+00:00,14
01KRC9Z8RKY7KNX26AGA8WVR4Q,01KRC9RJ6FYT3M6DVV89SAWN4M,01KRC9Z6DRT4N51D8N2YKWPR4Y,openclaw,5170000,50000,5220000,hand_win,confirmed,2026-05-11T19:59:35.699725+00:00,14
01KRC9ZEG364570TWPE40HSEBT,01KRC9RJ6FYT3M6DVV89SAWN4M,01KRC9ZBEDR8J0EKM4MSZ0X4J5,hermes,4780000,50000,4830000,hand_win,confirmed,2026-05-11T19:59:41.571213+00:00,15
01KRC9ZEG42S9VJN18YZHGAXZ0,01KRC9RJ6FYT3M6DVV89SAWN4M,01KRC9ZBEDR8J0EKM4MSZ0X4J5,openclaw,5220000,-50000,5170000,hand_loss,confirmed,2026-05-11T19:59:41.572599+00:00,15
01KRCA04QNS0X67HCPEK0SA5P2,01KRC9RJ6FYT3M6DVV89SAWN4M,01KRC9ZH5EVR0D9GNX9AMMFBN4,hermes,4830000,400000,5230000,hand_win,confirmed,2026-05-11T20:00:04.341152+00:00,16
01KRCA04QMQJ8Q5VWMYEPD7S6D,01KRC9RJ6FYT3M6DVV89SAWN4M,01KRC9ZH5EVR0D9GNX9AMMFBN4,openclaw,5170000,-400000,4770000,hand_loss,confirmed,2026-05-11T20:00:04.340243+00:00,16
01KRCA102FRQPW9P9RZ031GHRY,01KRC9RJ6FYT3M6DVV89SAWN4M,01KRCA07FF9R1Z360MJNCF5SA1,hermes,5230000,-300000,4930000,hand_loss,confirmed,2026-05-11T20:00:32.335689+00:00,17
01KRCA102G4929WH7E5QNKPEFV,01KRC9RJ6FYT3M6DVV89SAWN4M,01KRCA07FF9R1Z360MJNCF5SA1,openclaw,4770000,300000,5070000,hand_win,confirmed,2026-05-11T20:00:32.336833+00:00,17
01KRCA1WT0Q5REFCR2673YSN4X,01KRC9RJ6FYT3M6DVV89SAWN4M,01KRCA130XZ8F2NBBPEGK0FAR4,hermes,4930000,500000,5430000,hand_win,confirmed,2026-05-11T20:01:01.760714+00:00,18
01KRCA1WSY2HT53JD0MXE7383Z,01KRC9RJ6FYT3M6DVV89SAWN4M,01KRCA130XZ8F2NBBPEGK0FAR4,openclaw,5070000,-500000,4570000,hand_loss,confirmed,2026-05-11T20:01:01.759046+00:00,18
01KRCA2C8HG18X5X77Y1QFMWP2,01KRC9RJ6FYT3M6DVV89SAWN4M,01KRCA1ZMM0D49CSZ303D94PN4,hermes,5430000,-100000,5330000,hand_loss,confirmed,2026-05-11T20:01:17.585602+00:00,19
01KRCA2C8J6YJ61J4V9S6RANKW,01KRC9RJ6FYT3M6DVV89SAWN4M,01KRCA1ZMM0D49CSZ303D94PN4,openclaw,4570000,100000,4670000,hand_win,confirmed,2026-05-11T20:01:17.586436+00:00,19
