settlement_id,match_id,hand_id,agent_name,limit_before_micros,limit_delta_micros,limit_after_micros,reason,status,timestamp,hand_number
01KRBQ6KVWDT2F2Z4V4Q636AEF,01KRBQ5F4REX6QDDZ8AV74AGRQ,01KRBQ5GN45BBXD3ET7SD8HKGJ,hermes,5000000,-200000,4800000,hand_loss,confirmed,2026-05-11T14:31:33.501015+00:00,1
01KRBQ6KW6BR2M5M7MQY7PJAA2,01KRBQ5F4REX6QDDZ8AV74AGRQ,01KRBQ5GN45BBXD3ET7SD8HKGJ,openclaw,5000000,200000,5200000,hand_win,confirmed,2026-05-11T14:31:33.510081+00:00,1
01KRBQ7XYTCJVT9VKDH33Y88TB,01KRBQ5F4REX6QDDZ8AV74AGRQ,01KRBQ6PMV1KETS2J1V66ZJSQ6,hermes,4800000,-100000,4700000,hand_loss,confirmed,2026-05-11T14:32:16.602294+00:00,2
01KRBQ7XYSNWD3Y3GE9NMAAWSE,01KRBQ5F4REX6QDDZ8AV74AGRQ,01KRBQ6PMV1KETS2J1V66ZJSQ6,openclaw,5200000,100000,5300000,hand_win,confirmed,2026-05-11T14:32:16.601285+00:00,2
01KRBQ92KVBPG5F8HVZ5R8RXQR,01KRBQ5F4REX6QDDZ8AV74AGRQ,01KRBQ80PSD7KE2VC90H9SM4CY,hermes,4700000,-200000,4500000,hand_loss,confirmed,2026-05-11T14:32:54.139279+00:00,3
01KRBQ92KVC4G6X1MS2059PDYC,01KRBQ5F4REX6QDDZ8AV74AGRQ,01KRBQ80PSD7KE2VC90H9SM4CY,openclaw,5300000,200000,5500000,hand_win,confirmed,2026-05-11T14:32:54.139770+00:00,3
01KRBQ9AKXHDV3NHDZ3EDJ2K5M,01KRBQ5F4REX6QDDZ8AV74AGRQ,01KRBQ95FB0ZHY64KX7E8VGYCA,hermes,4500000,-50000,4450000,hand_loss,confirmed,2026-05-11T14:33:02.333395+00:00,4
01KRBQ9AKW06N7TF8YF3EK1Y7B,01KRBQ5F4REX6QDDZ8AV74AGRQ,01KRBQ95FB0ZHY64KX7E8VGYCA,openclaw,5500000,50000,5550000,hand_win,confirmed,2026-05-11T14:33:02.332966+00:00,4
01KRBQ9FHXGX2NZ1XMCYC8B2CD,01KRBQ5F4REX6QDDZ8AV74AGRQ,01KRBQ9D9AEJV0GMENNX1FPW3F,hermes,4450000,50000,4500000,hand_win,confirmed,2026-05-11T14:33:07.389878+00:00,5
01KRBQ9FHYK7CAFCA69PFFMREC,01KRBQ5F4REX6QDDZ8AV74AGRQ,01KRBQ9D9AEJV0GMENNX1FPW3F,openclaw,5550000,-50000,5500000,hand_loss,confirmed,2026-05-11T14:33:07.390659+00:00,5
01KRBQA6JBXYZ8KFNTH19KE417,01KRBQ5F4REX6QDDZ8AV74AGRQ,01KRBQ9J653PSJDD8G26NE1NKJ,hermes,4500000,100000,4600000,hand_win,confirmed,2026-05-11T14:33:30.955239+00:00,6
01KRBQA6JAWKVAFV626YYNP7D6,01KRBQ5F4REX6QDDZ8AV74AGRQ,01KRBQ9J653PSJDD8G26NE1NKJ,openclaw,5500000,-100000,5400000,hand_loss,confirmed,2026-05-11T14:33:30.954152+00:00,6
01KRBQBNQ1TD7JMKBY8XKQHNK4,01KRBQ5F4REX6QDDZ8AV74AGRQ,01KRBQA99RQAXFZR3ZB01QS6QJ,hermes,4600000,-200000,4400000,hand_loss,confirmed,2026-05-11T14:34:19.233721+00:00,7
01KRBQBNQ25QGQ19F4CP1X21TP,01KRBQ5F4REX6QDDZ8AV74AGRQ,01KRBQA99RQAXFZR3ZB01QS6QJ,openclaw,5400000,200000,5600000,hand_win,confirmed,2026-05-11T14:34:19.234148+00:00,7
01KRBQCR6ZGBDGHR9M2QYJ1J4A,01KRBQ5F4REX6QDDZ8AV74AGRQ,01KRBQBRC9BGF5BEX1KRFV01N2,hermes,4400000,-100000,4300000,hand_loss,confirmed,2026-05-11T14:34:54.559099+00:00,8
01KRBQCR6Y0CAEDFM1HQF3CBQ6,01KRBQ5F4REX6QDDZ8AV74AGRQ,01KRBQBRC9BGF5BEX1KRFV01N2,openclaw,5600000,100000,5700000,hand_win,confirmed,2026-05-11T14:34:54.558346+00:00,8
01KRBQCXFE8DSYTYDPK8KZ8NVS,01KRBQ5F4REX6QDDZ8AV74AGRQ,01KRBQCV1JRXKX2RG4FC1BFT32,hermes,4300000,50000,4350000,hand_win,confirmed,2026-05-11T14:34:59.950285+00:00,9
01KRBQCXFFHDYBRBM43SVGM4VQ,01KRBQ5F4REX6QDDZ8AV74AGRQ,01KRBQCV1JRXKX2RG4FC1BFT32,openclaw,5700000,-50000,5650000,hand_loss,confirmed,2026-05-11T14:34:59.951129+00:00,9
01KRBQDSTT3B2ME7A9VQ13QKFZ,01KRBQ5F4REX6QDDZ8AV74AGRQ,01KRBQD088MG1BSEF9MJZVTSYA,hermes,4350000,4291850,8641850,hand_win,confirmed,2026-05-11T14:35:28.986891+00:00,10
01KRBQDSTS6H04YDZAYDPWEWN6,01KRBQ5F4REX6QDDZ8AV74AGRQ,01KRBQD088MG1BSEF9MJZVTSYA,openclaw,5650000,-4291850,1358150,hand_loss,confirmed,2026-05-11T14:35:28.985709+00:00,10
01KRBQDZJWP6MYKHP4EPTB67GA,01KRBQ5F4REX6QDDZ8AV74AGRQ,01KRBQDWREV8STRK235ENCJW5Y,hermes,8641850,50000,8691850,hand_win,confirmed,2026-05-11T14:35:34.876443+00:00,11
