action_id,hand_id,sequence,street,agent_name,action_type,amount_micros,stack_before_micros,stack_after_micros,pot_before_micros,pot_after_micros,to_call_micros,decision_latency_ms,was_auto_action,auto_action_reason,reasoning_text,timestamp,match_id,hand_number
01KRBQ5JTP6Z437QE5N1CTHBEF,01KRBQ5GN45BBXD3ET7SD8HKGJ,2,preflop,openclaw,raise,200000,4950000,4800000,150000,300000,50000,2218,0,,,2026-05-11T14:30:59.670147+00:00,01KRBQ5F4REX6QDDZ8AV74AGRQ,1
01KRBQ5TWK8ESQDHK6DC8MDGGN,01KRBQ5GN45BBXD3ET7SD8HKGJ,3,preflop,hermes,call,100000,4900000,4800000,300000,400000,100000,8242,0,,,2026-05-11T14:31:07.923187+00:00,01KRBQ5F4REX6QDDZ8AV74AGRQ,1
01KRBQ5ZXJX6VM6DW8XPMX2EQH,01KRBQ5GN45BBXD3ET7SD8HKGJ,4,flop,hermes,check,0,4800000,4800000,400000,400000,0,5145,0,,,2026-05-11T14:31:13.074748+00:00,01KRBQ5F4REX6QDDZ8AV74AGRQ,1
01KRBQ61JWGTWHDK8FDPQBFQJ3,01KRBQ5GN45BBXD3ET7SD8HKGJ,5,flop,openclaw,check,0,4800000,4800000,400000,400000,0,1698,0,,,2026-05-11T14:31:14.780186+00:00,01KRBQ5F4REX6QDDZ8AV74AGRQ,1
01KRBQ65TZ772B3EM9Y1Q8EFRS,01KRBQ5GN45BBXD3ET7SD8HKGJ,6,turn,hermes,check,0,4800000,4800000,400000,400000,0,4346,0,,,2026-05-11T14:31:19.135048+00:00,01KRBQ5F4REX6QDDZ8AV74AGRQ,1
01KRBQ684G39C3SCR4D5YGN6BP,01KRBQ5GN45BBXD3ET7SD8HKGJ,7,turn,openclaw,check,0,4800000,4800000,400000,400000,0,2342,0,,,2026-05-11T14:31:21.488052+00:00,01KRBQ5F4REX6QDDZ8AV74AGRQ,1
01KRBQ6G322C6KFEV4MWG6W1ZZ,01KRBQ5GN45BBXD3ET7SD8HKGJ,8,river,hermes,check,0,4800000,4800000,400000,400000,0,8132,0,,,2026-05-11T14:31:29.634051+00:00,01KRBQ5F4REX6QDDZ8AV74AGRQ,1
01KRBQ6K978M32XG9YXFS48TNV,01KRBQ5GN45BBXD3ET7SD8HKGJ,9,river,openclaw,check,0,4800000,5200000,400000,0,0,3252,0,,,2026-05-11T14:31:32.903486+00:00,01KRBQ5F4REX6QDDZ8AV74AGRQ,1
01KRBQ6VR50NJWP5XS7VP812KD,01KRBQ6PMV1KETS2J1V66ZJSQ6,2,preflop,hermes,call,50000,4739890,4689890,150000,200000,50000,5214,0,,,2026-05-11T14:31:41.573560+00:00,01KRBQ5F4REX6QDDZ8AV74AGRQ,2
01KRBQ6YDW3EF16RANDPVRAV80,01KRBQ6PMV1KETS2J1V66ZJSQ6,3,preflop,openclaw,check,0,5098490,5098490,200000,200000,0,2732,0,,,2026-05-11T14:31:44.316666+00:00,01KRBQ5F4REX6QDDZ8AV74AGRQ,2
01KRBQ71EMC868T3VRM8QEWAH2,01KRBQ6PMV1KETS2J1V66ZJSQ6,4,flop,openclaw,check,0,5098490,5098490,200000,200000,0,3084,0,,,2026-05-11T14:31:47.412529+00:00,01KRBQ5F4REX6QDDZ8AV74AGRQ,2
01KRBQ73EFMYYSQHQN5FYD51EP,01KRBQ6PMV1KETS2J1V66ZJSQ6,5,flop,hermes,check,0,4689890,4689890,200000,200000,0,2032,0,,,2026-05-11T14:31:49.455470+00:00,01KRBQ5F4REX6QDDZ8AV74AGRQ,2
01KRBQ76FYGXE7CRFGHM2W1GGT,01KRBQ6PMV1KETS2J1V66ZJSQ6,6,turn,openclaw,check,0,5098490,5098490,200000,200000,0,3108,0,,,2026-05-11T14:31:52.574111+00:00,01KRBQ5F4REX6QDDZ8AV74AGRQ,2
01KRBQ7H1P3679JY9G29ATFP24,01KRBQ6PMV1KETS2J1V66ZJSQ6,7,turn,hermes,check,0,4689890,4689890,200000,200000,0,10799,0,,,2026-05-11T14:32:03.382680+00:00,01KRBQ5F4REX6QDDZ8AV74AGRQ,2
01KRBQ7NQS4D40Z6QP7K200A1F,01KRBQ6PMV1KETS2J1V66ZJSQ6,8,river,openclaw,check,0,5098490,5098490,200000,200000,0,4794,0,,,2026-05-11T14:32:08.185809+00:00,01KRBQ5F4REX6QDDZ8AV74AGRQ,2
01KRBQ7XD9C2DK4TTVDNKN4X96,01KRBQ6PMV1KETS2J1V66ZJSQ6,9,river,hermes,check,0,4689890,4689890,200000,0,0,7838,0,,,2026-05-11T14:32:16.042000+00:00,01KRBQ5F4REX6QDDZ8AV74AGRQ,2
01KRBQ82WQWE4XQQQKAPNT5YV6,01KRBQ80PSD7KE2VC90H9SM4CY,2,preflop,openclaw,raise,200000,5246030,5096030,150000,300000,50000,2230,0,,,2026-05-11T14:32:21.655498+00:00,01KRBQ5F4REX6QDDZ8AV74AGRQ,3
01KRBQ86E55RK39VB0KN33QH0D,01KRBQ80PSD7KE2VC90H9SM4CY,3,preflop,hermes,call,100000,4582360,4482360,300000,400000,100000,3613,0,,,2026-05-11T14:32:25.285690+00:00,01KRBQ5F4REX6QDDZ8AV74AGRQ,3
01KRBQ8CX1M91SBA26VN1XHN9B,01KRBQ80PSD7KE2VC90H9SM4CY,4,flop,hermes,check,0,4482360,4482360,400000,400000,0,6608,0,,,2026-05-11T14:32:31.905278+00:00,01KRBQ5F4REX6QDDZ8AV74AGRQ,3
01KRBQ8EJKTQ6N5ZCVT4H78VDB,01KRBQ80PSD7KE2VC90H9SM4CY,5,flop,openclaw,check,0,5096030,5096030,400000,400000,0,1705,0,,,2026-05-11T14:32:33.619968+00:00,01KRBQ5F4REX6QDDZ8AV74AGRQ,3
01KRBQ8K15P2CXE714RJYW4D97,01KRBQ80PSD7KE2VC90H9SM4CY,6,turn,hermes,check,0,4482360,4482360,400000,400000,0,4550,0,,,2026-05-11T14:32:38.181239+00:00,01KRBQ5F4REX6QDDZ8AV74AGRQ,3
01KRBQ8Q8645D3QBXVRFT5QCGK,01KRBQ80PSD7KE2VC90H9SM4CY,7,turn,openclaw,check,0,5096030,5096030,400000,400000,0,4305,0,,,2026-05-11T14:32:42.502533+00:00,01KRBQ5F4REX6QDDZ8AV74AGRQ,3
01KRBQ8ZSEP6543657A42VS4MC,01KRBQ80PSD7KE2VC90H9SM4CY,8,river,hermes,check,0,4482360,4482360,400000,400000,0,8730,0,,,2026-05-11T14:32:51.246164+00:00,01KRBQ5F4REX6QDDZ8AV74AGRQ,3
