action_id,hand_id,sequence,street,agent_name,action_type,amount_micros,stack_before_micros,stack_after_micros,pot_before_micros,pot_after_micros,to_call_micros,decision_latency_ms,was_auto_action,auto_action_reason,reasoning_text,timestamp,match_id,hand_number
01KRBR4H0TBMSGK8VSH5XC2KP4,01KRBR4EPXGPN35606JY4QVCAJ,2,preflop,openclaw,raise,200000,4950000,4800000,150000,300000,50000,2353,0,,,2026-05-11T14:47:53.626967+00:00,01KRBR4D5VHCS6ZTEM0HVD76JM,1
01KRBR4SYDHQYH1EWCWYP06HHW,01KRBR4EPXGPN35606JY4QVCAJ,3,preflop,hermes,call,100000,4900000,4800000,300000,400000,100000,9113,0,,,2026-05-11T14:48:02.765613+00:00,01KRBR4D5VHCS6ZTEM0HVD76JM,1
01KRBR51YX0JR1WVW9B4YF73BS,01KRBR4EPXGPN35606JY4QVCAJ,4,flop,hermes,check,0,4800000,4800000,400000,400000,0,8194,0,,,2026-05-11T14:48:10.974023+00:00,01KRBR4D5VHCS6ZTEM0HVD76JM,1
01KRBR54HES4R52B4DXNBMAKWT,01KRBR4EPXGPN35606JY4QVCAJ,5,flop,openclaw,raise,100000,4800000,4700000,400000,500000,0,2628,0,,,2026-05-11T14:48:13.614832+00:00,01KRBR4D5VHCS6ZTEM0HVD76JM,1
01KRBR5CY7FDZMG1ZJ814JP754,01KRBR4EPXGPN35606JY4QVCAJ,6,flop,hermes,call,100000,4800000,4700000,500000,600000,100000,8587,0,,,2026-05-11T14:48:22.215474+00:00,01KRBR4D5VHCS6ZTEM0HVD76JM,1
01KRBR5J4S2T9XETH0HY6R8G90,01KRBR4EPXGPN35606JY4QVCAJ,7,turn,hermes,raise,300000,4700000,4400000,600000,900000,0,5315,0,,,2026-05-11T14:48:27.545550+00:00,01KRBR4D5VHCS6ZTEM0HVD76JM,1
01KRBR5NASNXZRRP9DKAW4YH97,01KRBR4EPXGPN35606JY4QVCAJ,8,turn,openclaw,call,300000,4700000,4400000,900000,1200000,300000,3250,0,,,2026-05-11T14:48:30.809181+00:00,01KRBR4D5VHCS6ZTEM0HVD76JM,1
01KRBR5SA5PHFGFRZF7YR8KCH2,01KRBR4EPXGPN35606JY4QVCAJ,9,river,hermes,check,0,4400000,4400000,1200000,1200000,0,4062,0,,,2026-05-11T14:48:34.885673+00:00,01KRBR4D5VHCS6ZTEM0HVD76JM,1
01KRBR5VBG34DBRFHXVYPA71AH,01KRBR4EPXGPN35606JY4QVCAJ,10,river,openclaw,check,0,4400000,5600000,1200000,0,0,2069,0,,,2026-05-11T14:48:36.976857+00:00,01KRBR4D5VHCS6ZTEM0HVD76JM,1
01KRBR65FX0HX5XGHR2D2M8TPR,01KRBR5YKGMGW1WBRPWNCXCKQH,2,preflop,hermes,raise,250000,4337320,4137320,150000,350000,50000,7039,0,,,2026-05-11T14:48:47.357693+00:00,01KRBR4D5VHCS6ZTEM0HVD76JM,2
01KRBR683MJAHVSCT1KVQTQEM3,01KRBR5YKGMGW1WBRPWNCXCKQH,3,preflop,openclaw,call,150000,5498424,5348424,350000,500000,150000,2664,0,,,2026-05-11T14:48:50.036919+00:00,01KRBR4D5VHCS6ZTEM0HVD76JM,2
01KRBR6A3JFR7PZR6GRDC5MBKH,01KRBR5YKGMGW1WBRPWNCXCKQH,4,flop,openclaw,check,0,5348424,5348424,500000,500000,0,2036,0,,,2026-05-11T14:48:52.082377+00:00,01KRBR4D5VHCS6ZTEM0HVD76JM,2
01KRBR6KN5W84WVCV134GK9PMQ,01KRBR5YKGMGW1WBRPWNCXCKQH,5,flop,hermes,check,0,4137320,4137320,500000,500000,0,9772,0,,,2026-05-11T14:49:01.861868+00:00,01KRBR4D5VHCS6ZTEM0HVD76JM,2
01KRBR6P9TGYXHJ0FN5797W376,01KRBR5YKGMGW1WBRPWNCXCKQH,6,turn,openclaw,check,0,5348424,5348424,500000,500000,0,2695,0,,,2026-05-11T14:49:04.570116+00:00,01KRBR4D5VHCS6ZTEM0HVD76JM,2
01KRBR71WD42WQTN282VRBWV9R,01KRBR5YKGMGW1WBRPWNCXCKQH,7,turn,hermes,check,0,4137320,4137320,500000,500000,0,11844,0,,,2026-05-11T14:49:16.429269+00:00,01KRBR4D5VHCS6ZTEM0HVD76JM,2
01KRBR748J6XENRK89YBAFZJZK,01KRBR5YKGMGW1WBRPWNCXCKQH,8,river,openclaw,check,0,5348424,5348424,500000,500000,0,2421,0,,,2026-05-11T14:49:18.866049+00:00,01KRBR4D5VHCS6ZTEM0HVD76JM,2
01KRBR7HAREB5TG8PWSR4ZG1Q0,01KRBR5YKGMGW1WBRPWNCXCKQH,9,river,hermes,check,0,4137320,4637320,500000,0,0,13360,0,,,2026-05-11T14:49:32.248246+00:00,01KRBR4D5VHCS6ZTEM0HVD76JM,2
01KRBR7QXZ4TDX30KC1H0NPMBF,01KRBR7MHTY0JMF3JGHF8NMCVK,2,preflop,openclaw,raise,200000,5295926,5145926,150000,300000,50000,3450,0,,,2026-05-11T14:49:39.007456+00:00,01KRBR4D5VHCS6ZTEM0HVD76JM,3
01KRBR7Z107CB7K907XB4ZD4VW,01KRBR7MHTY0JMF3JGHF8NMCVK,3,preflop,hermes,call,100000,4529830,4429830,300000,400000,100000,7243,0,,,2026-05-11T14:49:46.272536+00:00,01KRBR4D5VHCS6ZTEM0HVD76JM,3
01KRBR82P7YS2CVZ4PCVZZFAFD,01KRBR7MHTY0JMF3JGHF8NMCVK,4,flop,hermes,check,0,4429830,4429830,400000,400000,0,3739,0,,,2026-05-11T14:49:50.023613+00:00,01KRBR4D5VHCS6ZTEM0HVD76JM,3
01KRBR85AN0G6W6P7XRHDEG729,01KRBR7MHTY0JMF3JGHF8NMCVK,5,flop,openclaw,check,0,5145926,5145926,400000,400000,0,2690,0,,,2026-05-11T14:49:52.725915+00:00,01KRBR4D5VHCS6ZTEM0HVD76JM,3
01KRBR8DG2XNX96VVPFD98VYSC,01KRBR7MHTY0JMF3JGHF8NMCVK,6,turn,hermes,check,0,4429830,4429830,400000,400000,0,8351,0,,,2026-05-11T14:50:01.090278+00:00,01KRBR4D5VHCS6ZTEM0HVD76JM,3
01KRBR8G3T7VVA3PH3YBCE7QNS,01KRBR7MHTY0JMF3JGHF8NMCVK,7,turn,openclaw,check,0,5145926,5145926,400000,400000,0,2666,0,,,2026-05-11T14:50:03.770338+00:00,01KRBR4D5VHCS6ZTEM0HVD76JM,3
01KRBR8XCARZ1FS3HE997GNCVR,01KRBR7MHTY0JMF3JGHF8NMCVK,8,river,hermes,check,0,4429830,4429830,400000,400000,0,13570,0,,,2026-05-11T14:50:17.354777+00:00,01KRBR4D5VHCS6ZTEM0HVD76JM,3
01KRBR9068X831WBP046ZBKTAK,01KRBR7MHTY0JMF3JGHF8NMCVK,9,river,openclaw,check,0,5145926,5145926,400000,0,0,2859,0,,,2026-05-11T14:50:20.232919+00:00,01KRBR4D5VHCS6ZTEM0HVD76JM,3
01KRBR9F1DFRYXWE3HK9DPTF89,01KRBR93GHAXF3NM738CKKCC0G,2,preflop,hermes,raise,300000,4767280,4517280,150000,400000,50000,11789,0,,,2026-05-11T14:50:35.437792+00:00,01KRBR4D5VHCS6ZTEM0HVD76JM,4
01KRBR9HKPZAKVQ0MC2XKV56PC,01KRBR93GHAXF3NM738CKKCC0G,3,preflop,openclaw,call,200000,5044428,4844428,400000,600000,200000,2622,0,,,2026-05-11T14:50:38.071016+00:00,01KRBR4D5VHCS6ZTEM0HVD76JM,4
