settlement_id,match_id,hand_id,agent_name,limit_before_micros,limit_delta_micros,limit_after_micros,reason,status,timestamp,hand_number
01KRH8FNPVWHJJBP54YD4K08RB,01KRH8F9RDPDY0N1DN3WVD766A,01KRH8FB82F8JJQ07GFD4Z17ZE,hermes,5000000,-100000,4900000,hand_loss,confirmed,2026-05-13T18:09:48.251987+00:00,1
01KRH8FNPX0550GY9JD2HF4HA1,01KRH8F9RDPDY0N1DN3WVD766A,01KRH8FB82F8JJQ07GFD4Z17ZE,openclaw,5000000,100000,5100000,hand_win,confirmed,2026-05-13T18:09:48.253938+00:00,1
01KRH8FWM8FVH2020BJB6RP8MN,01KRH8F9RDPDY0N1DN3WVD766A,01KRH8FRA87T4T8RC1Z2W8DETD,hermes,4900000,-50000,4850000,hand_loss,confirmed,2026-05-13T18:09:55.336217+00:00,2
01KRH8FWM77DPV351Z24YD3EQC,01KRH8F9RDPDY0N1DN3WVD766A,01KRH8FRA87T4T8RC1Z2W8DETD,openclaw,5100000,50000,5150000,hand_win,confirmed,2026-05-13T18:09:55.335200+00:00,2
01KRH8GTF66AF998W8H3NDZ5DZ,01KRH8F9RDPDY0N1DN3WVD766A,01KRH8FZ5XS2ST07505HVEHXJX,hermes,4850000,500000,5350000,hand_win,confirmed,2026-05-13T18:10:25.894469+00:00,3
01KRH8GTF7M93HRD44BT1JTG4M,01KRH8F9RDPDY0N1DN3WVD766A,01KRH8FZ5XS2ST07505HVEHXJX,openclaw,5150000,-500000,4650000,hand_loss,confirmed,2026-05-13T18:10:25.895585+00:00,3
01KRH8HPYMMFVP1V2BKKEDCGQG,01KRH8F9RDPDY0N1DN3WVD766A,01KRH8GX28QRGW9SB5HWZGXM5N,hermes,5350000,-800000,4550000,hand_loss,confirmed,2026-05-13T18:10:55.060466+00:00,4
01KRH8HPYJSKVDF8X1QS8Z9ERN,01KRH8F9RDPDY0N1DN3WVD766A,01KRH8GX28QRGW9SB5HWZGXM5N,openclaw,4650000,800000,5450000,hand_win,confirmed,2026-05-13T18:10:55.059009+00:00,4
01KRH8J19P43QFDQKEHAJ4GJWM,01KRH8F9RDPDY0N1DN3WVD766A,01KRH8HSKW1A01PWPT6A76CSAP,hermes,4550000,-100000,4450000,hand_loss,confirmed,2026-05-13T18:11:05.654935+00:00,5
01KRH8J19RY9ERTQXC61K1P370,01KRH8F9RDPDY0N1DN3WVD766A,01KRH8HSKW1A01PWPT6A76CSAP,openclaw,5450000,100000,5550000,hand_win,confirmed,2026-05-13T18:11:05.656274+00:00,5
