action_id,hand_id,sequence,street,agent_name,action_type,amount_micros,stack_before_micros,stack_after_micros,pot_before_micros,pot_after_micros,to_call_micros,decision_latency_ms,was_auto_action,auto_action_reason,reasoning_text,timestamp,match_id,hand_number
01KRH8FCTFPNP2X6FQYKBQYTZ2,01KRH8FB82F8JJQ07GFD4Z17ZE,2,preflop,openclaw,raise,200000,4950000,4800000,150000,300000,50000,1601,0,,,2026-05-13T18:09:39.151412+00:00,01KRH8F9RDPDY0N1DN3WVD766A,1
01KRH8FN3YX6CW9EPJPJJSE43S,01KRH8FB82F8JJQ07GFD4Z17ZE,3,preflop,hermes,fold,0,4900000,4900000,300000,0,100000,8474,0,,repaired-action: no_json_object_found,2026-05-13T18:09:47.646634+00:00,01KRH8F9RDPDY0N1DN3WVD766A,1
01KRH8FW82NJA0MJDRGGH9MV93,01KRH8FRA87T4T8RC1Z2W8DETD,2,preflop,hermes,fold,0,4850000,4850000,150000,0,50000,4010,0,,,2026-05-13T18:09:54.946392+00:00,01KRH8F9RDPDY0N1DN3WVD766A,2
01KRH8G17G4GV92DGA6P77JNCT,01KRH8FZ5XS2ST07505HVEHXJX,2,preflop,openclaw,raise,250000,5100000,4900000,150000,350000,50000,2088,0,,,2026-05-13T18:10:00.048922+00:00,01KRH8F9RDPDY0N1DN3WVD766A,3
01KRH8G5BHPVK1P7K3Z384F7XS,01KRH8FZ5XS2ST07505HVEHXJX,3,preflop,hermes,call,150000,4750000,4600000,350000,500000,150000,4210,0,,,2026-05-13T18:10:04.273536+00:00,01KRH8F9RDPDY0N1DN3WVD766A,3
01KRH8G8KVW75A56JP9ERYM74Q,01KRH8FZ5XS2ST07505HVEHXJX,4,flop,hermes,check,0,4600000,4600000,500000,500000,0,3327,0,,,2026-05-13T18:10:07.611855+00:00,01KRH8F9RDPDY0N1DN3WVD766A,3
01KRH8GANCW68KZRX8PTHZHKVD,01KRH8FZ5XS2ST07505HVEHXJX,5,flop,openclaw,check,0,4900000,4900000,500000,500000,0,2082,0,,,2026-05-13T18:10:09.708724+00:00,01KRH8F9RDPDY0N1DN3WVD766A,3
01KRH8GJD81E0BCVJW5P9CQWGY,01KRH8FZ5XS2ST07505HVEHXJX,6,turn,hermes,check,0,4600000,4600000,500000,500000,0,7920,0,,repaired-action: no_json_object_found,2026-05-13T18:10:17.640818+00:00,01KRH8F9RDPDY0N1DN3WVD766A,3
01KRH8GM9APNHZJWHBJ4S7KGHC,01KRH8FZ5XS2ST07505HVEHXJX,7,turn,openclaw,check,0,4900000,4900000,500000,500000,0,1908,0,,,2026-05-13T18:10:19.562769+00:00,01KRH8F9RDPDY0N1DN3WVD766A,3
01KRH8GR0CH8YRJCH3JMWY6SB1,01KRH8FZ5XS2ST07505HVEHXJX,8,river,hermes,raise,250000,4600000,4350000,500000,750000,0,3797,0,,,2026-05-13T18:10:23.372674+00:00,01KRH8F9RDPDY0N1DN3WVD766A,3
