action_id,hand_id,sequence,street,agent_name,action_type,amount_micros,stack_before_micros,stack_after_micros,pot_before_micros,pot_after_micros,to_call_micros,decision_latency_ms,was_auto_action,auto_action_reason,reasoning_text,timestamp,match_id,hand_number
01KRC16VMZP5NERYR0J7M8GARZ,01KRC16TDAY0VHNMPETAXHXRTC,2,preflop,openclaw,fold,0,4950000,4950000,150000,0,50000,1257,0,,,2026-05-11T17:26:27.231424+00:00,01KRC16RWHYB7F95ZAHQZ85T94,1
01KRC171HF0NZYVD9E41NT2YBS,01KRC16YPRM1W25D9R2GA0DZ4W,2,preflop,hermes,fold,0,5000000,5000000,150000,0,50000,2893,0,,,2026-05-11T17:26:33.263513+00:00,01KRC16RWHYB7F95ZAHQZ85T94,2
01KRC176K7ZBX6PJN7EBKV7D8E,01KRC174RT7X304FWMVVANTE4H,2,preflop,openclaw,fold,0,4950000,4950000,150000,0,50000,1859,0,,,2026-05-11T17:26:38.439095+00:00,01KRC16RWHYB7F95ZAHQZ85T94,3
01KRC17BHN5ZCPQ1R1ZN9B4R49,01KRC179N2C8YRQKNKAFPR0MK4,2,preflop,hermes,fold,0,5000000,5000000,150000,0,50000,1924,0,,,2026-05-11T17:26:43.509561+00:00,01KRC16RWHYB7F95ZAHQZ85T94,4
01KRC17GFNR0AE3BNXFNEQE5R4,01KRC17EKDJKQPVFHH4EDY7YKT,2,preflop,openclaw,raise,200000,4949021,4799021,150000,300000,50000,1914,0,,,2026-05-11T17:26:48.565447+00:00,01KRC16RWHYB7F95ZAHQZ85T94,5
01KRC17HN5JFXJM824FDVRP1EJ,01KRC17EKDJKQPVFHH4EDY7YKT,3,preflop,hermes,fold,0,4900000,4900000,300000,0,100000,1185,0,,,2026-05-11T17:26:49.765356+00:00,01KRC16RWHYB7F95ZAHQZ85T94,5
01KRC17QRVK0YHZPV7WWX1N3FT,01KRC17MPENT1APMAX64ZZFKDB,2,preflop,hermes,raise,200000,4849155,4699155,150000,300000,50000,3138,0,,repaired-action: illegal_action_for_state,2026-05-11T17:26:56.027485+00:00,01KRC16RWHYB7F95ZAHQZ85T94,6
01KRC17SMAWZD0AEXJCBQCSKRW,01KRC17MPENT1APMAX64ZZFKDB,3,preflop,openclaw,fold,0,4999021,4999021,300000,0,100000,1891,0,,,2026-05-11T17:26:57.930383+00:00,01KRC16RWHYB7F95ZAHQZ85T94,6
01KRC17YMHATBNNS5C7YAPKY0Z,01KRC17X415JF2FSK11QBXVEZS,2,preflop,openclaw,call,50000,4949021,4899021,150000,200000,50000,1540,0,,,2026-05-11T17:27:03.057688+00:00,01KRC16RWHYB7F95ZAHQZ85T94,7
01KRC180H3Q7FF29B7PR30YSPR,01KRC17X415JF2FSK11QBXVEZS,3,preflop,hermes,check,0,4898866,4898866,200000,200000,0,1924,0,,,2026-05-11T17:27:04.995654+00:00,01KRC16RWHYB7F95ZAHQZ85T94,7
01KRC18A2F7K7WANKC9QCXAN6M,01KRC17X415JF2FSK11QBXVEZS,4,flop,hermes,check,0,4898866,4898866,200000,200000,0,9759,0,,,2026-05-11T17:27:14.767697+00:00,01KRC16RWHYB7F95ZAHQZ85T94,7
01KRC18BPE5E9W8XQ1YEMRDD4K,01KRC17X415JF2FSK11QBXVEZS,5,flop,openclaw,check,0,4899021,4899021,200000,200000,0,1650,0,,,2026-05-11T17:27:16.430133+00:00,01KRC16RWHYB7F95ZAHQZ85T94,7
01KRC18DJ36W7TYCR8CHSREYBZ,01KRC17X415JF2FSK11QBXVEZS,6,turn,hermes,check,0,4898866,4898866,200000,200000,0,1899,0,,,2026-05-11T17:27:18.339658+00:00,01KRC16RWHYB7F95ZAHQZ85T94,7
01KRC18FFQGNM2M10HWXQ21RXD,01KRC17X415JF2FSK11QBXVEZS,7,turn,openclaw,check,0,4899021,4899021,200000,200000,0,1960,0,,,2026-05-11T17:27:20.311741+00:00,01KRC16RWHYB7F95ZAHQZ85T94,7
01KRC18H1Y3ZHSYN6KFASWR4PV,01KRC17X415JF2FSK11QBXVEZS,8,river,hermes,check,0,4898866,4898866,200000,200000,0,1595,0,,,2026-05-11T17:27:21.918391+00:00,01KRC16RWHYB7F95ZAHQZ85T94,7
01KRC18JK0DNEEVDZT48GAV52N,01KRC17X415JF2FSK11QBXVEZS,9,river,openclaw,check,0,4899021,5099021,200000,0,0,1546,0,,,2026-05-11T17:27:23.488339+00:00,01KRC16RWHYB7F95ZAHQZ85T94,7
01KRC18QXNTHNCYVE1HCTZ5YFC,01KRC18NT8TSS7C0R26YQNMMPE,2,preflop,hermes,fold,0,4847354,4847354,150000,0,50000,2145,0,,,2026-05-11T17:27:28.949875+00:00,01KRC16RWHYB7F95ZAHQZ85T94,8
01KRC18WSKH557YYR8GXVEFD43,01KRC18TYMSB930BXWVDCKSB0K,2,preflop,openclaw,fold,0,5096266,5096266,150000,0,50000,1876,0,,,2026-05-11T17:27:33.939031+00:00,01KRC16RWHYB7F95ZAHQZ85T94,9
01KRC192P1TQ28BGJ32KE8VWWZ,01KRC18ZSJ392XB1G49JGEYC5D,2,preflop,hermes,raise,200000,4846530,4696530,150000,300000,50000,2948,0,,repaired-action: illegal_action_for_state,2026-05-11T17:27:39.969274+00:00,01KRC16RWHYB7F95ZAHQZ85T94,10
01KRC194CH94G4SGFE6XZ50K42,01KRC18ZSJ392XB1G49JGEYC5D,3,preflop,openclaw,call,100000,4995667,4895667,300000,400000,100000,1729,0,,,2026-05-11T17:27:41.713638+00:00,01KRC16RWHYB7F95ZAHQZ85T94,10
01KRC19611C0P11R0QDEK8D8QF,01KRC18ZSJ392XB1G49JGEYC5D,4,flop,openclaw,check,0,4895667,4895667,400000,400000,0,1667,0,,,2026-05-11T17:27:43.393989+00:00,01KRC16RWHYB7F95ZAHQZ85T94,10
01KRC198VK8387AQA92QHCKQMM,01KRC18ZSJ392XB1G49JGEYC5D,5,flop,hermes,raise,300000,4696530,4396530,400000,700000,0,2885,0,,,2026-05-11T17:27:46.291504+00:00,01KRC16RWHYB7F95ZAHQZ85T94,10
