settlement_id,match_id,hand_id,agent_name,limit_before_micros,limit_delta_micros,limit_after_micros,reason,status,timestamp,hand_number
01KRC16W1R9PH5GMSDQRD5ZWRS,01KRC16RWHYB7F95ZAHQZ85T94,01KRC16TDAY0VHNMPETAXHXRTC,hermes,5000000,50000,5050000,hand_win,confirmed,2026-05-11T17:26:27.640734+00:00,1
01KRC16W1TT3GJ6R8KZ1GYTH7P,01KRC16RWHYB7F95ZAHQZ85T94,01KRC16TDAY0VHNMPETAXHXRTC,openclaw,5000000,-50000,4950000,hand_loss,confirmed,2026-05-11T17:26:27.643018+00:00,1
01KRC17243C17WKCHES6QZPRTF,01KRC16RWHYB7F95ZAHQZ85T94,01KRC16YPRM1W25D9R2GA0DZ4W,hermes,5050000,-50000,5000000,hand_loss,confirmed,2026-05-11T17:26:33.859905+00:00,2
01KRC172435BQ724B42KSEDS7B,01KRC16RWHYB7F95ZAHQZ85T94,01KRC16YPRM1W25D9R2GA0DZ4W,openclaw,4950000,50000,5000000,hand_win,confirmed,2026-05-11T17:26:33.859278+00:00,2
01KRC17709SJBF2B1HB1N9ZJGW,01KRC16RWHYB7F95ZAHQZ85T94,01KRC174RT7X304FWMVVANTE4H,hermes,5000000,50000,5050000,hand_win,confirmed,2026-05-11T17:26:38.857734+00:00,3
01KRC1770AZ6RXGFJ9MK1AHSVM,01KRC16RWHYB7F95ZAHQZ85T94,01KRC174RT7X304FWMVVANTE4H,openclaw,5000000,-50000,4950000,hand_loss,confirmed,2026-05-11T17:26:38.858518+00:00,3
01KRC17BXT0VX1FHKXNE7Q6AK1,01KRC16RWHYB7F95ZAHQZ85T94,01KRC179N2C8YRQKNKAFPR0MK4,hermes,5050000,-50000,5000000,hand_loss,confirmed,2026-05-11T17:26:43.898480+00:00,4
01KRC17BXSMF3WRZSDRGJFNK1Q,01KRC16RWHYB7F95ZAHQZ85T94,01KRC179N2C8YRQKNKAFPR0MK4,openclaw,4950000,50000,5000000,hand_win,confirmed,2026-05-11T17:26:43.897668+00:00,4
01KRC17J1KTZJB7JJW0FFFXAEE,01KRC16RWHYB7F95ZAHQZ85T94,01KRC17EKDJKQPVFHH4EDY7YKT,hermes,5000000,-100000,4900000,hand_loss,confirmed,2026-05-11T17:26:50.163576+00:00,5
01KRC17J1M4TG5MVKD31387VPJ,01KRC16RWHYB7F95ZAHQZ85T94,01KRC17EKDJKQPVFHH4EDY7YKT,openclaw,5000000,100000,5100000,hand_win,confirmed,2026-05-11T17:26:50.164137+00:00,5
01KRC17T60EWSDBS7WMNNQZ3A1,01KRC16RWHYB7F95ZAHQZ85T94,01KRC17MPENT1APMAX64ZZFKDB,hermes,4900000,100000,5000000,hand_win,confirmed,2026-05-11T17:26:58.496084+00:00,6
01KRC17T5ZE66ZVHCGX1Q2K7T0,01KRC16RWHYB7F95ZAHQZ85T94,01KRC17MPENT1APMAX64ZZFKDB,openclaw,5100000,-100000,5000000,hand_loss,confirmed,2026-05-11T17:26:58.495114+00:00,6
01KRC18K3TSSKAWJ5M9A2103BM,01KRC16RWHYB7F95ZAHQZ85T94,01KRC17X415JF2FSK11QBXVEZS,hermes,5000000,-100000,4900000,hand_loss,confirmed,2026-05-11T17:27:24.026130+00:00,7
