action_id,hand_id,sequence,street,agent_name,action_type,amount_micros,stack_before_micros,stack_after_micros,pot_before_micros,pot_after_micros,to_call_micros,decision_latency_ms,was_auto_action,auto_action_reason,reasoning_text,timestamp,match_id,hand_number
01KRH8ZQGMZHYKSMDXP27G2ABX,01KRH8ZNYW7NJJWJVP7QVVG8WN,2,preflop,openclaw,fold,0,4950000,4950000,150000,0,50000,1586,0,,,2026-05-13T18:18:34.388464+00:00,01KRH8ZMCZ1N5Q10H4MRFXYXKE,1
01KRH8ZYFKJ25Q2CRWA8PHVSYK,01KRH8ZVXNZPVNNGK5AWF4BTBF,2,preflop,hermes,fold,0,5000000,5000000,150000,0,50000,2611,0,,,2026-05-13T18:18:41.523166+00:00,01KRH8ZMCZ1N5Q10H4MRFXYXKE,2
01KRH902PTE04HEV4E3NFHPR6W,01KRH901K8E0QKWWG1XSNBCB8Y,2,preflop,openclaw,fold,0,4950000,4950000,150000,0,50000,1129,0,,,2026-05-13T18:18:45.850512+00:00,01KRH8ZMCZ1N5Q10H4MRFXYXKE,3
01KRH908FBZHVCTNX64X4HDATX,01KRH905V1ABZT9ZFGZCASK467,2,preflop,hermes,fold,0,5000000,5000000,150000,0,50000,2687,0,,,2026-05-13T18:18:51.755603+00:00,01KRH8ZMCZ1N5Q10H4MRFXYXKE,4
01KRH90DWGP8R6TZDH0DN3GWTQ,01KRH90BQTPXECVWRPSN8BCXBD,2,preflop,openclaw,fold,0,4949663,4949663,150000,0,50000,2187,0,,,2026-05-13T18:18:57.296748+00:00,01KRH8ZMCZ1N5Q10H4MRFXYXKE,5
01KRH90KA2TCTWAW1N2058FA5Y,01KRH90GZVH4A6JY2Z24V7YGEY,2,preflop,hermes,fold,0,4996750,4996750,150000,0,50000,2365,0,,,2026-05-13T18:19:02.850656+00:00,01KRH8ZMCZ1N5Q10H4MRFXYXKE,6
01KRH90R8XZZCPJ8VBHEHN9NKQ,01KRH90PEEFNNK1Z3624N9RWTE,2,preflop,openclaw,fold,0,4949257,4949257,150000,0,50000,1862,0,,,2026-05-13T18:19:07.933716+00:00,01KRH8ZMCZ1N5Q10H4MRFXYXKE,7
01KRH90XZNCQPXPXHAEH5X715S,01KRH90VCE03AKHMC9FD9WA7PJ,2,preflop,hermes,fold,0,4993500,4993500,150000,0,50000,2649,0,,,2026-05-13T18:19:13.781978+00:00,01KRH8ZMCZ1N5Q10H4MRFXYXKE,8
01KRH913NR0W0G71ZXRA6DS80G,01KRH9112ZVBQ56B9VS76Z93V7,2,preflop,openclaw,fold,0,4948844,4948844,150000,0,50000,2637,0,,,2026-05-13T18:19:19.608047+00:00,01KRH8ZMCZ1N5Q10H4MRFXYXKE,9
01KRH919J3W630QJ1EQ7Y2SXG3,01KRH916TR1SFTKKGEZ5KG2QK3,2,preflop,hermes,call,50000,4990250,4940250,150000,200000,50000,2784,0,,,2026-05-13T18:19:25.635521+00:00,01KRH8ZMCZ1N5Q10H4MRFXYXKE,10
01KRH91JGH19P81AB64BTSD8A0,01KRH916TR1SFTKKGEZ5KG2QK3,3,preflop,openclaw,check,0,4848844,4848844,200000,200000,0,9153,0,,,2026-05-13T18:19:34.801382+00:00,01KRH8ZMCZ1N5Q10H4MRFXYXKE,10
01KRH91KTX74M9HQEQ2BNC8XJX,01KRH916TR1SFTKKGEZ5KG2QK3,4,flop,openclaw,check,0,4848844,4848844,200000,200000,0,1345,0,,,2026-05-13T18:19:36.157244+00:00,01KRH8ZMCZ1N5Q10H4MRFXYXKE,10
01KRH91P2X1GHYBG81RXN3VFK9,01KRH916TR1SFTKKGEZ5KG2QK3,5,flop,hermes,raise,100000,4940250,4840250,200000,300000,0,2293,0,,,2026-05-13T18:19:38.461786+00:00,01KRH8ZMCZ1N5Q10H4MRFXYXKE,10
01KRH91RP4PXSM5RM4YWYF2ZT3,01KRH916TR1SFTKKGEZ5KG2QK3,6,flop,openclaw,fold,0,4848844,4848844,300000,0,100000,2650,0,,,2026-05-13T18:19:41.124404+00:00,01KRH8ZMCZ1N5Q10H4MRFXYXKE,10
01KRH91XDWSQJTXCZ1T6QYCX44,01KRH91VYXFWV3VZCEZE7J09Q9,2,preflop,openclaw,fold,0,4798560,4798560,150000,0,50000,1492,0,,,2026-05-13T18:19:45.980393+00:00,01KRH8ZMCZ1N5Q10H4MRFXYXKE,11
01KRH922P7DB1MZPZKFVTAXQS4,01KRH920HTRY9ZVPVXNCP930HV,2,preflop,hermes,call,50000,5133755,5083755,150000,200000,50000,2177,0,,,2026-05-13T18:19:51.367367+00:00,01KRH8ZMCZ1N5Q10H4MRFXYXKE,12
01KRH9244C7HBRK8ZBGDB4BQ8K,01KRH920HTRY9ZVPVXNCP930HV,3,preflop,openclaw,check,0,4698560,4698560,200000,200000,0,1465,0,,,2026-05-13T18:19:52.844296+00:00,01KRH8ZMCZ1N5Q10H4MRFXYXKE,12
