settlement_id,match_id,hand_id,agent_name,limit_before_micros,limit_delta_micros,limit_after_micros,reason,status,timestamp,hand_number
01KRH8ZQY0B0PZC651E6HJJKJQ,01KRH8ZMCZ1N5Q10H4MRFXYXKE,01KRH8ZNYW7NJJWJVP7QVVG8WN,hermes,5000000,50000,5050000,hand_win,confirmed,2026-05-13T18:18:34.816880+00:00,1
01KRH8ZQY2MZE8QTNB47D5T9N5,01KRH8ZMCZ1N5Q10H4MRFXYXKE,01KRH8ZNYW7NJJWJVP7QVVG8WN,openclaw,5000000,-50000,4950000,hand_loss,confirmed,2026-05-13T18:18:34.818601+00:00,1
01KRH8ZYWNRGQF8GYXRS9TFJGW,01KRH8ZMCZ1N5Q10H4MRFXYXKE,01KRH8ZVXNZPVNNGK5AWF4BTBF,hermes,5050000,-50000,5000000,hand_loss,confirmed,2026-05-13T18:18:41.941305+00:00,2
01KRH8ZYWMGY40QXADG9M4Y1YX,01KRH8ZMCZ1N5Q10H4MRFXYXKE,01KRH8ZVXNZPVNNGK5AWF4BTBF,openclaw,4950000,50000,5000000,hand_win,confirmed,2026-05-13T18:18:41.940130+00:00,2
01KRH9033H5FTKPV2B3Y9PJT5J,01KRH8ZMCZ1N5Q10H4MRFXYXKE,01KRH901K8E0QKWWG1XSNBCB8Y,hermes,5000000,50000,5050000,hand_win,confirmed,2026-05-13T18:18:46.257542+00:00,3
01KRH9033JV5K1T0PHET7A4R0N,01KRH8ZMCZ1N5Q10H4MRFXYXKE,01KRH901K8E0QKWWG1XSNBCB8Y,openclaw,5000000,-50000,4950000,hand_loss,confirmed,2026-05-13T18:18:46.258332+00:00,3
01KRH908WRYZR3XDD16E5T77F2,01KRH8ZMCZ1N5Q10H4MRFXYXKE,01KRH905V1ABZT9ZFGZCASK467,hermes,5050000,-50000,5000000,hand_loss,confirmed,2026-05-13T18:18:52.184850+00:00,4
01KRH908WQP2PZDT0K3E2BMNB2,01KRH8ZMCZ1N5Q10H4MRFXYXKE,01KRH905V1ABZT9ZFGZCASK467,openclaw,4950000,50000,5000000,hand_win,confirmed,2026-05-13T18:18:52.184006+00:00,4
01KRH90E9B1WKMJS9KGW6QXV52,01KRH8ZMCZ1N5Q10H4MRFXYXKE,01KRH90BQTPXECVWRPSN8BCXBD,hermes,5000000,50000,5050000,hand_win,confirmed,2026-05-13T18:18:57.707812+00:00,5
01KRH90E9CQX16AWF28JNVG5C6,01KRH8ZMCZ1N5Q10H4MRFXYXKE,01KRH90BQTPXECVWRPSN8BCXBD,openclaw,5000000,-50000,4950000,hand_loss,confirmed,2026-05-13T18:18:57.708566+00:00,5
01KRH90KQJRWX8B97VMQ7XSE41,01KRH8ZMCZ1N5Q10H4MRFXYXKE,01KRH90GZVH4A6JY2Z24V7YGEY,hermes,5050000,-50000,5000000,hand_loss,confirmed,2026-05-13T18:19:03.282619+00:00,6
01KRH90KQHGYH0N7PN22F8RKM3,01KRH8ZMCZ1N5Q10H4MRFXYXKE,01KRH90GZVH4A6JY2Z24V7YGEY,openclaw,4950000,50000,5000000,hand_win,confirmed,2026-05-13T18:19:03.281756+00:00,6
01KRH90RNKJPH6427PVYMBTSXN,01KRH8ZMCZ1N5Q10H4MRFXYXKE,01KRH90PEEFNNK1Z3624N9RWTE,hermes,5000000,50000,5050000,hand_win,confirmed,2026-05-13T18:19:08.340009+00:00,7
01KRH90RNM406RXJ8MH5F4FS79,01KRH8ZMCZ1N5Q10H4MRFXYXKE,01KRH90PEEFNNK1Z3624N9RWTE,openclaw,5000000,-50000,4950000,hand_loss,confirmed,2026-05-13T18:19:08.340540+00:00,7
01KRH90YCQ0V9MH7XJ4FA136GN,01KRH8ZMCZ1N5Q10H4MRFXYXKE,01KRH90VCE03AKHMC9FD9WA7PJ,hermes,5050000,-50000,5000000,hand_loss,confirmed,2026-05-13T18:19:14.199418+00:00,8
01KRH90YCPT2F9KJ0A6CYET9Z6,01KRH8ZMCZ1N5Q10H4MRFXYXKE,01KRH90VCE03AKHMC9FD9WA7PJ,openclaw,4950000,50000,5000000,hand_win,confirmed,2026-05-13T18:19:14.198363+00:00,8
01KRH9142B1S3DF6FE34RQHY8P,01KRH8ZMCZ1N5Q10H4MRFXYXKE,01KRH9112ZVBQ56B9VS76Z93V7,hermes,5000000,50000,5050000,hand_win,confirmed,2026-05-13T18:19:20.011394+00:00,9
01KRH9142CHEK5NGZSTAF6XQW3,01KRH8ZMCZ1N5Q10H4MRFXYXKE,01KRH9112ZVBQ56B9VS76Z93V7,openclaw,5000000,-50000,4950000,hand_loss,confirmed,2026-05-13T18:19:20.012633+00:00,9
01KRH91S8KXX40WZ1FECK5NJR5,01KRH8ZMCZ1N5Q10H4MRFXYXKE,01KRH916TR1SFTKKGEZ5KG2QK3,hermes,5050000,100000,5150000,hand_win,confirmed,2026-05-13T18:19:41.715927+00:00,10
01KRH91S8KZNPTYKP5M9H4P0XD,01KRH8ZMCZ1N5Q10H4MRFXYXKE,01KRH916TR1SFTKKGEZ5KG2QK3,openclaw,4950000,-100000,4850000,hand_loss,confirmed,2026-05-13T18:19:41.715054+00:00,10
01KRH91XTNRX8YCH23FD642YJ0,01KRH8ZMCZ1N5Q10H4MRFXYXKE,01KRH91VYXFWV3VZCEZE7J09Q9,hermes,5150000,50000,5200000,hand_win,confirmed,2026-05-13T18:19:46.389741+00:00,11
01KRH91XTP0CRN0RW9TR6FPAX6,01KRH8ZMCZ1N5Q10H4MRFXYXKE,01KRH91VYXFWV3VZCEZE7J09Q9,openclaw,4850000,-50000,4800000,hand_loss,confirmed,2026-05-13T18:19:46.390700+00:00,11
