action_id,hand_id,sequence,street,agent_name,action_type,amount_micros,stack_before_micros,stack_after_micros,pot_before_micros,pot_after_micros,to_call_micros,decision_latency_ms,was_auto_action,auto_action_reason,reasoning_text,timestamp,match_id,hand_number
01KRH9TZR6KM4AM3P1KY38179D,01KRH9TYDZEC0BP36BJT861RTJ,2,preflop,openclaw,fold,0,4950000,4950000,150000,0,50000,1344,0,,,2026-05-13T18:33:27.558415+00:00,01KRH9TWVP46N1W1Q3HPGJFXKN,1
01KRH9V5YXQR2EZ0DGFG6G0B10,01KRH9V2RATZK7PTZBHFZBY185,2,preflop,hermes,raise,225000,5000000,4825000,150000,325000,50000,3274,0,,,2026-05-13T18:33:33.917907+00:00,01KRH9TWVP46N1W1Q3HPGJFXKN,2
01KRH9V94HKMPJ7YMHMMACSCJM,01KRH9V2RATZK7PTZBHFZBY185,3,preflop,openclaw,raise,350000,4850000,4600000,325000,575000,125000,3239,0,,,2026-05-13T18:33:37.169297+00:00,01KRH9TWVP46N1W1Q3HPGJFXKN,2
01KRH9VC4NFHPMA8MYT5GY5MC1,01KRH9V2RATZK7PTZBHFZBY185,4,preflop,hermes,raise,475000,4825000,4575000,575000,825000,125000,3067,0,,,2026-05-13T18:33:40.245248+00:00,01KRH9TWVP46N1W1Q3HPGJFXKN,2
01KRH9VE1HPV38STNTXYV61FQQ,01KRH9V2RATZK7PTZBHFZBY185,5,preflop,openclaw,raise,600000,4600000,4350000,825000,1075000,125000,1939,0,,,2026-05-13T18:33:42.193659+00:00,01KRH9TWVP46N1W1Q3HPGJFXKN,2
01KRH9VH95FZFQCXQ1QT9WGDJV,01KRH9V2RATZK7PTZBHFZBY185,6,preflop,hermes,raise,725000,4575000,4325000,1075000,1325000,125000,3304,0,,,2026-05-13T18:33:45.509099+00:00,01KRH9TWVP46N1W1Q3HPGJFXKN,2
01KRH9VKE51C5DWXV3E59TRZPQ,01KRH9V2RATZK7PTZBHFZBY185,7,preflop,openclaw,raise,850000,4350000,4100000,1325000,1575000,125000,2198,0,,,2026-05-13T18:33:47.717744+00:00,01KRH9TWVP46N1W1Q3HPGJFXKN,2
01KRH9VPKCAS46H3240VQXB3ZR,01KRH9V2RATZK7PTZBHFZBY185,8,preflop,hermes,raise,975000,4325000,4075000,1575000,1825000,125000,3229,0,,,2026-05-13T18:33:50.956038+00:00,01KRH9TWVP46N1W1Q3HPGJFXKN,2
01KRH9VS8S68E71TT1RB65H9W3,01KRH9V2RATZK7PTZBHFZBY185,9,preflop,openclaw,raise,1100000,4100000,3850000,1825000,2075000,125000,2722,0,,,2026-05-13T18:33:53.689319+00:00,01KRH9TWVP46N1W1Q3HPGJFXKN,2
01KRH9VVY6V11KJJPQ33SNZH2M,01KRH9V2RATZK7PTZBHFZBY185,10,preflop,hermes,raise,1225000,4075000,3825000,2075000,2325000,125000,2725,0,,,2026-05-13T18:33:56.422663+00:00,01KRH9TWVP46N1W1Q3HPGJFXKN,2
