action_id,hand_id,sequence,street,agent_name,action_type,amount_micros,stack_before_micros,stack_after_micros,pot_before_micros,pot_after_micros,to_call_micros,decision_latency_ms,was_auto_action,auto_action_reason,reasoning_text,timestamp,match_id,hand_number
01KRHCRV44726XEXNMPAVTKK4N,01KRHCRSBCCQ0790V8JDJP7XFH,2,preflop,openclaw,fold,0,4950000,4950000,150000,0,50000,1804,0,,,2026-05-13T19:24:43.012089+00:00,01KRHCRPWBSFP8NP661689YV9A,1
01KRHCS1WGZSZ5VZPTT23YKVHM,01KRHCRY6GSQWK97J82M8YBFDA,2,preflop,hermes,fold,0,5000000,5000000,150000,0,50000,3769,0,,,2026-05-13T19:24:49.936984+00:00,01KRHCRPWBSFP8NP661689YV9A,2
01KRHCS6R3NB3AKJWBM7SWKF35,01KRHCS51Z9WT60HED7EXTQ250,2,preflop,openclaw,fold,0,4950000,4950000,150000,0,50000,1723,0,,,2026-05-13T19:24:54.915533+00:00,01KRHCRPWBSFP8NP661689YV9A,3
01KRHCSCX7HN8BJ1A5HEW62328,01KRHCS9NJD3TA43MJB1PGXCD9,2,preflop,hermes,fold,0,5000000,5000000,150000,0,50000,3307,0,,,2026-05-13T19:25:01.223543+00:00,01KRHCRPWBSFP8NP661689YV9A,4
01KRHCSHXKE4YM1YAW7R2WVVDM,01KRHCSFWFZ79H3NP3D3CWCS9S,2,preflop,openclaw,raise,200000,4949590,4799590,150000,300000,50000,2071,0,,repaired-action: illegal_action_for_state,2026-05-13T19:25:06.355646+00:00,01KRHCRPWBSFP8NP661689YV9A,5
01KRHCT2P0D0XXPFV9GBFTR8NP,01KRHCSFWFZ79H3NP3D3CWCS9S,3,preflop,hermes,fold,0,4900000,4900000,300000,0,100000,17149,0,,repaired-action: schema_validation_failed,2026-05-13T19:25:23.520685+00:00,01KRHCRPWBSFP8NP661689YV9A,5
01KRHCTDWC34XFZFTV675X3XZE,01KRHCT7ESTK6DNARV8JTJ1NVM,2,preflop,hermes,fold,0,4841462,4841462,150000,0,50000,6567,0,,,2026-05-13T19:25:34.988621+00:00,01KRHCRPWBSFP8NP661689YV9A,6
01KRHCTNJY15SW4A8AME32FJMK,01KRHCTH0RG65MZ9ZV4ABACTSG,2,preflop,openclaw,raise,200000,5098670,4948670,150000,300000,50000,4667,0,,repaired-action: illegal_action_for_state,2026-05-13T19:25:42.878071+00:00,01KRHCRPWBSFP8NP661689YV9A,7
01KRHCTWNKE7BNEYSK13WS7JP1,01KRHCTH0RG65MZ9ZV4ABACTSG,3,preflop,hermes,raise,600000,4741462,4241462,300000,800000,100000,7242,0,,repaired-action: schema_validation_failed,2026-05-13T19:25:50.131343+00:00,01KRHCRPWBSFP8NP661689YV9A,7
01KRHCTYWNKY7BG4MYGP4WJ7Q0,01KRHCTH0RG65MZ9ZV4ABACTSG,4,preflop,openclaw,raise,1000000,4948670,4148670,800000,1600000,400000,2261,0,,,2026-05-13T19:25:52.405198+00:00,01KRHCRPWBSFP8NP661689YV9A,7
01KRHCVJJZSAP2F7VA5KAZTYZK,01KRHCTH0RG65MZ9ZV4ABACTSG,5,preflop,hermes,raise,1600000,4241462,3241462,1600000,2600000,400000,20158,0,,repaired-action: no_json_object_found,2026-05-13T19:26:12.575902+00:00,01KRHCRPWBSFP8NP661689YV9A,7
01KRHCVKMZQEFFH1J9ZENS7KZV,01KRHCTH0RG65MZ9ZV4ABACTSG,6,preflop,openclaw,raise,2200000,4148670,2948670,2600000,3800000,600000,1070,0,,,2026-05-13T19:26:13.663388+00:00,01KRHCRPWBSFP8NP661689YV9A,7
01KRHCVQJ0Z9998PVMEMVBTB3S,01KRHCTH0RG65MZ9ZV4ABACTSG,7,preflop,hermes,call,600000,3241462,2641462,3800000,4400000,600000,3986,0,,,2026-05-13T19:26:17.664522+00:00,01KRHCRPWBSFP8NP661689YV9A,7
01KRHCVYB4PRNZZ3EXAG0N1937,01KRHCTH0RG65MZ9ZV4ABACTSG,8,flop,hermes,check,0,2641462,2641462,4400000,4400000,0,6936,0,,,2026-05-13T19:26:24.612377+00:00,01KRHCRPWBSFP8NP661689YV9A,7
01KRHCW0HGR6FXTFYCB782YFHV,01KRHCTH0RG65MZ9ZV4ABACTSG,9,flop,openclaw,raise,2948670,2948670,0,4400000,7348670,0,2243,0,,,2026-05-13T19:26:26.864633+00:00,01KRHCRPWBSFP8NP661689YV9A,7
01KRHCW5D8RFSWMFC12K35YRED,01KRHCTH0RG65MZ9ZV4ABACTSG,10,flop,hermes,fold,0,2641462,2641462,7348670,0,2948670,4971,0,,,2026-05-13T19:26:31.848359+00:00,01KRHCRPWBSFP8NP661689YV9A,7
01KRHCWD5QZZB2HG39JET57GW2,01KRHCW8H7BK4GZNXNDMC2V5R0,2,preflop,hermes,raise,200000,2574638,2424638,150000,300000,50000,4743,0,,,2026-05-13T19:26:39.799659+00:00,01KRHCRPWBSFP8NP661689YV9A,8
01KRHCWFQNC7SVWCDZ9WHQB20X,01KRHCW8H7BK4GZNXNDMC2V5R0,3,preflop,openclaw,raise,600000,7246767,6746767,300000,800000,100000,2607,0,,,2026-05-13T19:26:42.421140+00:00,01KRHCRPWBSFP8NP661689YV9A,8
01KRHCWK3ZGSR5XF4YZPQ98CWE,01KRHCW8H7BK4GZNXNDMC2V5R0,4,preflop,hermes,raise,1000000,2424638,1624638,800000,1600000,400000,3453,0,,,2026-05-13T19:26:45.887738+00:00,01KRHCRPWBSFP8NP661689YV9A,8
01KRHCWNZX568E0M48FSV3JFGS,01KRHCW8H7BK4GZNXNDMC2V5R0,5,preflop,openclaw,raise,1400000,6746767,5946767,1600000,2400000,400000,2931,0,,,2026-05-13T19:26:48.829365+00:00,01KRHCRPWBSFP8NP661689YV9A,8
01KRHCWXT8B83ERRSVC87RYWDS,01KRHCW8H7BK4GZNXNDMC2V5R0,6,preflop,hermes,call,400000,1624638,1224638,2400000,2800000,400000,7996,0,,repaired-action: no_json_object_found,2026-05-13T19:26:56.840250+00:00,01KRHCRPWBSFP8NP661689YV9A,8
01KRHCWYVYYDNE2QVMPSKKDNZ6,01KRHCW8H7BK4GZNXNDMC2V5R0,7,flop,openclaw,check,0,5946767,5946767,2800000,2800000,0,1067,0,,,2026-05-13T19:26:57.918118+00:00,01KRHCRPWBSFP8NP661689YV9A,8
01KRHCX1WBAZ7HCXN07TV7ZAVW,01KRHCW8H7BK4GZNXNDMC2V5R0,8,flop,hermes,check,0,1224638,1224638,2800000,2800000,0,3073,0,,,2026-05-13T19:27:01.003811+00:00,01KRHCRPWBSFP8NP661689YV9A,8
01KRHCX34EGDPEEB8CV9DN4A2F,01KRHCW8H7BK4GZNXNDMC2V5R0,9,turn,openclaw,raise,1224638,5946767,4722129,2800000,4024638,0,1273,0,,,2026-05-13T19:27:02.286092+00:00,01KRHCRPWBSFP8NP661689YV9A,8
01KRHCX7QF7VWRV2MDCW7XT68P,01KRHCW8H7BK4GZNXNDMC2V5R0,10,turn,hermes,call,1224638,1224638,0,4024638,0,1224638,4693,0,,,2026-05-13T19:27:06.991186+00:00,01KRHCRPWBSFP8NP661689YV9A,8
