snapshot_id,match_id,hand_id,agent_name,snapshot_type,limit_micros,usage_micros,limit_remaining_micros,timestamp,hand_number
01KRC5MN85FJEEN2CN4GXCRK2P,01KRC5MMPSKEQYHDARWWEC64Q7,,hermes,match_start,5000000,0,5000000,2026-05-11T18:43:53.733202+00:00,
01KRC5MNEBYJCCAF04DMKG7RW7,01KRC5MMPSKEQYHDARWWEC64Q7,,openclaw,match_start,5000000,0,5000000,2026-05-11T18:43:53.931060+00:00,
01KRC5MPK7PBX1JZ39X92GSW4Q,01KRC5MMPSKEQYHDARWWEC64Q7,01KRC5MPK41YFS3BQECGD3RA7P,hermes,hand_start,5000000,0,5000000,2026-05-11T18:43:55.111717+00:00,1
01KRC5MPK822E6AK05MEK99PK5,01KRC5MMPSKEQYHDARWWEC64Q7,01KRC5MPK41YFS3BQECGD3RA7P,openclaw,hand_start,5000000,0,5000000,2026-05-11T18:43:55.112402+00:00,1
01KRC5MT860WFDF8NWRVVKGYZA,01KRC5MMPSKEQYHDARWWEC64Q7,01KRC5MPK41YFS3BQECGD3RA7P,hermes,hand_end,5050000,0,5050000,2026-05-11T18:43:58.854760+00:00,1
01KRC5MT89M2XK5JQATWNVQ8E5,01KRC5MMPSKEQYHDARWWEC64Q7,01KRC5MPK41YFS3BQECGD3RA7P,openclaw,hand_end,4950000,0,4950000,2026-05-11T18:43:58.858007+00:00,1
01KRC5MVN26DGHZE8C8R7SJWTG,01KRC5MMPSKEQYHDARWWEC64Q7,01KRC5MVN0XPBVYVYHPFKS0XYH,hermes,hand_start,5050000,0,5050000,2026-05-11T18:44:00.290566+00:00,2
01KRC5MVN3KBDHY38DM0X84AJW,01KRC5MMPSKEQYHDARWWEC64Q7,01KRC5MVN0XPBVYVYHPFKS0XYH,openclaw,hand_start,4950000,0,4950000,2026-05-11T18:44:00.291133+00:00,2
01KRC5NRQ4DR8WMH78BM7FG4EB,01KRC5MMPSKEQYHDARWWEC64Q7,01KRC5MVN0XPBVYVYHPFKS0XYH,hermes,hand_end,4950000,1566,4948434,2026-05-11T18:44:30.052230+00:00,2
01KRC5NRQ7AJ3N7G63N7GZKG9Y,01KRC5MMPSKEQYHDARWWEC64Q7,01KRC5MVN0XPBVYVYHPFKS0XYH,openclaw,hand_end,5050000,1638,5048362,2026-05-11T18:44:30.055421+00:00,2
01KRC5NT2PFJJRDGXNNBXHKZSS,01KRC5MMPSKEQYHDARWWEC64Q7,01KRC5NT2MG9GMTFJA02JNDXJF,hermes,hand_start,4950000,1566,4948434,2026-05-11T18:44:31.446362+00:00,3
01KRC5NT2P9GB32YMVZ4NHFD9S,01KRC5MMPSKEQYHDARWWEC64Q7,01KRC5NT2MG9GMTFJA02JNDXJF,openclaw,hand_start,5050000,1638,5048362,2026-05-11T18:44:31.446796+00:00,3
01KRC5NZGRNK1AK5N6TY0ZJKNF,01KRC5MMPSKEQYHDARWWEC64Q7,01KRC5NT2MG9GMTFJA02JNDXJF,hermes,hand_end,4850000,1566,4848434,2026-05-11T18:44:37.016173+00:00,3
01KRC5NZGTVP2Z5JJBKA8R8Y1S,01KRC5MMPSKEQYHDARWWEC64Q7,01KRC5NT2MG9GMTFJA02JNDXJF,openclaw,hand_end,5150000,1988,5148012,2026-05-11T18:44:37.018701+00:00,3
01KRC5P0X2J39QZNZ1RKGRV7HY,01KRC5MMPSKEQYHDARWWEC64Q7,01KRC5P0X14ARVVZTP35138797,hermes,hand_start,4850000,2162,4847838,2026-05-11T18:44:38.434959+00:00,4
01KRC5P0X33X265DRJACSHHWGC,01KRC5MMPSKEQYHDARWWEC64Q7,01KRC5P0X14ARVVZTP35138797,openclaw,hand_start,5150000,1988,5148012,2026-05-11T18:44:38.435646+00:00,4
01KRC5P4D6SFSAG2GX0H44BE4T,01KRC5MMPSKEQYHDARWWEC64Q7,01KRC5P0X14ARVVZTP35138797,hermes,hand_end,4800000,2162,4797838,2026-05-11T18:44:42.022531+00:00,4
01KRC5P4D9WQMYTBVSYP3BTJA9,01KRC5MMPSKEQYHDARWWEC64Q7,01KRC5P0X14ARVVZTP35138797,openclaw,hand_end,5200000,2575,5197425,2026-05-11T18:44:42.025688+00:00,4
01KRC5P6B7383VX4R2F3XXC775,01KRC5MMPSKEQYHDARWWEC64Q7,01KRC5P6B4WGGYVAK5RCJK7Z22,hermes,hand_start,4800000,2162,4797838,2026-05-11T18:44:44.007069+00:00,5
01KRC5P6B7VGQJYG8EEC7MFS1Q,01KRC5MMPSKEQYHDARWWEC64Q7,01KRC5P6B4WGGYVAK5RCJK7Z22,openclaw,hand_start,5200000,2575,5197425,2026-05-11T18:44:44.007746+00:00,5
01KRC5PBC1CJAP722S81X8PCCM,01KRC5MMPSKEQYHDARWWEC64Q7,01KRC5P6B4WGGYVAK5RCJK7Z22,hermes,hand_end,4850000,2551,4847449,2026-05-11T18:44:49.153993+00:00,5
01KRC5PBC5FSNS42SJ713HGQFV,01KRC5MMPSKEQYHDARWWEC64Q7,01KRC5P6B4WGGYVAK5RCJK7Z22,openclaw,hand_end,5150000,2575,5147425,2026-05-11T18:44:49.157564+00:00,5
01KRC5PCQ754B1983P3X9GZS0E,01KRC5MMPSKEQYHDARWWEC64Q7,01KRC5PCQ5NG76KYK1JG9VNVRY,hermes,hand_start,4850000,2551,4847449,2026-05-11T18:44:50.535381+00:00,6
01KRC5PCQ8XQ29DPAEY7V5GBPK,01KRC5MMPSKEQYHDARWWEC64Q7,01KRC5PCQ5NG76KYK1JG9VNVRY,openclaw,hand_start,5150000,2575,5147425,2026-05-11T18:44:50.536082+00:00,6
01KRC5PG48RDSE4WJ7DEZ3CJMT,01KRC5MMPSKEQYHDARWWEC64Q7,01KRC5PCQ5NG76KYK1JG9VNVRY,hermes,hand_end,4800000,2551,4797449,2026-05-11T18:44:54.024755+00:00,6
01KRC5PG4CSDPERJX76E1CCQXG,01KRC5MMPSKEQYHDARWWEC64Q7,01KRC5PCQ5NG76KYK1JG9VNVRY,openclaw,hand_end,5200000,2951,5197049,2026-05-11T18:44:54.028105+00:00,6
01KRC5PHFKKZ3F828DWCS4CZTN,01KRC5MMPSKEQYHDARWWEC64Q7,01KRC5PHFGE76Y2BNQC83EJBS5,hermes,hand_start,4800000,2551,4797449,2026-05-11T18:44:55.411221+00:00,7
01KRC5PHFK5EPHJ2KETY1SQQTX,01KRC5MMPSKEQYHDARWWEC64Q7,01KRC5PHFGE76Y2BNQC83EJBS5,openclaw,hand_start,5200000,2951,5197049,2026-05-11T18:44:55.411958+00:00,7
01KRC5PPGCJJCXCZD52BEK4KM1,01KRC5MMPSKEQYHDARWWEC64Q7,01KRC5PHFGE76Y2BNQC83EJBS5,hermes,hand_end,4850000,3731,4846269,2026-05-11T18:45:00.556594+00:00,7
01KRC5PPGFCRDRJ3F18ZNQNKNF,01KRC5MMPSKEQYHDARWWEC64Q7,01KRC5PHFGE76Y2BNQC83EJBS5,openclaw,hand_end,5150000,2951,5147049,2026-05-11T18:45:00.559812+00:00,7
01KRC5PQVV59TF5QJKZN16J7XQ,01KRC5MMPSKEQYHDARWWEC64Q7,01KRC5PQVSHHPAGE73EHW0QVMZ,hermes,hand_start,4850000,3731,4846269,2026-05-11T18:45:01.947717+00:00,8
01KRC5PQVWYZAYG2XRP1F2XYAN,01KRC5MMPSKEQYHDARWWEC64Q7,01KRC5PQVSHHPAGE73EHW0QVMZ,openclaw,hand_start,5150000,2951,5147049,2026-05-11T18:45:01.948339+00:00,8
01KRC5PVNKC4BBRPNWGCH5SARH,01KRC5MMPSKEQYHDARWWEC64Q7,01KRC5PQVSHHPAGE73EHW0QVMZ,hermes,hand_end,4800000,3731,4796269,2026-05-11T18:45:05.843959+00:00,8
01KRC5PVNP585TAZH6FBX8RF1S,01KRC5MMPSKEQYHDARWWEC64Q7,01KRC5PQVSHHPAGE73EHW0QVMZ,openclaw,hand_end,5200000,2951,5197049,2026-05-11T18:45:05.846172+00:00,8
01KRC5PX1DDTEKEQWQ90H85ZBX,01KRC5MMPSKEQYHDARWWEC64Q7,01KRC5PX1BBDWJAWWW8YQ59CBV,hermes,hand_start,4800000,3731,4796269,2026-05-11T18:45:07.245587+00:00,9
01KRC5PX1EWAVVNEB6WRFKR0HH,01KRC5MMPSKEQYHDARWWEC64Q7,01KRC5PX1BBDWJAWWW8YQ59CBV,openclaw,hand_start,5200000,2951,5197049,2026-05-11T18:45:07.246240+00:00,9
01KRC5Q01BWWHENGFG4PHEXBDM,01KRC5MMPSKEQYHDARWWEC64Q7,01KRC5PX1BBDWJAWWW8YQ59CBV,hermes,hand_end,4850000,3731,4846269,2026-05-11T18:45:10.315581+00:00,9
01KRC5Q01D89SENJJJ6E304JWJ,01KRC5MMPSKEQYHDARWWEC64Q7,01KRC5PX1BBDWJAWWW8YQ59CBV,openclaw,hand_end,5150000,3414,5146586,2026-05-11T18:45:10.317354+00:00,9
01KRC5Q1CWTAPFYZKVATV9853Y,01KRC5MMPSKEQYHDARWWEC64Q7,01KRC5Q1CR824FX57Q672MG6F3,hermes,hand_start,4850000,3731,4846269,2026-05-11T18:45:11.708384+00:00,10
01KRC5Q1CXEJJD1PGXXE3B9JPM,01KRC5MMPSKEQYHDARWWEC64Q7,01KRC5Q1CR824FX57Q672MG6F3,openclaw,hand_start,5150000,3414,5146586,2026-05-11T18:45:11.709515+00:00,10
01KRC5QJZW36RFKWWM5EA5F7GB,01KRC5MMPSKEQYHDARWWEC64Q7,01KRC5Q1CR824FX57Q672MG6F3,hermes,hand_end,4750000,5297,4744703,2026-05-11T18:45:29.724156+00:00,10
01KRC5QJZYF03W3XAXX2PSJSM0,01KRC5MMPSKEQYHDARWWEC64Q7,01KRC5Q1CR824FX57Q672MG6F3,openclaw,hand_end,5250000,4467,5245533,2026-05-11T18:45:29.726486+00:00,10
01KRC5QMBGGB564YRVHZZSAZ0S,01KRC5MMPSKEQYHDARWWEC64Q7,01KRC5QMBDG36VKKM0X93MMXMD,hermes,hand_start,4750000,5297,4744703,2026-05-11T18:45:31.120371+00:00,11
01KRC5QMBHE254GP72A27F6PMN,01KRC5MMPSKEQYHDARWWEC64Q7,01KRC5QMBDG36VKKM0X93MMXMD,openclaw,hand_start,5250000,4467,5245533,2026-05-11T18:45:31.121087+00:00,11
01KRC5QRR0SEXP08ZCSKBKHB2N,01KRC5MMPSKEQYHDARWWEC64Q7,01KRC5QMBDG36VKKM0X93MMXMD,hermes,hand_end,4800000,6283,4793717,2026-05-11T18:45:35.616496+00:00,11
01KRC5QRR38N0N3S993PZP6MMC,01KRC5MMPSKEQYHDARWWEC64Q7,01KRC5QMBDG36VKKM0X93MMXMD,openclaw,hand_end,5200000,4761,5195239,2026-05-11T18:45:35.619874+00:00,11
01KRC5QT2QM506J04WQS5RCFWW,01KRC5MMPSKEQYHDARWWEC64Q7,01KRC5QT2NNQY7Z61VME00K3ZT,hermes,hand_start,4800000,6283,4793717,2026-05-11T18:45:36.983618+00:00,12
01KRC5QT2RZTW6GK2XJBCM116J,01KRC5MMPSKEQYHDARWWEC64Q7,01KRC5QT2NNQY7Z61VME00K3ZT,openclaw,hand_start,5200000,4761,5195239,2026-05-11T18:45:36.984087+00:00,12
01KRC5QXASKARWHTYC8ZQ3K45V,01KRC5MMPSKEQYHDARWWEC64Q7,01KRC5QT2NNQY7Z61VME00K3ZT,hermes,hand_end,4750000,6283,4743717,2026-05-11T18:45:40.313431+00:00,12
01KRC5QXAXXMEQTCAH6NQVEHBB,01KRC5MMPSKEQYHDARWWEC64Q7,01KRC5QT2NNQY7Z61VME00K3ZT,openclaw,hand_end,5250000,4761,5245239,2026-05-11T18:45:40.317550+00:00,12
01KRC5QYP37MT00ZAJ97N61RHX,01KRC5MMPSKEQYHDARWWEC64Q7,01KRC5QYP1DR7H7R5Y65RRW6T5,hermes,hand_start,4750000,6283,4743717,2026-05-11T18:45:41.699888+00:00,13
01KRC5QYP4NPBYBD2V6SFD33BE,01KRC5MMPSKEQYHDARWWEC64Q7,01KRC5QYP1DR7H7R5Y65RRW6T5,openclaw,hand_start,5250000,4761,5245239,2026-05-11T18:45:41.700531+00:00,13
01KRC5R2P663QB5AVHNB0H92PM,01KRC5MMPSKEQYHDARWWEC64Q7,01KRC5QYP1DR7H7R5Y65RRW6T5,hermes,hand_end,4800000,6283,4793717,2026-05-11T18:45:45.798699+00:00,13
01KRC5R2P9MYMB7X5K9HY7SPT0,01KRC5MMPSKEQYHDARWWEC64Q7,01KRC5QYP1DR7H7R5Y65RRW6T5,openclaw,hand_end,5200000,5516,5194484,2026-05-11T18:45:45.801792+00:00,13
01KRC5R41TWWQ12CTWB6T7B815,01KRC5MMPSKEQYHDARWWEC64Q7,01KRC5R41R1P6YQ7Q1TYKSP6KW,hermes,hand_start,4800000,6283,4793717,2026-05-11T18:45:47.194173+00:00,14
01KRC5R41T8KPDAWCHZ3EEM448,01KRC5MMPSKEQYHDARWWEC64Q7,01KRC5R41R1P6YQ7Q1TYKSP6KW,openclaw,hand_start,5200000,5516,5194484,2026-05-11T18:45:47.194955+00:00,14
01KRC5R9VV5YGT1P7DDVKXVREE,01KRC5MMPSKEQYHDARWWEC64Q7,01KRC5R41R1P6YQ7Q1TYKSP6KW,hermes,hand_end,4750000,6871,4743129,2026-05-11T18:45:53.147656+00:00,14
01KRC5R9VZB7KE6FTBZ9EJG6CM,01KRC5MMPSKEQYHDARWWEC64Q7,01KRC5R41R1P6YQ7Q1TYKSP6KW,openclaw,hand_end,5250000,5896,5244104,2026-05-11T18:45:53.151864+00:00,14
01KRC5RB77FYF52FFKVZ9N06X1,01KRC5MMPSKEQYHDARWWEC64Q7,01KRC5RB74Y6F2HFRX3NCD3Y5S,hermes,hand_start,4750000,6871,4743129,2026-05-11T18:45:54.535055+00:00,15
01KRC5RB78VCKWSWB0QZMS43DS,01KRC5MMPSKEQYHDARWWEC64Q7,01KRC5RB74Y6F2HFRX3NCD3Y5S,openclaw,hand_start,5250000,5896,5244104,2026-05-11T18:45:54.536042+00:00,15
01KRC5RJYX503NMZEVA1CMVRJ9,01KRC5MMPSKEQYHDARWWEC64Q7,01KRC5RB74Y6F2HFRX3NCD3Y5S,hermes,hand_end,4800000,7257,4792743,2026-05-11T18:46:02.461857+00:00,15
01KRC5RJZ1BH67W2NWGSBBKXVD,01KRC5MMPSKEQYHDARWWEC64Q7,01KRC5RB74Y6F2HFRX3NCD3Y5S,openclaw,hand_end,5200000,5896,5194104,2026-05-11T18:46:02.466021+00:00,15
01KRC5RMC5AEFAY3X8TES1ZRAK,01KRC5MMPSKEQYHDARWWEC64Q7,01KRC5RMC1C97HE0YTF07HHQA2,hermes,hand_start,4800000,7257,4792743,2026-05-11T18:46:03.909245+00:00,16
01KRC5RMC6HRGWBTFFXXDDWZ08,01KRC5MMPSKEQYHDARWWEC64Q7,01KRC5RMC1C97HE0YTF07HHQA2,openclaw,hand_start,5200000,5896,5194104,2026-05-11T18:46:03.910392+00:00,16
01KRC5SX1CYPZP3NBSFD0Y0A52,01KRC5MMPSKEQYHDARWWEC64Q7,01KRC5RMC1C97HE0YTF07HHQA2,hermes,hand_end,4200000,9217,4190783,2026-05-11T18:46:45.548779+00:00,16
01KRC5SX1HZW19Z4FBH15RHJ33,01KRC5MMPSKEQYHDARWWEC64Q7,01KRC5RMC1C97HE0YTF07HHQA2,openclaw,hand_end,5800000,7871,5792129,2026-05-11T18:46:45.553294+00:00,16
01KRC5SYDD0K1HESR45XR2D3AC,01KRC5MMPSKEQYHDARWWEC64Q7,01KRC5SYDA30J6VT20VZG5XWMJ,hermes,hand_start,4200000,9217,4190783,2026-05-11T18:46:46.957172+00:00,17
01KRC5SYDE9EVGMHW3KD3KJEP5,01KRC5MMPSKEQYHDARWWEC64Q7,01KRC5SYDA30J6VT20VZG5XWMJ,openclaw,hand_start,5800000,7871,5792129,2026-05-11T18:46:46.958174+00:00,17
01KRC5TT2Q1R0VM3M7HG5QWEF2,01KRC5MMPSKEQYHDARWWEC64Q7,01KRC5SYDA30J6VT20VZG5XWMJ,hermes,hand_end,4000000,11580,3988420,2026-05-11T18:47:15.287907+00:00,17
01KRC5TT2V1QZSPK3XMFERJ862,01KRC5MMPSKEQYHDARWWEC64Q7,01KRC5SYDA30J6VT20VZG5XWMJ,openclaw,hand_end,6000000,8736,5991264,2026-05-11T18:47:15.291543+00:00,17
01KRC5TVEFWNSJZNQXB7RDTRT6,01KRC5MMPSKEQYHDARWWEC64Q7,01KRC5TVECJX7R1G7G6KF3QNX7,hermes,hand_start,4000000,11580,3988420,2026-05-11T18:47:16.687852+00:00,18
01KRC5TVEGFHX2Q983X1QMSPMG,01KRC5MMPSKEQYHDARWWEC64Q7,01KRC5TVECJX7R1G7G6KF3QNX7,openclaw,hand_start,6000000,9079,5990921,2026-05-11T18:47:16.688927+00:00,18
01KRC5TYSDCKP4PNDTQVRSC832,01KRC5MMPSKEQYHDARWWEC64Q7,01KRC5TVECJX7R1G7G6KF3QNX7,hermes,hand_end,3950000,11580,3938420,2026-05-11T18:47:20.109565+00:00,18
01KRC5TYSHEJMKRYGSKMH5KC0Q,01KRC5MMPSKEQYHDARWWEC64Q7,01KRC5TVECJX7R1G7G6KF3QNX7,openclaw,hand_end,6050000,9351,6040649,2026-05-11T18:47:20.113219+00:00,18
01KRC5V057MXR89BYSZ12BV7Q0,01KRC5MMPSKEQYHDARWWEC64Q7,01KRC5V05549HNHNSPCYJAM5HF,hermes,hand_start,3950000,11580,3938420,2026-05-11T18:47:21.511976+00:00,19
01KRC5V0581ZN5PSF0SXVW51V0,01KRC5MMPSKEQYHDARWWEC64Q7,01KRC5V05549HNHNSPCYJAM5HF,openclaw,hand_start,6050000,9351,6040649,2026-05-11T18:47:21.512595+00:00,19
01KRC5V4RXMGJQ7WV5J3DHZXSH,01KRC5MMPSKEQYHDARWWEC64Q7,01KRC5V05549HNHNSPCYJAM5HF,hermes,hand_end,4000000,11580,3988420,2026-05-11T18:47:26.237103+00:00,19
01KRC5V4S0BNGVS45DX7G8HYHC,01KRC5MMPSKEQYHDARWWEC64Q7,01KRC5V05549HNHNSPCYJAM5HF,openclaw,hand_end,6000000,9351,5990649,2026-05-11T18:47:26.240942+00:00,19
01KRC5V64R2H0JDHYHF9JSZAN5,01KRC5MMPSKEQYHDARWWEC64Q7,01KRC5V64NHYGN2QJAQ68ZKNGV,hermes,hand_start,4000000,11580,3988420,2026-05-11T18:47:27.640563+00:00,20
01KRC5V64S59EF0AB02Y40R39N,01KRC5MMPSKEQYHDARWWEC64Q7,01KRC5V64NHYGN2QJAQ68ZKNGV,openclaw,hand_start,6000000,9351,5990649,2026-05-11T18:47:27.641984+00:00,20
01KRC5V9AABK7G0H7KHB442KMC,01KRC5MMPSKEQYHDARWWEC64Q7,01KRC5V64NHYGN2QJAQ68ZKNGV,hermes,hand_end,3950000,11580,3938420,2026-05-11T18:47:30.890708+00:00,20
01KRC5V9ADYE2B6KSX7DAYD2JA,01KRC5MMPSKEQYHDARWWEC64Q7,01KRC5V64NHYGN2QJAQ68ZKNGV,openclaw,hand_end,6050000,9351,6040649,2026-05-11T18:47:30.893656+00:00,20
01KRC5VANNMQJHW0TMM0J4AQTC,01KRC5MMPSKEQYHDARWWEC64Q7,01KRC5VANKPRZQ72KCW62C8QVW,hermes,hand_start,3950000,11967,3938033,2026-05-11T18:47:32.277542+00:00,21
01KRC5VANPNBHBEGFEYGF3XQ0H,01KRC5MMPSKEQYHDARWWEC64Q7,01KRC5VANKPRZQ72KCW62C8QVW,openclaw,hand_start,6050000,9351,6040649,2026-05-11T18:47:32.278072+00:00,21
01KRC5VEKVDS8GPYE5X4QFVG73,01KRC5MMPSKEQYHDARWWEC64Q7,01KRC5VANKPRZQ72KCW62C8QVW,hermes,hand_end,4000000,11967,3988033,2026-05-11T18:47:36.315471+00:00,21
01KRC5VEKZV6D0WATATKJ0ATGY,01KRC5MMPSKEQYHDARWWEC64Q7,01KRC5VANKPRZQ72KCW62C8QVW,openclaw,hand_end,6000000,9767,5990233,2026-05-11T18:47:36.319057+00:00,21
01KRC5VFZN03P5GRNNES28A9YC,01KRC5MMPSKEQYHDARWWEC64Q7,01KRC5VFZKDMFB2D4PCG856537,hermes,hand_start,4000000,11967,3988033,2026-05-11T18:47:37.717995+00:00,22
01KRC5VFZPBPQ853C6KTVW8N6W,01KRC5MMPSKEQYHDARWWEC64Q7,01KRC5VFZKDMFB2D4PCG856537,openclaw,hand_start,6000000,9767,5990233,2026-05-11T18:47:37.718881+00:00,22
01KRC5W0TEJHD0Z7VFX4D19Z9K,01KRC5MMPSKEQYHDARWWEC64Q7,01KRC5VFZKDMFB2D4PCG856537,hermes,hand_end,2800000,12744,2787256,2026-05-11T18:47:54.958410+00:00,22
01KRC5W0TJYHN30A13Z844K7JE,01KRC5MMPSKEQYHDARWWEC64Q7,01KRC5VFZKDMFB2D4PCG856537,openclaw,hand_end,7200000,10772,7189228,2026-05-11T18:47:54.962959+00:00,22
01KRC5W25TZEYKHGK0VGDP30TD,01KRC5MMPSKEQYHDARWWEC64Q7,01KRC5W25QRMTY4W7221RN8FCF,hermes,hand_start,2800000,12744,2787256,2026-05-11T18:47:56.346447+00:00,23
01KRC5W25VBNTPJYZ8W66ATYDP,01KRC5MMPSKEQYHDARWWEC64Q7,01KRC5W25QRMTY4W7221RN8FCF,openclaw,hand_start,7200000,11074,7188926,2026-05-11T18:47:56.347536+00:00,23
01KRC5WP1HZJX6KA2R1TEQ2Q9Z,01KRC5MMPSKEQYHDARWWEC64Q7,01KRC5W25QRMTY4W7221RN8FCF,hermes,hand_end,2600000,16117,2583883,2026-05-11T18:48:16.689455+00:00,23
01KRC5WP1P4MP33KPGMPYNCX3E,01KRC5MMPSKEQYHDARWWEC64Q7,01KRC5W25QRMTY4W7221RN8FCF,openclaw,hand_end,7400000,12539,7387461,2026-05-11T18:48:16.694241+00:00,23
01KRC5WQDDRMQHHDFH5Z42XEQE,01KRC5MMPSKEQYHDARWWEC64Q7,01KRC5WQDB1RAZ9WM1A51J0VWW,hermes,hand_start,2600000,16117,2583883,2026-05-11T18:48:18.093642+00:00,24
01KRC5WQDEYRJTG5WNS45TYMXH,01KRC5MMPSKEQYHDARWWEC64Q7,01KRC5WQDB1RAZ9WM1A51J0VWW,openclaw,hand_start,7400000,12539,7387461,2026-05-11T18:48:18.094290+00:00,24
01KRC5X74XT8VRST690BAMXY1A,01KRC5MMPSKEQYHDARWWEC64Q7,01KRC5WQDB1RAZ9WM1A51J0VWW,hermes,hand_end,2500000,17299,2482701,2026-05-11T18:48:34.205142+00:00,24
01KRC5X751ZXCJ4P445T3B7RKR,01KRC5MMPSKEQYHDARWWEC64Q7,01KRC5WQDB1RAZ9WM1A51J0VWW,openclaw,hand_end,7500000,13595,7486405,2026-05-11T18:48:34.209995+00:00,24
01KRC5X8HC56QFHR7VM58MNBZF,01KRC5MMPSKEQYHDARWWEC64Q7,01KRC5X8H9MY3MCZ0TCCDSRC66,hermes,hand_start,2500000,17299,2482701,2026-05-11T18:48:35.628339+00:00,25
01KRC5X8HDT61TBJRBMA3311V8,01KRC5MMPSKEQYHDARWWEC64Q7,01KRC5X8H9MY3MCZ0TCCDSRC66,openclaw,hand_start,7500000,13884,7486116,2026-05-11T18:48:35.629025+00:00,25
01KRC5XF6BN19SGZMHBDA8DMAJ,01KRC5MMPSKEQYHDARWWEC64Q7,01KRC5X8H9MY3MCZ0TCCDSRC66,hermes,hand_end,2550000,18674,2531326,2026-05-11T18:48:42.443892+00:00,25
01KRC5XF6F894XZENMDZB0WD2N,01KRC5MMPSKEQYHDARWWEC64Q7,01KRC5X8H9MY3MCZ0TCCDSRC66,openclaw,hand_end,7450000,13884,7436116,2026-05-11T18:48:42.447621+00:00,25
01KRC5XGJGYMPSP9CZCSZ09WQ8,01KRC5MMPSKEQYHDARWWEC64Q7,01KRC5XGJD35BSJP5ZAN9ETM5R,hermes,hand_start,2550000,18674,2531326,2026-05-11T18:48:43.856248+00:00,26
01KRC5XGJH3T64FQTKQ6XCB1B0,01KRC5MMPSKEQYHDARWWEC64Q7,01KRC5XGJD35BSJP5ZAN9ETM5R,openclaw,hand_start,7450000,13884,7436116,2026-05-11T18:48:43.857213+00:00,26
01KRC5Y614JMYRAV1HFQTFD0V1,01KRC5MMPSKEQYHDARWWEC64Q7,01KRC5XGJD35BSJP5ZAN9ETM5R,hermes,hand_end,2450000,19265,2430735,2026-05-11T18:49:05.828157+00:00,26
01KRC5Y6172VAFT1Q2BMJSV99D,01KRC5MMPSKEQYHDARWWEC64Q7,01KRC5XGJD35BSJP5ZAN9ETM5R,openclaw,hand_end,7550000,15173,7534827,2026-05-11T18:49:05.831460+00:00,26
01KRC5Y7CS11RB5ZB5P31K77Q2,01KRC5MMPSKEQYHDARWWEC64Q7,01KRC5Y7CPHJX8RJR9BSKY0KYM,hermes,hand_start,2450000,19265,2430735,2026-05-11T18:49:07.225146+00:00,27
01KRC5Y7CSAMGYCXWDJTKG731C,01KRC5MMPSKEQYHDARWWEC64Q7,01KRC5Y7CPHJX8RJR9BSKY0KYM,openclaw,hand_start,7550000,15173,7534827,2026-05-11T18:49:07.225963+00:00,27
01KRC5YCGZBPYY6H6TQF9445MY,01KRC5MMPSKEQYHDARWWEC64Q7,01KRC5Y7CPHJX8RJR9BSKY0KYM,hermes,hand_end,2350000,19855,2330145,2026-05-11T18:49:12.479895+00:00,27
01KRC5YCH4N3QJHYGGEW25YPVQ,01KRC5MMPSKEQYHDARWWEC64Q7,01KRC5Y7CPHJX8RJR9BSKY0KYM,openclaw,hand_end,7650000,15869,7634131,2026-05-11T18:49:12.484167+00:00,27
01KRC5YDXG50HXY8FJ7B5JMMQA,01KRC5MMPSKEQYHDARWWEC64Q7,01KRC5YDXCBTPHF84NCA5008RN,hermes,hand_start,2350000,19855,2330145,2026-05-11T18:49:13.904067+00:00,28
