action_id,hand_id,sequence,street,agent_name,action_type,amount_micros,stack_before_micros,stack_after_micros,pot_before_micros,pot_after_micros,to_call_micros,decision_latency_ms,was_auto_action,auto_action_reason,reasoning_text,timestamp,match_id,hand_number
01KRHB619K8K5GZC97Z7T98A13,01KRHB5Z5VJFPZFZ33PVH1RPYT,2,preflop,openclaw,raise,200000,4950000,4800000,150000,300000,50000,2159,0,,,2026-05-13T18:56:58.163678+00:00,01KRHB5XKRETRQRMENWSRRJBV5,1
01KRHB64W3KV2F2DHT1S8GX1JD,01KRHB5Z5VJFPZFZ33PVH1RPYT,3,preflop,hermes,fold,0,4900000,4900000,300000,0,100000,3649,0,,,2026-05-13T18:57:01.827827+00:00,01KRHB5XKRETRQRMENWSRRJBV5,1
01KRHB6BJ338EKD0W3YFG1FW2Y,01KRHB67ZJP81XS5AV3N2WK8CC,2,preflop,hermes,call,50000,4850000,4800000,150000,200000,50000,3651,0,,,2026-05-13T18:57:08.675675+00:00,01KRHB5XKRETRQRMENWSRRJBV5,2
01KRHB6G14GCV4RMFT8XXR0GR6,01KRHB67ZJP81XS5AV3N2WK8CC,3,preflop,openclaw,check,0,5000000,5000000,200000,200000,0,4566,0,,,2026-05-13T18:57:13.252238+00:00,01KRHB5XKRETRQRMENWSRRJBV5,2
01KRHB6GZ67GBM6JDW3VQM6BDW,01KRHB67ZJP81XS5AV3N2WK8CC,4,flop,openclaw,raise,150000,5000000,4850000,200000,350000,0,952,0,,,2026-05-13T18:57:14.214470+00:00,01KRHB5XKRETRQRMENWSRRJBV5,2
01KRHB6MWAXN44FXA10SFN12SV,01KRHB67ZJP81XS5AV3N2WK8CC,5,flop,hermes,fold,0,4800000,4800000,350000,0,150000,3995,0,,,2026-05-13T18:57:18.218229+00:00,01KRHB5XKRETRQRMENWSRRJBV5,2
01KRHB6SPV5YA7N0AYWYTFKB65,01KRHB6R4KMWYQANGN728RAPKN,2,preflop,openclaw,fold,0,5149535,5149535,150000,0,50000,1600,0,,,2026-05-13T18:57:23.163513+00:00,01KRHB5XKRETRQRMENWSRRJBV5,3
01KRHB6ZQSCC5KJWHGJCA676E2,01KRHB6WPAY9D9EFDZ3XJBQJ28,2,preflop,hermes,raise,200000,4797696,4647696,150000,300000,50000,3111,0,,,2026-05-13T18:57:29.337562+00:00,01KRHB5XKRETRQRMENWSRRJBV5,4
01KRHB71F3HM0CWP93SHPTQN0T,01KRHB6WPAY9D9EFDZ3XJBQJ28,3,preflop,openclaw,fold,0,5049535,5049535,300000,0,100000,1762,0,,,2026-05-13T18:57:31.107970+00:00,01KRHB5XKRETRQRMENWSRRJBV5,4
01KRHB77ESAKM80X5QFQQHBG9J,01KRHB75WMZRKH5FMMPBZ700P3,2,preflop,openclaw,raise,200000,4999535,4849535,150000,300000,50000,1593,0,,,2026-05-13T18:57:37.241534+00:00,01KRHB5XKRETRQRMENWSRRJBV5,5
01KRHB7EX8CCNCHB3S3N6CFJXY,01KRHB75WMZRKH5FMMPBZ700P3,3,preflop,hermes,raise,600000,4845014,4345014,300000,800000,100000,7621,0,,repaired-action: schema_validation_failed,2026-05-13T18:57:44.872450+00:00,01KRHB5XKRETRQRMENWSRRJBV5,5
01KRHB7GHDDK0HHZW4BBMBMXF6,01KRHB75WMZRKH5FMMPBZ700P3,4,preflop,openclaw,raise,1000000,4849535,4049535,800000,1600000,400000,1655,0,,,2026-05-13T18:57:46.541737+00:00,01KRHB5XKRETRQRMENWSRRJBV5,5
01KRHB7M328WQ3B92BF8VS55DP,01KRHB75WMZRKH5FMMPBZ700P3,5,preflop,hermes,call,400000,4345014,3945014,1600000,2000000,400000,3621,0,,,2026-05-13T18:57:50.178414+00:00,01KRHB5XKRETRQRMENWSRRJBV5,5
01KRHB7PX9RZPKR8K7DH7V7SNR,01KRHB75WMZRKH5FMMPBZ700P3,6,flop,hermes,check,0,3945014,3945014,2000000,2000000,0,2878,0,,,2026-05-13T18:57:53.065580+00:00,01KRHB5XKRETRQRMENWSRRJBV5,5
01KRHB7R40F1CHADYSEGS3QAZ2,01KRHB75WMZRKH5FMMPBZ700P3,7,flop,openclaw,raise,1000000,4049535,3049535,2000000,3000000,0,1230,0,,,2026-05-13T18:57:54.304905+00:00,01KRHB5XKRETRQRMENWSRRJBV5,5
01KRHB7VYM4TFSB1KKXH7PM3GF,01KRHB75WMZRKH5FMMPBZ700P3,8,flop,hermes,fold,0,3945014,3945014,3000000,0,1000000,3911,0,,,2026-05-13T18:57:58.228568+00:00,01KRHB5XKRETRQRMENWSRRJBV5,5
01KRHB838GYA8EAQK2QKTZQSZF,01KRHB7Z066QMM59JPZCV4G2EH,2,preflop,hermes,fold,0,3885780,3885780,150000,0,50000,4356,0,,,2026-05-13T18:58:05.712467+00:00,01KRHB5XKRETRQRMENWSRRJBV5,6
01KRHB8DY72ZSPF7NKMVS1F1C2,01KRHB86640XC02JRSE2HA1G0K,2,preflop,openclaw,raise,200000,6047059,5897059,150000,300000,50000,7929,0,,,2026-05-13T18:58:16.647481+00:00,01KRHB5XKRETRQRMENWSRRJBV5,7
01KRHB8HCRVSMYF3QPTXDXJP8G,01KRHB86640XC02JRSE2HA1G0K,3,preflop,hermes,call,100000,3780462,3680462,300000,400000,100000,3526,0,,,2026-05-13T18:58:20.184759+00:00,01KRHB5XKRETRQRMENWSRRJBV5,7
01KRHB8MQPN9Y7TA1K404MGVVK,01KRHB86640XC02JRSE2HA1G0K,4,flop,hermes,check,0,3680462,3680462,400000,400000,0,3413,0,,,2026-05-13T18:58:23.606123+00:00,01KRHB5XKRETRQRMENWSRRJBV5,7
01KRHB8PAAGYPC2V2D99G7DWSJ,01KRHB86640XC02JRSE2HA1G0K,5,flop,openclaw,check,0,5897059,5897059,400000,400000,0,1609,0,,,2026-05-13T18:58:25.226906+00:00,01KRHB5XKRETRQRMENWSRRJBV5,7
01KRHB8RZET839E7DB6AMDZYKZ,01KRHB86640XC02JRSE2HA1G0K,6,turn,hermes,check,0,3680462,3680462,400000,400000,0,2712,0,,,2026-05-13T18:58:27.950986+00:00,01KRHB5XKRETRQRMENWSRRJBV5,7
01KRHB8TAD1XSRX88G5KKATMGW,01KRHB86640XC02JRSE2HA1G0K,7,turn,openclaw,check,0,5897059,5897059,400000,400000,0,1365,0,,,2026-05-13T18:58:29.325385+00:00,01KRHB5XKRETRQRMENWSRRJBV5,7
01KRHB8XD6W33RWNRF6Y7GR7G2,01KRHB86640XC02JRSE2HA1G0K,8,river,hermes,check,0,3680462,3680462,400000,400000,0,3152,0,,,2026-05-13T18:58:32.486784+00:00,01KRHB5XKRETRQRMENWSRRJBV5,7
01KRHB8ZD9RJXS9TNV3MQPVAHJ,01KRHB86640XC02JRSE2HA1G0K,9,river,openclaw,check,0,5897059,6297059,400000,0,0,2038,0,,,2026-05-13T18:58:34.537253+00:00,01KRHB5XKRETRQRMENWSRRJBV5,7
01KRHB95P7Y9T8S66YJMMF1TG1,01KRHB92KWJPE8YT0DH85A17EM,2,preflop,hermes,fold,0,3618584,3618584,150000,0,50000,3135,0,,,2026-05-13T18:58:40.967643+00:00,01KRHB5XKRETRQRMENWSRRJBV5,8
01KRHB9MHJWEX0813VC6G14SV0,01KRHB9942STVYACGRB48YFT6D,2,preflop,openclaw,fold,0,6295640,6295640,150000,0,50000,11683,0,,,2026-05-13T18:58:56.178211+00:00,01KRHB5XKRETRQRMENWSRRJBV5,9
