action_id,hand_id,sequence,street,agent_name,action_type,amount_micros,stack_before_micros,stack_after_micros,pot_before_micros,pot_after_micros,to_call_micros,decision_latency_ms,was_auto_action,auto_action_reason,reasoning_text,timestamp,match_id,hand_number
01KRHA7VMFMKXVW5NQ1B5PTZW7,01KRHA7SPKYFX9N1VA71G9SW6Q,2,preflop,openclaw,fold,0,4950000,4950000,150000,0,50000,1972,0,,,2026-05-13T18:40:29.327883+00:00,01KRHA7R67BFPA6ZKRAEPJ99D0,1
01KRHA86EQCERATY2JVA816JTK,01KRHA7YQA8JA2SJS6JFR5A0VG,2,preflop,hermes,raise,200000,5000000,4850000,150000,300000,50000,7903,0,,repaired-action: illegal_action_for_state,2026-05-13T18:40:40.407918+00:00,01KRHA7R67BFPA6ZKRAEPJ99D0,2
01KRHA88Y36VTMNCARP5Z716HT,01KRHA7YQA8JA2SJS6JFR5A0VG,3,preflop,openclaw,call,100000,4850000,4750000,300000,400000,100000,2525,0,,,2026-05-13T18:40:42.947983+00:00,01KRHA7R67BFPA6ZKRAEPJ99D0,2
01KRHA8BB70V6AXGFHYFTWXG2S,01KRHA7YQA8JA2SJS6JFR5A0VG,4,flop,openclaw,raise,200000,4750000,4550000,400000,600000,0,2452,0,,,2026-05-13T18:40:45.415598+00:00,01KRHA7R67BFPA6ZKRAEPJ99D0,2
01KRHA8D84AC5HRVA853KHTAPN,01KRHA7YQA8JA2SJS6JFR5A0VG,5,flop,hermes,call,200000,4850000,4650000,600000,800000,200000,1933,0,,,2026-05-13T18:40:47.364532+00:00,01KRHA7R67BFPA6ZKRAEPJ99D0,2
01KRHA8G0A5DJ0Y2XQKYNWMDPW,01KRHA7YQA8JA2SJS6JFR5A0VG,6,turn,openclaw,raise,400000,4550000,4150000,800000,1200000,0,2806,0,,,2026-05-13T18:40:50.186460+00:00,01KRHA7R67BFPA6ZKRAEPJ99D0,2
01KRHA8JQH6AMSHBEN6HN2493K,01KRHA7YQA8JA2SJS6JFR5A0VG,7,turn,hermes,fold,0,4650000,4650000,1200000,0,400000,2779,0,,,2026-05-13T18:40:52.977934+00:00,01KRHA7R67BFPA6ZKRAEPJ99D0,2
01KRHA8RMCE9YQK0EC41NKFN4V,01KRHA8NZ7RBXK06RD8XDBEZ6Y,2,preflop,openclaw,raise,200000,5293480,5143480,150000,300000,50000,2708,0,,,2026-05-13T18:40:59.020186+00:00,01KRHA7R67BFPA6ZKRAEPJ99D0,3
01KRHA8TC4RSY4E0XQ0PY9G4KW,01KRHA8NZ7RBXK06RD8XDBEZ6Y,3,preflop,hermes,fold,0,4549251,4549251,300000,0,100000,1767,0,,,2026-05-13T18:41:00.804530+00:00,01KRHA7R67BFPA6ZKRAEPJ99D0,3
01KRHA8Z8YYZY6KHZF9YH4SWAB,01KRHA8XFDB6Y7HHVM7K5A2DXZ,2,preflop,hermes,fold,0,4498952,4498952,150000,0,50000,1825,0,,,2026-05-13T18:41:05.822782+00:00,01KRHA7R67BFPA6ZKRAEPJ99D0,4
01KRHA94J28BY9C220J12PT2F2,01KRHA92A22A3Y94P6T33RR3MQ,2,preflop,openclaw,raise,200000,5433655,5283655,150000,300000,50000,2288,0,,,2026-05-13T18:41:11.234349+00:00,01KRHA7R67BFPA6ZKRAEPJ99D0,5
01KRHA96PTRMR09R2H0DWW97R7,01KRHA92A22A3Y94P6T33RR3MQ,3,preflop,hermes,call,100000,4398480,4298480,300000,400000,100000,2185,0,,,2026-05-13T18:41:13.434301+00:00,01KRHA7R67BFPA6ZKRAEPJ99D0,5
01KRHA98T40CTBMNBKJH9F3PN5,01KRHA92A22A3Y94P6T33RR3MQ,4,flop,hermes,raise,300000,4298480,3998480,400000,700000,0,2138,0,,,2026-05-13T18:41:15.588109+00:00,01KRHA7R67BFPA6ZKRAEPJ99D0,5
01KRHA9CDYZHWPARZBH7FND862,01KRHA92A22A3Y94P6T33RR3MQ,5,flop,openclaw,raise,900000,5283655,4383655,700000,1600000,300000,3693,0,,,2026-05-13T18:41:19.294757+00:00,01KRHA7R67BFPA6ZKRAEPJ99D0,5
01KRHA9E770HV166VWSSMRTFDD,01KRHA92A22A3Y94P6T33RR3MQ,6,flop,hermes,raise,1500000,3998480,2798480,1600000,2800000,600000,1821,0,,,2026-05-13T18:41:21.127480+00:00,01KRHA7R67BFPA6ZKRAEPJ99D0,5
01KRHA9HN0C36AH9RQ4VV4XF03,01KRHA92A22A3Y94P6T33RR3MQ,7,flop,openclaw,raise,2100000,4383655,3183655,2800000,4000000,600000,3500,0,,,2026-05-13T18:41:24.640687+00:00,01KRHA7R67BFPA6ZKRAEPJ99D0,5
01KRHA9M808YVQA4V07FY0R606,01KRHA92A22A3Y94P6T33RR3MQ,8,flop,hermes,raise,2798480,2798480,1500000,4000000,5298480,600000,2643,0,,,2026-05-13T18:41:27.296635+00:00,01KRHA7R67BFPA6ZKRAEPJ99D0,5
01KRHA9PBY6GR6ZRRHDGWY0D04,01KRHA92A22A3Y94P6T33RR3MQ,9,flop,openclaw,raise,5283655,3183655,0,5298480,8482135,698480,2162,0,,,2026-05-13T18:41:29.470591+00:00,01KRHA7R67BFPA6ZKRAEPJ99D0,5
01KRHA9RM4AKW8MVSHX2ECM07C,01KRHA92A22A3Y94P6T33RR3MQ,10,flop,hermes,call,2485175,1500000,8996960,8482135,0,2485175,2292,0,,,2026-05-13T18:41:31.780269+00:00,01KRHA7R67BFPA6ZKRAEPJ99D0,5
01KRHA9XX2HRW0VC7K7KWFQV9R,01KRHA9VWHCQ9V2QQKP9TQDEAY,2,preflop,hermes,fold,0,8945212,8945212,150000,0,50000,2052,0,,,2026-05-13T18:41:37.186616+00:00,01KRHA7R67BFPA6ZKRAEPJ99D0,6
01KRHAA35F9Z3KS7YXXBKWSY4Z,01KRHAA0ZMBE0AAQ16XM59FPEB,2,preflop,openclaw,fold,0,981905,981905,150000,0,50000,2220,0,,,2026-05-13T18:41:42.575471+00:00,01KRHA7R67BFPA6ZKRAEPJ99D0,7
01KRHAA8P0HQBY58FGGCKJ4HTB,01KRHAA670R6SBYZHT3MZYB18W,2,preflop,hermes,fold,0,8944858,8944858,150000,0,50000,2515,0,,,2026-05-13T18:41:48.224894+00:00,01KRHA7R67BFPA6ZKRAEPJ99D0,8
01KRHAAE0GRQ7640V6JM18TWVF,01KRHAABQ9FKQDZPHTH3YMSEP5,2,preflop,openclaw,fold,0,978555,978555,150000,0,50000,2326,0,,,2026-05-13T18:41:53.681018+00:00,01KRHA7R67BFPA6ZKRAEPJ99D0,9
01KRHAAJTC6Z3HYCZVQQ2M7TQ8,01KRHAAH2JSP3TZRV1AD68ZK7C,2,preflop,hermes,raise,200000,8944636,8794636,150000,300000,50000,1768,0,,,2026-05-13T18:41:58.604623+00:00,01KRHA7R67BFPA6ZKRAEPJ99D0,10
01KRHAANHZKS0WG45ECS9ND8SG,01KRHAAH2JSP3TZRV1AD68ZK7C,3,preflop,openclaw,fold,0,875315,875315,300000,0,100000,2792,0,,,2026-05-13T18:42:01.407352+00:00,01KRHA7R67BFPA6ZKRAEPJ99D0,10
01KRHAAV55TSKPAREXH722T5A6,01KRHAARN9WEEYT7YGHYG17ASA,2,preflop,openclaw,fold,0,825315,825315,150000,0,50000,2542,0,,,2026-05-13T18:42:07.141441+00:00,01KRHA7R67BFPA6ZKRAEPJ99D0,11
01KRHAB0285S6M3HQMYAN3SK1H,01KRHAAYJBF94T9DVHX0E5VY9D,2,preflop,hermes,fold,0,9093766,9093766,150000,0,50000,1517,0,,,2026-05-13T18:42:12.168242+00:00,01KRHA7R67BFPA6ZKRAEPJ99D0,12
01KRHAB5A7XBS6HGD2AT6174X3,01KRHAB35WA4GD02ADMPMVGJX7,2,preflop,openclaw,fold,0,818730,818730,150000,0,50000,2172,0,,,2026-05-13T18:42:17.543944+00:00,01KRHA7R67BFPA6ZKRAEPJ99D0,13
01KRHABABDR4V824N43VGNX9Q0,01KRHAB8E5DZ0KDAWQ8YZFF38D,2,preflop,hermes,fold,0,9093766,9093766,150000,0,50000,1948,0,,,2026-05-13T18:42:22.701470+00:00,01KRHA7R67BFPA6ZKRAEPJ99D0,14
01KRHABG8TH9786SAS7E5SMPD7,01KRHABDDZAZYWWX03KBPX3V08,2,preflop,openclaw,fold,0,818730,818730,150000,0,50000,2890,0,,,2026-05-13T18:42:28.762235+00:00,01KRHA7R67BFPA6ZKRAEPJ99D0,15
01KRHABN3Z6X33KGG9GMR1V6AM,01KRHABKC18HF96CEM68EBZFRF,2,preflop,hermes,fold,0,9092954,9092954,150000,0,50000,1771,0,,,2026-05-13T18:42:33.727592+00:00,01KRHA7R67BFPA6ZKRAEPJ99D0,16
01KRHABVMCJP9E96144FDD2QCM,01KRHABR7K2HWWG4AYNT16EP9Y,2,preflop,openclaw,call,50000,809010,759010,150000,200000,50000,3463,0,,,2026-05-13T18:42:40.396202+00:00,01KRHA7R67BFPA6ZKRAEPJ99D0,17
