settlement_id,match_id,hand_id,agent_name,limit_before_micros,limit_delta_micros,limit_after_micros,reason,status,timestamp,hand_number
01KRHA7W21GYAJ1AHB4NJ11CC1,01KRHA7R67BFPA6ZKRAEPJ99D0,01KRHA7SPKYFX9N1VA71G9SW6Q,hermes,5000000,50000,5050000,hand_win,confirmed,2026-05-13T18:40:29.761089+00:00,1
01KRHA7W23PQ3Q4BREEBQB7VE3,01KRHA7R67BFPA6ZKRAEPJ99D0,01KRHA7SPKYFX9N1VA71G9SW6Q,openclaw,5000000,-50000,4950000,hand_loss,confirmed,2026-05-13T18:40:29.763033+00:00,1
01KRHA8K7Y6QJ9NZZJKTKRSF0V,01KRHA7R67BFPA6ZKRAEPJ99D0,01KRHA7YQA8JA2SJS6JFR5A0VG,hermes,5050000,-400000,4650000,hand_loss,confirmed,2026-05-13T18:40:53.502058+00:00,2
01KRHA8K7XJJB5K421V18ZSYQ2,01KRHA7R67BFPA6ZKRAEPJ99D0,01KRHA7YQA8JA2SJS6JFR5A0VG,openclaw,4950000,400000,5350000,hand_win,confirmed,2026-05-13T18:40:53.501302+00:00,2
01KRHA8TS1YTWZ79F6QYY72TP8,01KRHA7R67BFPA6ZKRAEPJ99D0,01KRHA8NZ7RBXK06RD8XDBEZ6Y,hermes,4650000,-100000,4550000,hand_loss,confirmed,2026-05-13T18:41:01.217657+00:00,3
01KRHA8TS209Y3BAHSCMC6V6VK,01KRHA7R67BFPA6ZKRAEPJ99D0,01KRHA8NZ7RBXK06RD8XDBEZ6Y,openclaw,5350000,100000,5450000,hand_win,confirmed,2026-05-13T18:41:01.218856+00:00,3
01KRHA8ZNBJAD4RFD1SCQYY4XT,01KRHA7R67BFPA6ZKRAEPJ99D0,01KRHA8XFDB6Y7HHVM7K5A2DXZ,hermes,4550000,-50000,4500000,hand_loss,confirmed,2026-05-13T18:41:06.219019+00:00,4
01KRHA8ZNAC6BHYX84DP7464WA,01KRHA7R67BFPA6ZKRAEPJ99D0,01KRHA8XFDB6Y7HHVM7K5A2DXZ,openclaw,5450000,50000,5500000,hand_win,confirmed,2026-05-13T18:41:06.218371+00:00,4
01KRHA9S3RZP2K9K27RATDPRWM,01KRHA7R67BFPA6ZKRAEPJ99D0,01KRHA92A22A3Y94P6T33RR3MQ,hermes,4500000,4498480,8998480,hand_win,confirmed,2026-05-13T18:41:32.280448+00:00,5
01KRHA9S3SS8XBKX6ES4Q20W2B,01KRHA7R67BFPA6ZKRAEPJ99D0,01KRHA92A22A3Y94P6T33RR3MQ,openclaw,5500000,-4498480,1001520,hand_loss,confirmed,2026-05-13T18:41:32.281536+00:00,5
01KRHA9Y96961ZQ0ES1CQGZM7V,01KRHA7R67BFPA6ZKRAEPJ99D0,01KRHA9VWHCQ9V2QQKP9TQDEAY,hermes,8998480,-50000,8948480,hand_loss,confirmed,2026-05-13T18:41:37.574264+00:00,6
01KRHA9Y95A0C7KWFD115F78EN,01KRHA7R67BFPA6ZKRAEPJ99D0,01KRHA9VWHCQ9V2QQKP9TQDEAY,openclaw,1001520,50000,1051520,hand_win,confirmed,2026-05-13T18:41:37.573315+00:00,6
01KRHAA3HVSJHSNA8D89MSCNH4,01KRHA7R67BFPA6ZKRAEPJ99D0,01KRHAA0ZMBE0AAQ16XM59FPEB,hermes,8948480,50000,8998480,hand_win,confirmed,2026-05-13T18:41:42.971845+00:00,7
01KRHAA3HX8K243P3CY3EMHPD2,01KRHA7R67BFPA6ZKRAEPJ99D0,01KRHAA0ZMBE0AAQ16XM59FPEB,openclaw,1051520,-50000,1001520,hand_loss,confirmed,2026-05-13T18:41:42.973476+00:00,7
01KRHAA9296Y72ZD4NAVNZFTT9,01KRHA7R67BFPA6ZKRAEPJ99D0,01KRHAA670R6SBYZHT3MZYB18W,hermes,8998480,-50000,8948480,hand_loss,confirmed,2026-05-13T18:41:48.617454+00:00,8
