action_id,hand_id,sequence,street,agent_name,action_type,amount_micros,stack_before_micros,stack_after_micros,pot_before_micros,pot_after_micros,to_call_micros,decision_latency_ms,was_auto_action,auto_action_reason,reasoning_text,timestamp,match_id,hand_number
01KRC897WZ1TJ8HE9BV4M8TDM2,01KRC8968JA5KBG1G0099A26Y4,2,preflop,openclaw,call,50000,4950000,4900000,150000,200000,50000,1666,0,,,2026-05-11T19:30:05.343211+00:00,01KRC894R7SVDC4PP72FEFYEMQ,1
01KRC899Q9VA1VYJ0RYE2JFR43,01KRC8968JA5KBG1G0099A26Y4,3,preflop,hermes,check,0,4900000,4900000,200000,200000,0,1850,0,,,2026-05-11T19:30:07.209386+00:00,01KRC894R7SVDC4PP72FEFYEMQ,1
01KRC89BC24CHM0K9MB1VC667F,01KRC8968JA5KBG1G0099A26Y4,4,flop,hermes,check,0,4900000,4900000,200000,200000,0,1679,0,,,2026-05-11T19:30:08.898138+00:00,01KRC894R7SVDC4PP72FEFYEMQ,1
01KRC89D3BHQ6X14XZGN9HSSDE,01KRC8968JA5KBG1G0099A26Y4,5,flop,openclaw,raise,120000,4900000,4780000,200000,320000,0,1758,0,,,2026-05-11T19:30:10.667145+00:00,01KRC894R7SVDC4PP72FEFYEMQ,1
01KRC89FZEK0K8V5A4VHKQHN0N,01KRC8968JA5KBG1G0099A26Y4,6,flop,hermes,fold,0,4900000,4900000,320000,0,120000,2937,0,,,2026-05-11T19:30:13.614208+00:00,01KRC894R7SVDC4PP72FEFYEMQ,1
01KRC89WV6Q8R9BPHB2ER2073B,01KRC89K5295YEQXD5538VYY0K,2,preflop,hermes,call,50000,4849585,4799585,150000,200000,50000,9912,0,,,2026-05-11T19:30:26.790173+00:00,01KRC894R7SVDC4PP72FEFYEMQ,2
01KRC89YSWNJRR41DT666FXSFX,01KRC89K5295YEQXD5538VYY0K,3,preflop,openclaw,raise,600000,4993515,4493515,200000,700000,0,1993,0,,,2026-05-11T19:30:28.796601+00:00,01KRC894R7SVDC4PP72FEFYEMQ,2
01KRC8A0RAQ2BS5GMYQ795XHEP,01KRC89K5295YEQXD5538VYY0K,4,preflop,hermes,fold,0,4799585,4799585,700000,0,500000,1988,0,,,2026-05-11T19:30:30.794581+00:00,01KRC894R7SVDC4PP72FEFYEMQ,2
01KRC8A5JYY5TC8JHQW7933A4N,01KRC8A3XX7Y03Y7DCWV61YTXZ,2,preflop,openclaw,fold,0,5143515,5143515,150000,0,50000,1686,0,,,2026-05-11T19:30:35.742599+00:00,01KRC894R7SVDC4PP72FEFYEMQ,3
01KRC8ABN6TC590WA1QETZ4WN9,01KRC8A8HRG9DTJF34JTEEB325,2,preflop,hermes,fold,0,4798369,4798369,150000,0,50000,3171,0,,,2026-05-11T19:30:41.958375+00:00,01KRC894R7SVDC4PP72FEFYEMQ,4
