settlement_id,match_id,hand_id,agent_name,limit_before_micros,limit_delta_micros,limit_after_micros,reason,status,timestamp,hand_number
01KRHDYM4GXZMXF6A04TG9QTDM,01KRHDY9XS8TF4TMGQECYTP3TV,01KRHDYBF7RP2MXZDJ7PVF8P72,hermes,5000000,50000,5050000,hand_win,confirmed,2026-05-13T19:45:21.040375+00:00,1
01KRHDYM4KG2M51WSZ0SVZZMHP,01KRHDY9XS8TF4TMGQECYTP3TV,01KRHDYBF7RP2MXZDJ7PVF8P72,openclaw,5000000,-50000,4950000,hand_loss,confirmed,2026-05-13T19:45:21.043305+00:00,1
01KRHDYWC5S5VEKJR4C57DGAZ7,01KRHDY9XS8TF4TMGQECYTP3TV,01KRHDYQ3NZYBF8DAPE8CN7G9C,hermes,5050000,-50000,5000000,hand_loss,confirmed,2026-05-13T19:45:29.477536+00:00,2
01KRHDYWC4FJP775B2DX55DN63,01KRHDY9XS8TF4TMGQECYTP3TV,01KRHDYQ3NZYBF8DAPE8CN7G9C,openclaw,4950000,50000,5000000,hand_win,confirmed,2026-05-13T19:45:29.476775+00:00,2
01KRHDZ7QAP50A7Y8H7XAXBGHS,01KRHDY9XS8TF4TMGQECYTP3TV,01KRHDYZ23D0MT0XT4NNYV3EA3,hermes,5000000,-100000,4900000,hand_loss,confirmed,2026-05-13T19:45:41.099038+00:00,3
01KRHDZ7QCRM143SHNY388HTPH,01KRHDY9XS8TF4TMGQECYTP3TV,01KRHDYZ23D0MT0XT4NNYV3EA3,openclaw,5000000,100000,5100000,hand_win,confirmed,2026-05-13T19:45:41.100456+00:00,3
01KRHDZJ0P7J91BSHY7FJYV1Y5,01KRHDY9XS8TF4TMGQECYTP3TV,01KRHDZAGTMQ68T07YPJ7ZECRV,hermes,4900000,100000,5000000,hand_win,confirmed,2026-05-13T19:45:51.638714+00:00,4
01KRHDZJ0N87ZEWEYFQFTAY8PB,01KRHDY9XS8TF4TMGQECYTP3TV,01KRHDZAGTMQ68T07YPJ7ZECRV,openclaw,5100000,-100000,5000000,hand_loss,confirmed,2026-05-13T19:45:51.637943+00:00,4
01KRHDZQSXMVBKQ6TK3H8RHME0,01KRHDY9XS8TF4TMGQECYTP3TV,01KRHDZMTYFSRYXJBDGH76M8MA,hermes,5000000,50000,5050000,hand_win,confirmed,2026-05-13T19:45:57.565834+00:00,5
01KRHDZQSY56B0D33DV656FNGK,01KRHDY9XS8TF4TMGQECYTP3TV,01KRHDZMTYFSRYXJBDGH76M8MA,openclaw,5000000,-50000,4950000,hand_loss,confirmed,2026-05-13T19:45:57.566523+00:00,5
01KRHE10NZZPSAGRWRRXN4GY6J,01KRHDY9XS8TF4TMGQECYTP3TV,01KRHDZTJNDARKGDCSP9QV8QTH,hermes,5050000,200000,5250000,hand_win,confirmed,2026-05-13T19:46:39.423727+00:00,6
01KRHE10NYQ6XAWXN4P3RBSPH3,01KRHDY9XS8TF4TMGQECYTP3TV,01KRHDZTJNDARKGDCSP9QV8QTH,openclaw,4950000,-200000,4750000,hand_loss,confirmed,2026-05-13T19:46:39.422844+00:00,6
01KRHE158J61GGW37C0EEGPFS5,01KRHDY9XS8TF4TMGQECYTP3TV,01KRHE13EA31MYEM2QQ31WPDDK,hermes,5250000,50000,5300000,hand_win,confirmed,2026-05-13T19:46:44.114514+00:00,7
01KRHE158KF93S5TE3K13YPYQT,01KRHDY9XS8TF4TMGQECYTP3TV,01KRHE13EA31MYEM2QQ31WPDDK,openclaw,4750000,-50000,4700000,hand_loss,confirmed,2026-05-13T19:46:44.115373+00:00,7
01KRHE1BV4819E8PJ8N7MMQCNN,01KRHDY9XS8TF4TMGQECYTP3TV,01KRHE17YKYTMK87C1XHHJE0S6,hermes,5300000,-50000,5250000,hand_loss,confirmed,2026-05-13T19:46:50.852219+00:00,8
01KRHE1BV30E6E82NB9W9HX29R,01KRHDY9XS8TF4TMGQECYTP3TV,01KRHE17YKYTMK87C1XHHJE0S6,openclaw,4700000,50000,4750000,hand_win,confirmed,2026-05-13T19:46:50.851301+00:00,8
01KRHE2JEJ2YR5W919ZJ4RVC1V,01KRHDY9XS8TF4TMGQECYTP3TV,01KRHE1EW53ABR3YNMEH1SA63J,hermes,5250000,200000,5450000,hand_win,confirmed,2026-05-13T19:47:30.386963+00:00,9
