action_id,hand_id,sequence,street,agent_name,action_type,amount_micros,stack_before_micros,stack_after_micros,pot_before_micros,pot_after_micros,to_call_micros,decision_latency_ms,was_auto_action,auto_action_reason,reasoning_text,timestamp,match_id,hand_number
01KRHDYKFZX9SHZ6WE9H8R1AGJ,01KRHDYBF7RP2MXZDJ7PVF8P72,2,preflop,openclaw,fold,0,4950000,4950000,150000,0,50000,8207,0,,,2026-05-13T19:45:20.383689+00:00,01KRHDY9XS8TF4TMGQECYTP3TV,1
01KRHDYVZ0046HGPJBDGQJY81R,01KRHDYQ3NZYBF8DAPE8CN7G9C,2,preflop,hermes,fold,0,5000000,5000000,150000,0,50000,4960,0,,,2026-05-13T19:45:29.056799+00:00,01KRHDY9XS8TF4TMGQECYTP3TV,2
01KRHDZ3S3CP15R1Q9A28HH20H,01KRHDYZ23D0MT0XT4NNYV3EA3,2,preflop,openclaw,raise,200000,4949757,4799757,150000,300000,50000,4821,0,,repaired-action: illegal_action_for_state,2026-05-13T19:45:37.059258+00:00,01KRHDY9XS8TF4TMGQECYTP3TV,3
01KRHDZ76YNEFJZXXET20SB2F4,01KRHDYZ23D0MT0XT4NNYV3EA3,3,preflop,hermes,fold,0,4900000,4900000,300000,0,100000,3505,0,,,2026-05-13T19:45:40.574179+00:00,01KRHDY9XS8TF4TMGQECYTP3TV,3
01KRHDZFCX9CMDANR1FPV44DV1,01KRHDZAGTMQ68T07YPJ7ZECRV,2,preflop,hermes,raise,250000,4847788,4647788,150000,350000,50000,4987,0,,,2026-05-13T19:45:48.957940+00:00,01KRHDY9XS8TF4TMGQECYTP3TV,4
01KRHDZHE3C9QGA1VJNYG5MCDB,01KRHDZAGTMQ68T07YPJ7ZECRV,3,preflop,openclaw,fold,0,4999757,4999757,350000,0,150000,2074,0,,,2026-05-13T19:45:51.043491+00:00,01KRHDY9XS8TF4TMGQECYTP3TV,4
01KRHDZQCV8M7VXBGQRVC75WB4,01KRHDZMTYFSRYXJBDGH76M8MA,2,preflop,openclaw,fold,0,4949345,4949345,150000,0,50000,2611,0,,,2026-05-13T19:45:57.147934+00:00,01KRHDY9XS8TF4TMGQECYTP3TV,5
01KRHE001RKVD6D5E7E1BXS9XC,01KRHDZTJNDARKGDCSP9QV8QTH,2,preflop,hermes,raise,200000,4995304,4845304,150000,300000,50000,5591,0,,,2026-05-13T19:46:06.008443+00:00,01KRHDY9XS8TF4TMGQECYTP3TV,6
01KRHE020APQ1G9PWX70BV2TMD,01KRHDZTJNDARKGDCSP9QV8QTH,3,preflop,openclaw,call,100000,4848839,4748839,300000,400000,100000,1991,0,,,2026-05-13T19:46:08.010987+00:00,01KRHDY9XS8TF4TMGQECYTP3TV,6
01KRHE04V07XHYY9BKXVJP011P,01KRHDZTJNDARKGDCSP9QV8QTH,4,flop,openclaw,check,0,4748839,4748839,400000,400000,0,2889,0,,,2026-05-13T19:46:10.912711+00:00,01KRHDY9XS8TF4TMGQECYTP3TV,6
01KRHE0AKQ4F0B5F4AETMTCPKQ,01KRHDZTJNDARKGDCSP9QV8QTH,5,flop,hermes,check,0,4845304,4845304,400000,400000,0,5899,0,,,2026-05-13T19:46:16.823757+00:00,01KRHDY9XS8TF4TMGQECYTP3TV,6
01KRHE0CPWQKWZZYFP10NAKFAR,01KRHDZTJNDARKGDCSP9QV8QTH,6,turn,openclaw,check,0,4748839,4748839,400000,400000,0,2135,0,,,2026-05-13T19:46:18.972355+00:00,01KRHDY9XS8TF4TMGQECYTP3TV,6
01KRHE0GBTCX0HGGY4B8F431NH,01KRHDZTJNDARKGDCSP9QV8QTH,7,turn,hermes,check,0,4845304,4845304,400000,400000,0,3730,0,,,2026-05-13T19:46:22.714096+00:00,01KRHDY9XS8TF4TMGQECYTP3TV,6
01KRHE0WHV1AJ2YSHK0JRP3848,01KRHDZTJNDARKGDCSP9QV8QTH,8,river,openclaw,check,0,4748839,4748839,400000,400000,0,12469,0,,,2026-05-13T19:46:35.195520+00:00,01KRHDY9XS8TF4TMGQECYTP3TV,6
01KRHE1020AA11J7W442WXFZZW,01KRHDZTJNDARKGDCSP9QV8QTH,9,river,hermes,check,0,4845304,5245304,400000,0,0,3570,0,,,2026-05-13T19:46:38.784379+00:00,01KRHDY9XS8TF4TMGQECYTP3TV,6
