settlement_id,match_id,hand_id,agent_name,limit_before_micros,limit_delta_micros,limit_after_micros,reason,status,timestamp,hand_number
01KRC6QXQ3YQ9T4SJQR3S9VJ35,01KRC6PS1G2E9J57X1KEDBN43G,01KRC6PTGGWT0SHKE15SQWS1WJ,hermes,5000000,-100000,4900000,hand_loss,confirmed,2026-05-11T19:03:09.283074+00:00,1
01KRC6QXQ9987XJ7C03RC0XGS3,01KRC6PS1G2E9J57X1KEDBN43G,01KRC6PTGGWT0SHKE15SQWS1WJ,openclaw,5000000,100000,5100000,hand_win,confirmed,2026-05-11T19:03:09.289116+00:00,1
01KRC6RQDY1ZQKTCGPR9P7JKNQ,01KRC6PS1G2E9J57X1KEDBN43G,01KRC6R0H31EWGJC9F40Z5C28J,hermes,4900000,-100000,4800000,hand_loss,confirmed,2026-05-11T19:03:35.614870+00:00,2
01KRC6RQDYJAP686065172VFCH,01KRC6PS1G2E9J57X1KEDBN43G,01KRC6R0H31EWGJC9F40Z5C28J,openclaw,5100000,100000,5200000,hand_win,confirmed,2026-05-11T19:03:35.614174+00:00,2
01KRC6SBM15HK09MDPKBTXYENF,01KRC6PS1G2E9J57X1KEDBN43G,01KRC6RT11BD6JGGFFC3QRMK9N,hermes,4800000,-100000,4700000,hand_loss,confirmed,2026-05-11T19:03:56.289089+00:00,3
01KRC6SBM1XMQRT5ABS3NR3JPJ,01KRC6PS1G2E9J57X1KEDBN43G,01KRC6RT11BD6JGGFFC3QRMK9N,openclaw,5200000,100000,5300000,hand_win,confirmed,2026-05-11T19:03:56.289621+00:00,3
01KRC6SRVSZ7YZAK8J6K5R32VP,01KRC6PS1G2E9J57X1KEDBN43G,01KRC6SE78ZGF8TR6QBVZXPJ87,hermes,4700000,225000,4925000,hand_win,confirmed,2026-05-11T19:04:09.849573+00:00,4
01KRC6SRVSGAEDS8DWZ73FK4DZ,01KRC6PS1G2E9J57X1KEDBN43G,01KRC6SE78ZGF8TR6QBVZXPJ87,openclaw,5300000,-225000,5075000,hand_loss,confirmed,2026-05-11T19:04:09.849072+00:00,4
01KRC6T7DR2T7R35SWS6K7MSKX,01KRC6PS1G2E9J57X1KEDBN43G,01KRC6SVHFGW2825ZJXFHQR5KB,hermes,4925000,50000,4975000,hand_win,confirmed,2026-05-11T19:04:24.760582+00:00,5
01KRC6T7DSNH84KWB2VVSGM1VS,01KRC6PS1G2E9J57X1KEDBN43G,01KRC6SVHFGW2825ZJXFHQR5KB,openclaw,5075000,-50000,5025000,hand_loss,confirmed,2026-05-11T19:04:24.761063+00:00,5
01KRC6TKGB0SVH42Z9ZQBCEB6H,01KRC6PS1G2E9J57X1KEDBN43G,01KRC6TA7ZV23YSMQX39HFEM71,hermes,4975000,200000,5175000,hand_win,confirmed,2026-05-11T19:04:37.131090+00:00,6
01KRC6TKGA04FVSJKEEENBR96Y,01KRC6PS1G2E9J57X1KEDBN43G,01KRC6TA7ZV23YSMQX39HFEM71,openclaw,5025000,-200000,4825000,hand_loss,confirmed,2026-05-11T19:04:37.130519+00:00,6
01KRC6V6VPBBSSWQF6TGSQ9TXH,01KRC6PS1G2E9J57X1KEDBN43G,01KRC6TP2XPWNG2J6PKHR4X9M5,hermes,5175000,-100000,5075000,hand_loss,confirmed,2026-05-11T19:04:56.950087+00:00,7
01KRC6V6VPYDNJSY229TGPTJ8Y,01KRC6PS1G2E9J57X1KEDBN43G,01KRC6TP2XPWNG2J6PKHR4X9M5,openclaw,4825000,100000,4925000,hand_win,confirmed,2026-05-11T19:04:56.950753+00:00,7
01KRC6W3G8KZ87KXYXH3WDMW3P,01KRC6PS1G2E9J57X1KEDBN43G,01KRC6V9JP8PRDCM8SSQZYMC0F,hermes,5075000,600000,5675000,hand_win,confirmed,2026-05-11T19:05:26.280054+00:00,8
01KRC6W3G728MFAKZ9X8EDS7MB,01KRC6PS1G2E9J57X1KEDBN43G,01KRC6V9JP8PRDCM8SSQZYMC0F,openclaw,4925000,-600000,4325000,hand_loss,confirmed,2026-05-11T19:05:26.279333+00:00,8
01KRC6WA1GTWRQ4Y3159693E4A,01KRC6PS1G2E9J57X1KEDBN43G,01KRC6W7ACR5DG2EHE9BN4JVW9,hermes,5675000,50000,5725000,hand_win,confirmed,2026-05-11T19:05:32.976960+00:00,9
01KRC6WA1HKFX10BV0VR85T438,01KRC6PS1G2E9J57X1KEDBN43G,01KRC6W7ACR5DG2EHE9BN4JVW9,openclaw,4325000,-50000,4275000,hand_loss,confirmed,2026-05-11T19:05:32.977414+00:00,9
01KRC6WX2DBZBZNW51988953NY,01KRC6PS1G2E9J57X1KEDBN43G,01KRC6WCSYK8E8MA962147EA66,hermes,5725000,100000,5825000,hand_win,confirmed,2026-05-11T19:05:52.461475+00:00,10
01KRC6WX2CRM95X7CFEGCAZR7T,01KRC6PS1G2E9J57X1KEDBN43G,01KRC6WCSYK8E8MA962147EA66,openclaw,4275000,-100000,4175000,hand_loss,confirmed,2026-05-11T19:05:52.460388+00:00,10
01KRC6XBPD03MWHHG1NXYSM6QK,01KRC6PS1G2E9J57X1KEDBN43G,01KRC6WZV9C64WV2AKMTPRJFGX,hermes,5825000,50000,5875000,hand_win,confirmed,2026-05-11T19:06:07.437670+00:00,11
01KRC6XBPDFWFADNCJS9QBN4D5,01KRC6PS1G2E9J57X1KEDBN43G,01KRC6WZV9C64WV2AKMTPRJFGX,openclaw,4175000,-50000,4125000,hand_loss,confirmed,2026-05-11T19:06:07.438001+00:00,11
01KRC6YZDTT46RB833D62YAD0V,01KRC6PS1G2E9J57X1KEDBN43G,01KRC6XERM9EAVYXTXWH4MZ08K,hermes,5875000,200000,6075000,hand_win,confirmed,2026-05-11T19:07:00.411004+00:00,12
01KRC6YZDSJJ0H78EVRDQP8APK,01KRC6PS1G2E9J57X1KEDBN43G,01KRC6XERM9EAVYXTXWH4MZ08K,openclaw,4125000,-200000,3925000,hand_loss,confirmed,2026-05-11T19:07:00.409839+00:00,12
01KRC6Z4GVGBT2XPYKAYD1VG4G,01KRC6PS1G2E9J57X1KEDBN43G,01KRC6Z24A2GMZAT2QP9AMNZHT,hermes,6075000,50000,6125000,hand_win,confirmed,2026-05-11T19:07:05.627521+00:00,13
01KRC6Z4GWCE60YGKWCY5N3WHE,01KRC6PS1G2E9J57X1KEDBN43G,01KRC6Z24A2GMZAT2QP9AMNZHT,openclaw,3925000,-50000,3875000,hand_loss,confirmed,2026-05-11T19:07:05.628814+00:00,13
01KRC6Z93DRDF38NZFPGGDJGTY,01KRC6PS1G2E9J57X1KEDBN43G,01KRC6Z7C71EHPJJP3BGZW8CZB,hermes,6125000,-50000,6075000,hand_loss,confirmed,2026-05-11T19:07:10.317612+00:00,14
01KRC6Z93DAWRWTZ2FVJNBF5QB,01KRC6PS1G2E9J57X1KEDBN43G,01KRC6Z7C71EHPJJP3BGZW8CZB,openclaw,3875000,50000,3925000,hand_win,confirmed,2026-05-11T19:07:10.317212+00:00,14
01KRC70HERN66TNHT44JHB0GZC,01KRC6PS1G2E9J57X1KEDBN43G,01KRC6ZBR06YJJP5AHA3H2Q92X,hermes,6075000,440000,6515000,hand_win,confirmed,2026-05-11T19:07:51.640874+00:00,15
01KRC70HESZR6GGM3S9FZHW6Y1,01KRC6PS1G2E9J57X1KEDBN43G,01KRC6ZBR06YJJP5AHA3H2Q92X,openclaw,3925000,-440000,3485000,hand_loss,confirmed,2026-05-11T19:07:51.641182+00:00,15
01KRC70NVK30QSWWEAKN45BS2F,01KRC6PS1G2E9J57X1KEDBN43G,01KRC70M4XBJ4D1F1QS79QES5H,hermes,6515000,-50000,6465000,hand_loss,confirmed,2026-05-11T19:07:56.147396+00:00,16
