action_id,hand_id,sequence,street,agent_name,action_type,amount_micros,stack_before_micros,stack_after_micros,pot_before_micros,pot_after_micros,to_call_micros,decision_latency_ms,was_auto_action,auto_action_reason,reasoning_text,timestamp,match_id,hand_number
01KRBQZF19FQXVK1P7F44V89XQ,01KRBQZ8328M7AFPNRX9H0N79P,2,preflop,openclaw,fold,0,4950000,4950000,150000,0,50000,7099,0,,,2026-05-11T14:45:07.753738+00:00,01KRBQZ6JYQNDP697YWZRCJADH,1
01KRBQZNGC819PTFZ7DS3SD03W,01KRBQZK10Y1D55FFGM22EPC8P,2,preflop,hermes,raise,200000,5000000,4850000,150000,300000,50000,2526,0,,,2026-05-11T14:45:14.381027+00:00,01KRBQZ6JYQNDP697YWZRCJADH,2
01KRBQZY0MV269H365WAKXQ7RW,01KRBQZK10Y1D55FFGM22EPC8P,3,preflop,openclaw,raise,900000,4850000,4050000,300000,1100000,100000,8697,0,,,2026-05-11T14:45:23.092991+00:00,01KRBQZ6JYQNDP697YWZRCJADH,2
01KRBR0094ZFWN7JQV8KW2SX2H,01KRBQZK10Y1D55FFGM22EPC8P,4,preflop,hermes,call,700000,4850000,4150000,1100000,1800000,700000,2308,0,,,2026-05-11T14:45:25.412558+00:00,01KRBQZ6JYQNDP697YWZRCJADH,2
01KRBR05B1C5EG0PVD1DJG1ESN,01KRBQZK10Y1D55FFGM22EPC8P,5,flop,openclaw,raise,900000,4050000,3150000,1800000,2700000,0,5167,0,,,2026-05-11T14:45:30.593972+00:00,01KRBQZ6JYQNDP697YWZRCJADH,2
01KRBR08383NX5QSYGWYACXYQM,01KRBQZK10Y1D55FFGM22EPC8P,6,flop,hermes,call,900000,4150000,3250000,2700000,3600000,900000,2807,0,,,2026-05-11T14:45:33.417032+00:00,01KRBQZ6JYQNDP697YWZRCJADH,2
01KRBR0AZBEN8HAG0FSYBFE3V4,01KRBQZK10Y1D55FFGM22EPC8P,7,turn,openclaw,raise,1800000,3150000,1350000,3600000,5400000,0,2932,0,,,2026-05-11T14:45:36.363629+00:00,01KRBQZ6JYQNDP697YWZRCJADH,2
01KRBR0DGHPH1NBW4J0K2NKRAA,01KRBQZK10Y1D55FFGM22EPC8P,8,turn,hermes,call,1800000,3250000,1450000,5400000,7200000,1800000,2585,0,,,2026-05-11T14:45:38.961157+00:00,01KRBQZ6JYQNDP697YWZRCJADH,2
01KRBR0SS04DVNVMM7VH7PC6V1,01KRBQZK10Y1D55FFGM22EPC8P,9,river,openclaw,check,0,1350000,1350000,7200000,7200000,0,12544,0,,,2026-05-11T14:45:51.521025+00:00,01KRBQZ6JYQNDP697YWZRCJADH,2
01KRBR0VZWXESZATKWQ7720FG1,01KRBQZK10Y1D55FFGM22EPC8P,10,river,hermes,check,0,1450000,1450000,7200000,0,0,2246,0,,,2026-05-11T14:45:53.788907+00:00,01KRBQZ6JYQNDP697YWZRCJADH,2
01KRBR15RKQ9909W8392MPZNAE,01KRBR0ZBMFXTH44WHAPKF05EK,2,preflop,openclaw,raise,200000,8487270,8337270,150000,300000,50000,6544,0,,,2026-05-11T14:46:03.795630+00:00,01KRBQZ6JYQNDP697YWZRCJADH,3
01KRBR19SVB9PTZHJ0K87AKAPJ,01KRBR0ZBMFXTH44WHAPKF05EK,3,preflop,hermes,call,100000,1347851,1247851,300000,400000,100000,4121,0,,,2026-05-11T14:46:07.931296+00:00,01KRBQZ6JYQNDP697YWZRCJADH,3
01KRBR1CVMYJ4119RPC2YRBX48,01KRBR0ZBMFXTH44WHAPKF05EK,4,flop,hermes,check,0,1247851,1247851,400000,400000,0,3117,0,,,2026-05-11T14:46:11.060389+00:00,01KRBQZ6JYQNDP697YWZRCJADH,3
01KRBR1KD0K0Q9ZBSNKC8EG0ZR,01KRBR0ZBMFXTH44WHAPKF05EK,5,flop,openclaw,check,0,8337270,8337270,400000,400000,0,6688,0,,,2026-05-11T14:46:17.760077+00:00,01KRBQZ6JYQNDP697YWZRCJADH,3
01KRBR1NW9J8GDPWT15T9Q6R46,01KRBR0ZBMFXTH44WHAPKF05EK,6,turn,hermes,check,0,1247851,1247851,400000,400000,0,2522,0,,,2026-05-11T14:46:20.297914+00:00,01KRBQZ6JYQNDP697YWZRCJADH,3
01KRBR1XSGQ7FFARWMDC3D4425,01KRBR0ZBMFXTH44WHAPKF05EK,7,turn,openclaw,raise,250000,8337270,8087270,400000,650000,0,8083,0,,,2026-05-11T14:46:28.400867+00:00,01KRBQZ6JYQNDP697YWZRCJADH,3
01KRBR20R6QKX46V1HTTBBBHKS,01KRBR0ZBMFXTH44WHAPKF05EK,8,turn,hermes,fold,0,1247851,1247851,650000,0,250000,3020,0,,,2026-05-11T14:46:31.430922+00:00,01KRBQZ6JYQNDP697YWZRCJADH,3
01KRBR26RYZ9BD11PK1VJKQ9AB,01KRBR240G51R6BEAF30Q2PC8Q,2,preflop,hermes,raise,200000,1195837,1045837,150000,300000,50000,2817,0,,,2026-05-11T14:46:37.598737+00:00,01KRBQZ6JYQNDP697YWZRCJADH,4
01KRBR2AYWD2FQWTGX4F6RVP7F,01KRBR240G51R6BEAF30Q2PC8Q,3,preflop,openclaw,fold,0,8629690,8629690,300000,0,100000,4272,0,,,2026-05-11T14:46:41.884822+00:00,01KRBQZ6JYQNDP697YWZRCJADH,4
01KRBR2K4H36JW1N8TK2Y4NXQZ,01KRBR2E9Y4HG4GQ8C4A5BCYAV,2,preflop,openclaw,raise,200000,8579690,8429690,150000,300000,50000,4934,0,,,2026-05-11T14:46:50.257223+00:00,01KRBQZ6JYQNDP697YWZRCJADH,5
01KRBR2NXP2PFY48V1J949WFFD,01KRBR2E9Y4HG4GQ8C4A5BCYAV,3,preflop,hermes,call,100000,1244803,1144803,300000,400000,100000,2842,0,,,2026-05-11T14:46:53.110213+00:00,01KRBQZ6JYQNDP697YWZRCJADH,5
01KRBR2RMVJ28G9J9F0WJ54H6K,01KRBR2E9Y4HG4GQ8C4A5BCYAV,4,flop,hermes,check,0,1144803,1144803,400000,400000,0,2777,0,,,2026-05-11T14:46:55.899979+00:00,01KRBQZ6JYQNDP697YWZRCJADH,5
01KRBR30WQR4VCKAPE99RN8WPX,01KRBR2E9Y4HG4GQ8C4A5BCYAV,5,flop,openclaw,raise,250000,8429690,8179690,400000,650000,0,8432,0,,,2026-05-11T14:47:04.343412+00:00,01KRBQZ6JYQNDP697YWZRCJADH,5
01KRBR346YHM2GRA3N1W5R2M3H,01KRBR2E9Y4HG4GQ8C4A5BCYAV,6,flop,hermes,fold,0,1144803,1144803,650000,0,250000,3386,0,,,2026-05-11T14:47:07.742920+00:00,01KRBQZ6JYQNDP697YWZRCJADH,5
01KRBR3A0B7PSAHZ0DWKBCM4T8,01KRBR37Q0AYB9VVDFYAS5JYB7,2,preflop,hermes,raise,200000,1093784,943784,150000,300000,50000,2332,0,,,2026-05-11T14:47:13.675665+00:00,01KRBQZ6JYQNDP697YWZRCJADH,6
01KRBR3MNJ67KKMHBCYT0KKP2B,01KRBR37Q0AYB9VVDFYAS5JYB7,3,preflop,openclaw,raise,300000,8722140,8522140,300000,500000,100000,10906,0,,,2026-05-11T14:47:24.594416+00:00,01KRBQZ6JYQNDP697YWZRCJADH,6
01KRBR3R0BXTHPDNV3CC7TNVE2,01KRBR37Q0AYB9VVDFYAS5JYB7,4,preflop,hermes,raise,400000,943784,743784,500000,700000,100000,3403,0,,,2026-05-11T14:47:28.011549+00:00,01KRBQZ6JYQNDP697YWZRCJADH,6
01KRBR3WJ8YA1C8RGR69ARDPGF,01KRBR37Q0AYB9VVDFYAS5JYB7,5,preflop,openclaw,raise,8822140,8522140,0,700000,9222140,100000,4657,0,,,2026-05-11T14:47:32.680912+00:00,01KRBQZ6JYQNDP697YWZRCJADH,6
01KRBR3ZGJCGT0RW0SFX88N56T,01KRBR37Q0AYB9VVDFYAS5JYB7,6,preflop,hermes,call,8422140,743784,0,9222140,0,8422140,2999,0,,,2026-05-11T14:47:35.698309+00:00,01KRBQZ6JYQNDP697YWZRCJADH,6
