settlement_id,match_id,hand_id,agent_name,limit_before_micros,limit_delta_micros,limit_after_micros,reason,status,timestamp,hand_number
01KRH724609FTJFJXT3TZ3XM3W,01KRH71MF1JV7D7QVCPN73GWJ7,01KRH71P1TZYJ1PB2YEQ41HQT0,hermes,5000000,50000,5050000,hand_win,confirmed,2026-05-13T17:44:55.744888+00:00,1
01KRH7246318P62JCW3GKXK9SQ,01KRH71MF1JV7D7QVCPN73GWJ7,01KRH71P1TZYJ1PB2YEQ41HQT0,openclaw,5000000,-50000,4950000,hand_loss,confirmed,2026-05-13T17:44:55.747053+00:00,1
01KRH72JHKNRQFA68SDPQYXH62,01KRH71MF1JV7D7QVCPN73GWJ7,01KRH726RYSYB6GJ8PNRE50JMG,hermes,5050000,100000,5150000,hand_win,confirmed,2026-05-13T17:45:10.451125+00:00,2
01KRH72JHJ7D2T7FXC9VMZT7VB,01KRH71MF1JV7D7QVCPN73GWJ7,01KRH726RYSYB6GJ8PNRE50JMG,openclaw,4950000,-100000,4850000,hand_loss,confirmed,2026-05-13T17:45:10.450582+00:00,2
01KRH73W6TERH3R5XY9VQRQV5M,01KRH71MF1JV7D7QVCPN73GWJ7,01KRH72N6C6F7HY1H38HMYEV9Y,hermes,5150000,200000,5350000,hand_win,confirmed,2026-05-13T17:45:53.114325+00:00,3
01KRH73W6V4XVSDV44MBQW8G2Y,01KRH71MF1JV7D7QVCPN73GWJ7,01KRH72N6C6F7HY1H38HMYEV9Y,openclaw,4850000,-200000,4650000,hand_loss,confirmed,2026-05-13T17:45:53.115643+00:00,3
01KRH74Y8WSQAFV44FYBEYB9Q1,01KRH71MF1JV7D7QVCPN73GWJ7,01KRH73YTZ0R5BFJQVQHWKB2DX,hermes,5350000,-1200000,4150000,hand_loss,confirmed,2026-05-13T17:46:27.996278+00:00,4
01KRH74Y8V2037QF6HPEHWEYC0,01KRH71MF1JV7D7QVCPN73GWJ7,01KRH73YTZ0R5BFJQVQHWKB2DX,openclaw,4650000,1200000,5850000,hand_win,confirmed,2026-05-13T17:46:27.995187+00:00,4
01KRH757AF89VZEW4WXSPVE8JR,01KRH71MF1JV7D7QVCPN73GWJ7,01KRH750YJ80XGVXM8ZM99ZHY4,hermes,4150000,50000,4200000,hand_win,confirmed,2026-05-13T17:46:37.263307+00:00,5
01KRH757AGVY4TE5NRFJKGGZK5,01KRH71MF1JV7D7QVCPN73GWJ7,01KRH750YJ80XGVXM8ZM99ZHY4,openclaw,5850000,-50000,5800000,hand_loss,confirmed,2026-05-13T17:46:37.264614+00:00,5
01KRH75TNHTP77CRC4YEN2YBS9,01KRH71MF1JV7D7QVCPN73GWJ7,01KRH75A02CYRHG8S3Y4EZX550,hermes,4200000,250000,4450000,hand_win,confirmed,2026-05-13T17:46:57.073425+00:00,6
01KRH75TNFSBF0T4P5KT29YAQK,01KRH71MF1JV7D7QVCPN73GWJ7,01KRH75A02CYRHG8S3Y4EZX550,openclaw,5800000,-250000,5550000,hand_loss,confirmed,2026-05-13T17:46:57.071880+00:00,6
01KRH7617ACH4JMWC4SD1X3M26,01KRH71MF1JV7D7QVCPN73GWJ7,01KRH75XANY97R3G50SRKCVET7,hermes,4450000,50000,4500000,hand_win,confirmed,2026-05-13T17:47:03.786588+00:00,7
01KRH7617BEV493BRTZ64475DJ,01KRH71MF1JV7D7QVCPN73GWJ7,01KRH75XANY97R3G50SRKCVET7,openclaw,5550000,-50000,5500000,hand_loss,confirmed,2026-05-13T17:47:03.787464+00:00,7
