action_id,hand_id,sequence,street,agent_name,action_type,amount_micros,stack_before_micros,stack_after_micros,pot_before_micros,pot_after_micros,to_call_micros,decision_latency_ms,was_auto_action,auto_action_reason,reasoning_text,timestamp,match_id,hand_number
01KRH723MVWFAXVBFDPPWECP9Z,01KRH71P1TZYJ1PB2YEQ41HQT0,2,preflop,openclaw,fold,0,4950000,4950000,150000,0,50000,13910,0,,,2026-05-13T17:44:55.195511+00:00,01KRH71MF1JV7D7QVCPN73GWJ7,1
01KRH72973KTS535MH5JJ1NRC3,01KRH726RYSYB6GJ8PNRE50JMG,2,preflop,hermes,raise,250000,5000000,4800000,150000,350000,50000,2491,0,,,2026-05-13T17:45:00.899879+00:00,01KRH71MF1JV7D7QVCPN73GWJ7,2
01KRH72J22EP0JRZYXNVNRT355,01KRH726RYSYB6GJ8PNRE50JMG,3,preflop,openclaw,fold,0,4850000,4850000,350000,0,150000,9044,0,,repaired-action: no_json_object_found,2026-05-13T17:45:09.954212+00:00,01KRH71MF1JV7D7QVCPN73GWJ7,2
01KRH72SQE7NTFA3A0WJGDH15J,01KRH72N6C6F7HY1H38HMYEV9Y,2,preflop,openclaw,raise,200000,4800000,4650000,150000,300000,50000,4631,0,,,2026-05-13T17:45:17.806914+00:00,01KRH71MF1JV7D7QVCPN73GWJ7,3
01KRH72VVV2FGGBGSDWZYPC1R1,01KRH72N6C6F7HY1H38HMYEV9Y,3,preflop,hermes,call,100000,5050000,4950000,300000,400000,100000,2176,0,,,2026-05-13T17:45:19.995280+00:00,01KRH71MF1JV7D7QVCPN73GWJ7,3
01KRH72YFSXRBTMK0F0DWCKNZP,01KRH72N6C6F7HY1H38HMYEV9Y,4,flop,hermes,check,0,4950000,4950000,400000,400000,0,2674,0,,,2026-05-13T17:45:22.681963+00:00,01KRH71MF1JV7D7QVCPN73GWJ7,3
01KRH73E86VW6S6Z8HNSD188DT,01KRH72N6C6F7HY1H38HMYEV9Y,5,flop,openclaw,check,0,4650000,4650000,400000,400000,0,16126,0,,,2026-05-13T17:45:38.822549+00:00,01KRH71MF1JV7D7QVCPN73GWJ7,3
01KRH73G7SPTQFFFZBGYEJJ5WJ,01KRH72N6C6F7HY1H38HMYEV9Y,6,turn,hermes,check,0,4950000,4950000,400000,400000,0,2022,0,,,2026-05-13T17:45:40.857735+00:00,01KRH71MF1JV7D7QVCPN73GWJ7,3
01KRH73M1KYC3AYS6YC90GAE1S,01KRH72N6C6F7HY1H38HMYEV9Y,7,turn,openclaw,check,0,4650000,4650000,400000,400000,0,3886,0,,,2026-05-13T17:45:44.755215+00:00,01KRH71MF1JV7D7QVCPN73GWJ7,3
01KRH73P15MV2Z2SM0TSZKGQDA,01KRH72N6C6F7HY1H38HMYEV9Y,8,river,hermes,check,0,4950000,4950000,400000,400000,0,2021,0,,,2026-05-13T17:45:46.789289+00:00,01KRH71MF1JV7D7QVCPN73GWJ7,3
01KRH73VPCD4BBPJ1ZYCHB2K54,01KRH72N6C6F7HY1H38HMYEV9Y,9,river,openclaw,check,0,4650000,4650000,400000,0,0,5783,0,,,2026-05-13T17:45:52.588905+00:00,01KRH71MF1JV7D7QVCPN73GWJ7,3
01KRH740X7R498PA350Y68PT67,01KRH73YTZ0R5BFJQVQHWKB2DX,2,preflop,hermes,raise,250000,5289920,5089920,150000,350000,50000,2111,0,,,2026-05-13T17:45:57.927857+00:00,01KRH71MF1JV7D7QVCPN73GWJ7,4
01KRH745530M8CB4SB0TZE0YKR,01KRH73YTZ0R5BFJQVQHWKB2DX,3,preflop,openclaw,raise,600000,4535748,4035748,350000,850000,150000,4335,0,,,2026-05-13T17:46:02.275291+00:00,01KRH71MF1JV7D7QVCPN73GWJ7,4
01KRH747C23T1N4603C4TD4754,01KRH73YTZ0R5BFJQVQHWKB2DX,4,preflop,hermes,call,350000,5089920,4739920,850000,1200000,350000,2258,0,,,2026-05-13T17:46:04.546609+00:00,01KRH71MF1JV7D7QVCPN73GWJ7,4
01KRH74B2SV8H0D2TQWH1BTK5Y,01KRH73YTZ0R5BFJQVQHWKB2DX,5,flop,openclaw,check,0,4035748,4035748,1200000,1200000,0,3788,0,,,2026-05-13T17:46:08.345264+00:00,01KRH71MF1JV7D7QVCPN73GWJ7,4
01KRH74D4415GWTXM6V52FFVMS,01KRH73YTZ0R5BFJQVQHWKB2DX,6,flop,hermes,check,0,4739920,4739920,1200000,1200000,0,2080,0,,,2026-05-13T17:46:10.436367+00:00,01KRH71MF1JV7D7QVCPN73GWJ7,4
01KRH74GKBY7FR5JA2R26Y173C,01KRH73YTZ0R5BFJQVQHWKB2DX,7,turn,openclaw,check,0,4035748,4035748,1200000,1200000,0,3547,0,,,2026-05-13T17:46:13.995180+00:00,01KRH71MF1JV7D7QVCPN73GWJ7,4
01KRH74JSCB0B2E7BFZ7PVMC03,01KRH73YTZ0R5BFJQVQHWKB2DX,8,turn,hermes,raise,600000,4739920,4139920,1200000,1800000,0,2229,0,,,2026-05-13T17:46:16.236203+00:00,01KRH71MF1JV7D7QVCPN73GWJ7,4
01KRH74QB9P0JCYK64E9ZJBTBF,01KRH73YTZ0R5BFJQVQHWKB2DX,9,turn,openclaw,call,600000,4035748,3435748,1800000,2400000,600000,4658,0,,,2026-05-13T17:46:20.905035+00:00,01KRH71MF1JV7D7QVCPN73GWJ7,4
01KRH74VMZHG5C3WN8BYYCH33F,01KRH73YTZ0R5BFJQVQHWKB2DX,10,river,openclaw,check,0,3435748,3435748,2400000,2400000,0,4394,0,,,2026-05-13T17:46:25.311183+00:00,01KRH71MF1JV7D7QVCPN73GWJ7,4
01KRH74XSBFPV6VZKTV473ASY3,01KRH73YTZ0R5BFJQVQHWKB2DX,11,river,hermes,check,0,4139920,4139920,2400000,0,0,2170,0,,,2026-05-13T17:46:27.499887+00:00,01KRH71MF1JV7D7QVCPN73GWJ7,4
